repo_name,file_path,file_html,class_name,me_name,me_code,old_code,chatGPT_code,truth_code,acc
TauonMusicBox,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/TauonMusicBox/t_modules/t_main.py,https://github.com/Taiko2k/TauonMusicBox/tree/master/t_modules/t_main.py,,get_lyric_fire$15350,"def get_lyric_fire(track_object, silent=False):
    lyrics_ren.lyrics_position = 0

    if not prefs.lyrics_enables:
        if not silent:
            show_message(_(""There are no lyric sources enabled.""),
                         ""See 'lyrics settings' under 'functions' tab in settings."", mode='info')
        return

    t = lyrics_fetch_timer.get()
    print(""Lyric rate limit timer is: "" + str(t) + "" / -60"")
    if t < -40:
        print(""Lets try again later"")
        if not silent:
            show_message(_(""Let's be polite and try later.""))

            if t < -65:
                show_message(""Stop requesting lyrics AAAAAA."", mode='error')

        # If the user keeps pressing, lets mess with them haha
        lyrics_fetch_timer.force_set(t - 5)

        return 'later'

    if t > 0:
        lyrics_fetch_timer.set()
        t = 0

    lyrics_fetch_timer.force_set(t - 10)

    if not silent:
        show_message(_(""Searching...""))

    s_artist = track_object.artist
    s_title = track_object.title

    if s_artist in prefs.lyrics_subs:
        s_artist = prefs.lyrics_subs[s_artist]
    if s_title in prefs.lyrics_subs:
        s_title = prefs.lyrics_subs[s_title]

    console.print(f""Searching for lyrics: {s_artist} - {s_title}"", level=1)

    found = False
    for name in prefs.lyrics_enables:

        if name in lyric_sources.keys():
            func = lyric_sources[name]

            try:
                lyrics = func(s_artist, s_title)
                if lyrics:
                    console.print(f""Found lyrics from {name}"", level=1)
                    track_object.lyrics = lyrics
                    found = True
                    break
            except Exception as e:
                console.print(str(e))

            if not found:
                console.print(f""Could not find lyrics from source {name}"", level=1)

    if not found:
        if not silent:
            show_message(_(""No lyrics for this track were found""))
    else:
        gui.message_box = False
        if not gui.showcase_mode:
            prefs.show_lyrics_side = True
        gui.update += 1
        lyrics_ren.lyrics_position = 0
        pctl.notify_change()","for name in prefs.lyrics_enables:
    if name in lyric_sources.keys():
        func = lyric_sources[name]
        try:
            lyrics = func(s_artist, s_title)
            if lyrics:
                console.print(f'Found lyrics from {name}', level=1)
                track_object.lyrics = lyrics
                found = True
                break
        except Exception as e:
            console.print(str(e))
        if not found:
            console.print(f'Could not find lyrics from source {name}', level=1)
if not found:
    if not silent:
        show_message(_('No lyrics for this track were found'))
else:
    gui.message_box = False
    if not gui.showcase_mode:
        prefs.show_lyrics_side = True
    gui.update += 1
    lyrics_ren.lyrics_position = 0
    pctl.notify_change()","for name in prefs.lyrics_enables:
    if name in lyric_sources.keys():
        func = lyric_sources[name]
        try:
            lyrics = func(s_artist, s_title)
            if lyrics:
                console.print(f'Found lyrics from {name}', level=1)
                track_object.lyrics = lyrics
                found = True
                break
        except Exception as e:
            console.print(str(e))
    else:
        console.print(f'Could not find lyrics from source {name}', level=1)
else:
    if not found:
        if not silent:
            show_message(_('No lyrics for this track were found'))
    else:
        gui.message_box = False
        if not gui.showcase_mode:
            prefs.show_lyrics_side = True
        gui.update += 1
        lyrics_ren.lyrics_position = 0
        pctl.notify_change()","for name in prefs.lyrics_enables:
    if name in lyric_sources.keys():
        func = lyric_sources[name]
        try:
            lyrics = func(s_artist, s_title)
            if lyrics:
                console.print(f'Found lyrics from {name}', level=1)
                track_object.lyrics = lyrics
                found = True
                gui.message_box = False
                if not gui.showcase_mode:
                    prefs.show_lyrics_side = True
                gui.update += 1
                lyrics_ren.lyrics_position = 0
                pctl.notify_change()
                break
        except Exception as e:
            console.print(str(e))
        if not found:
            console.print(f'Could not find lyrics from source {name}', level=1)
else:
    if not silent:
        show_message(_('No lyrics for this track were found'))",0
frappe,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/frappe/frappe/core/doctype/doctype/doctype.py,https://github.com/frappe/frappe/tree/master/frappe/core/doctype/doctype/doctype.py,,check_level_zero_is_set$1555,"def check_level_zero_is_set(d):
		if cint(d.permlevel) > 0 and d.role != ""All"":
			has_zero_perm = False
			for p in permissions:
				if p.role == d.role and (p.permlevel or 0) == 0 and p != d:
					has_zero_perm = True
					break

			if not has_zero_perm:
				frappe.throw(
					_(""{0}: Permission at level 0 must be set before higher levels are set"").format(get_txt(d))
				)

			for invalid in (""create"", ""submit"", ""cancel"", ""amend""):
				if d.get(invalid):
					d.set(invalid, 0)","for p in permissions:
    if p.role == d.role and (p.permlevel or 0) == 0 and (p != d):
        has_zero_perm = True
        break
if not has_zero_perm:
    frappe.throw(_('{0}: Permission at level 0 must be set before higher levels are set').format(get_txt(d)))","for p in permissions:
    if p.role == d.role and (p.permlevel or 0) == 0 and (p != d):
        break
else:
    frappe.throw(_('{0}: Permission at level 0 must be set before higher levels are set').format(get_txt(d)))","for p in permissions:
    if p.role == d.role and (p.permlevel or 0) == 0 and (p != d):
        break
else:
    frappe.throw(_('{0}: Permission at level 0 must be set before higher levels are set').format(get_txt(d)))",1
keystone,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/keystone/keystone/catalog/core.py,https://github.com/openstack/keystone/tree/master/keystone/catalog/core.py,Manager,get_endpoints_filtered_by_endpoint_group$279,"def get_endpoints_filtered_by_endpoint_group(self, endpoint_group_id):
        endpoints = self.list_endpoints()
        filters = self.get_endpoint_group(endpoint_group_id)['filters']
        filtered_endpoints = []

        for endpoint in endpoints:
            is_candidate = True
            for key, value in filters.items():
                if endpoint[key] != value:
                    is_candidate = False
                    break
            if is_candidate:
                filtered_endpoints.append(endpoint)
        return filtered_endpoints","for (key, value) in filters.items():
    if endpoint[key] != value:
        is_candidate = False
        break
if is_candidate:
    filtered_endpoints.append(endpoint)","for (key, value) in filters.items():
    if endpoint[key] != value:
        break
else:
    filtered_endpoints.append(endpoint)","for (key, value) in filters.items():
    if endpoint[key] != value:
        break
else:
    filtered_endpoints.append(endpoint)",1
sickbeard_mp4_automator,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/sickbeard_mp4_automator/resources/metadata.py,https://github.com/mdhiggins/sickbeard_mp4_automator/tree/master/resources/metadata.py,Metadata,getArtwork$370,"def getArtwork(self, path, inputfile, thumbnail=False):
        # Check for artwork in the same directory as the source
        poster = None
        base, _ = os.path.splitext(inputfile)
        base2, _ = os.path.splitext(path)
        for b in [base, base2]:
            for e in valid_poster_extensions:
                path = b + os.extsep + e
                if (os.path.exists(path)):
                    poster = path
                    self.log.info(""Local artwork detected, using %s."" % path)
                    break
            if poster:
                break

        if not poster:
            d, f = os.path.split(path)
            for e in valid_poster_extensions:
                path = os.path.join(d, ""smaposter"" + os.extsep + e)
                if (os.path.exists(path)):
                    poster = path
                    self.log.info(""Local artwork detected, using %s."" % path)
                    break

        # If no local files are found, attempt to download them
        if not poster:
            poster_path = None
            if self.mediatype == MediaType.Movie:
                poster_path = self.moviedata.get('poster_path')
            elif self.mediatype == MediaType.TV:
                if thumbnail:
                    poster_path = self.episodedata.get('still_path')
                else:
                    poster_path = self.seasondata.get('poster_path')

                if not poster_path:
                    poster_path = self.showdata.get('poster_path')

            if not poster_path:
                self.log.debug(""No artwork found for media file."")
                return None

            savepath = os.path.join(tempfile.gettempdir(), ""poster-%s.jpg"" % (self.tmdbid))

            # Ensure the save path is clear
            if os.path.exists(savepath):
                try:
                    os.remove(savepath)
                except KeyboardInterrupt:
                    raise
                except:
                    i = 2
                    while os.path.exists(savepath):
                        savepath = os.path.join(tempfile.gettempdir(), ""poster-%s.%d.jpg"" % (self.tmdbid, i))
                        i += 1

            try:
                poster = self.urlretrieve(""https://image.tmdb.org/t/p/original"" + poster_path, savepath)[0]
            except Exception:
                self.log.exception(""Exception while retrieving poster"" % poster_path)
        return poster","for b in [base, base2]:
    for e in valid_poster_extensions:
        path = b + os.extsep + e
        if os.path.exists(path):
            poster = path
            self.log.info('Local artwork detected, using %s.' % path)
            break
    if poster:
        break
if not poster:
    (d, f) = os.path.split(path)
    for e in valid_poster_extensions:
        path = os.path.join(d, 'smaposter' + os.extsep + e)
        if os.path.exists(path):
            poster = path
            self.log.info('Local artwork detected, using %s.' % path)
            break","for b in [base, base2]:
    for e in valid_poster_extensions:
        path = b + os.extsep + e
        if os.path.exists(path):
            poster = path
            self.log.info('Local artwork detected, using %s.' % path)
            break
    else:
        (d, f) = os.path.split(path)
        for e in valid_poster_extensions:
            path = os.path.join(d, 'smaposter' + os.extsep + e)
            if os.path.exists(path):
                poster = path
                self.log.info('Local artwork detected, using %s.' % path)
                break
        else:
            poster = None
if not poster:
    # Handle the case where no poster was found
    pass  # Do something here","for b in [base, base2]:
    for e in valid_poster_extensions:
        path = b + os.extsep + e
        if os.path.exists(path):
            poster = path
            self.log.info('Local artwork detected, using %s.' % path)
            break
    if poster:
        break
else:
    (d, f) = os.path.split(path)
    for e in valid_poster_extensions:
        path = os.path.join(d, 'smaposter' + os.extsep + e)
        if os.path.exists(path):
            poster = path
            self.log.info('Local artwork detected, using %s.' % path)
            break",0
sickbeard_mp4_automator,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/sickbeard_mp4_automator/resources/metadata.py,https://github.com/mdhiggins/sickbeard_mp4_automator/tree/master/resources/metadata.py,Metadata,getArtwork$370,"def getArtwork(self, path, inputfile, thumbnail=False):
        # Check for artwork in the same directory as the source
        poster = None
        base, _ = os.path.splitext(inputfile)
        base2, _ = os.path.splitext(path)
        for b in [base, base2]:
            for e in valid_poster_extensions:
                path = b + os.extsep + e
                if (os.path.exists(path)):
                    poster = path
                    self.log.info(""Local artwork detected, using %s."" % path)
                    break
            if poster:
                break

        if not poster:
            d, f = os.path.split(path)
            for e in valid_poster_extensions:
                path = os.path.join(d, ""smaposter"" + os.extsep + e)
                if (os.path.exists(path)):
                    poster = path
                    self.log.info(""Local artwork detected, using %s."" % path)
                    break

        # If no local files are found, attempt to download them
        if not poster:
            poster_path = None
            if self.mediatype == MediaType.Movie:
                poster_path = self.moviedata.get('poster_path')
            elif self.mediatype == MediaType.TV:
                if thumbnail:
                    poster_path = self.episodedata.get('still_path')
                else:
                    poster_path = self.seasondata.get('poster_path')

                if not poster_path:
                    poster_path = self.showdata.get('poster_path')

            if not poster_path:
                self.log.debug(""No artwork found for media file."")
                return None

            savepath = os.path.join(tempfile.gettempdir(), ""poster-%s.jpg"" % (self.tmdbid))

            # Ensure the save path is clear
            if os.path.exists(savepath):
                try:
                    os.remove(savepath)
                except KeyboardInterrupt:
                    raise
                except:
                    i = 2
                    while os.path.exists(savepath):
                        savepath = os.path.join(tempfile.gettempdir(), ""poster-%s.%d.jpg"" % (self.tmdbid, i))
                        i += 1

            try:
                poster = self.urlretrieve(""https://image.tmdb.org/t/p/original"" + poster_path, savepath)[0]
            except Exception:
                self.log.exception(""Exception while retrieving poster"" % poster_path)
        return poster","for e in valid_poster_extensions:
    path = b + os.extsep + e
    if os.path.exists(path):
        poster = path
        self.log.info('Local artwork detected, using %s.' % path)
        break
if poster:
    break","for e in valid_poster_extensions:
    path = b + os.extsep + e
    if os.path.exists(path):
        poster = path
        self.log.info('Local artwork detected, using %s.' % path)
        break
else:
    poster = None",Cannot refactor,-1
sickbeard_mp4_automator,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/sickbeard_mp4_automator/resources/metadata.py,https://github.com/mdhiggins/sickbeard_mp4_automator/tree/master/resources/metadata.py,Metadata,getArtwork$370,"def getArtwork(self, path, inputfile, thumbnail=False):
        # Check for artwork in the same directory as the source
        poster = None
        base, _ = os.path.splitext(inputfile)
        base2, _ = os.path.splitext(path)
        for b in [base, base2]:
            for e in valid_poster_extensions:
                path = b + os.extsep + e
                if (os.path.exists(path)):
                    poster = path
                    self.log.info(""Local artwork detected, using %s."" % path)
                    break
            if poster:
                break

        if not poster:
            d, f = os.path.split(path)
            for e in valid_poster_extensions:
                path = os.path.join(d, ""smaposter"" + os.extsep + e)
                if (os.path.exists(path)):
                    poster = path
                    self.log.info(""Local artwork detected, using %s."" % path)
                    break

        # If no local files are found, attempt to download them
        if not poster:
            poster_path = None
            if self.mediatype == MediaType.Movie:
                poster_path = self.moviedata.get('poster_path')
            elif self.mediatype == MediaType.TV:
                if thumbnail:
                    poster_path = self.episodedata.get('still_path')
                else:
                    poster_path = self.seasondata.get('poster_path')

                if not poster_path:
                    poster_path = self.showdata.get('poster_path')

            if not poster_path:
                self.log.debug(""No artwork found for media file."")
                return None

            savepath = os.path.join(tempfile.gettempdir(), ""poster-%s.jpg"" % (self.tmdbid))

            # Ensure the save path is clear
            if os.path.exists(savepath):
                try:
                    os.remove(savepath)
                except KeyboardInterrupt:
                    raise
                except:
                    i = 2
                    while os.path.exists(savepath):
                        savepath = os.path.join(tempfile.gettempdir(), ""poster-%s.%d.jpg"" % (self.tmdbid, i))
                        i += 1

            try:
                poster = self.urlretrieve(""https://image.tmdb.org/t/p/original"" + poster_path, savepath)[0]
            except Exception:
                self.log.exception(""Exception while retrieving poster"" % poster_path)
        return poster","for e in valid_poster_extensions:
    path = os.path.join(d, 'smaposter' + os.extsep + e)
    if os.path.exists(path):
        poster = path
        self.log.info('Local artwork detected, using %s.' % path)
        break
if not poster:
    poster_path = None
    if self.mediatype == MediaType.Movie:
        poster_path = self.moviedata.get('poster_path')
    elif self.mediatype == MediaType.TV:
        if thumbnail:
            poster_path = self.episodedata.get('still_path')
        else:
            poster_path = self.seasondata.get('poster_path')
        if not poster_path:
            poster_path = self.showdata.get('poster_path')
    if not poster_path:
        self.log.debug('No artwork found for media file.')
        return None
    savepath = os.path.join(tempfile.gettempdir(), 'poster-%s.jpg' % self.tmdbid)
    if os.path.exists(savepath):
        try:
            os.remove(savepath)
        except KeyboardInterrupt:
            raise
        except:
            i = 2
            while os.path.exists(savepath):
                savepath = os.path.join(tempfile.gettempdir(), 'poster-%s.%d.jpg' % (self.tmdbid, i))
                i += 1
    try:
        poster = self.urlretrieve('https://image.tmdb.org/t/p/original' + poster_path, savepath)[0]
    except Exception:
        self.log.exception('Exception while retrieving poster' % poster_path)","for e in valid_poster_extensions:
    path = os.path.join(d, 'smaposter' + os.extsep + e)
    if os.path.exists(path):
        poster = path
        self.log.info('Local artwork detected, using %s.' % path)
        break
else:
    poster_path = None
    if self.mediatype == MediaType.Movie:
        poster_path = self.moviedata.get('poster_path')
    elif self.mediatype == MediaType.TV:
        if thumbnail:
            poster_path = self.episodedata.get('still_path')
        else:
            poster_path = self.seasondata.get('poster_path')
        if not poster_path:
            poster_path = self.showdata.get('poster_path')
    if not poster_path:
        self.log.debug('No artwork found for media file.')
        return None
    savepath = os.path.join(tempfile.gettempdir(), 'poster-%s.jpg' % self.tmdbid)
    if os.path.exists(savepath):
        try:
            os.remove(savepath)
        except KeyboardInterrupt:
            raise
        except:
            i = 2
            while os.path.exists(savepath):
                savepath = os.path.join(tempfile.gettempdir(), 'poster-%s.%d.jpg' % (self.tmdbid, i))
                i += 1
    try:
        poster = self.urlretrieve('https://image.tmdb.org/t/p/original' + poster_path, savepath)[0]
    except Exception:
        self.log.exception('Exception while retrieving poster' % poster_path)",Cannot refactor,-1
shuup,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/shuup/shuup/core/models/_product_shops.py,https://github.com/shuup/shuup/tree/master/shuup/core/models/_product_shops.py,ShopProduct,get_orderability_errors_for_variable_variation_parent$511,"def get_orderability_errors_for_variable_variation_parent(self, supplier, customer):
        from shuup.core.models import ProductVariationResult

        sellable = False
        for combo in self.product.get_all_available_combinations():
            res = ProductVariationResult.resolve(self.product, combo[""variable_to_value""])
            if not res:
                continue
            try:
                child_shop_product = res.get_shop_instance(self.shop)
            except ShopProduct.DoesNotExist:
                continue

            if child_shop_product.is_orderable(
                supplier=supplier,
                customer=customer,
                quantity=child_shop_product.minimum_purchase_quantity,
                allow_cache=False,
            ):
                sellable = True
                break
        if not sellable:
            yield ValidationError(_(""Product has no sellable children.""), code=""no_sellable_children"")","for combo in self.product.get_all_available_combinations():
    res = ProductVariationResult.resolve(self.product, combo['variable_to_value'])
    if not res:
        continue
    try:
        child_shop_product = res.get_shop_instance(self.shop)
    except ShopProduct.DoesNotExist:
        continue
    if child_shop_product.is_orderable(supplier=supplier, customer=customer, quantity=child_shop_product.minimum_purchase_quantity, allow_cache=False):
        sellable = True
        break
if not sellable:
    yield ValidationError(_('Product has no sellable children.'), code='no_sellable_children')","for combo in self.product.get_all_available_combinations():
    res = ProductVariationResult.resolve(self.product, combo['variable_to_value'])
    if not res:
        continue
    try:
        child_shop_product = res.get_shop_instance(self.shop)
    except ShopProduct.DoesNotExist:
        continue
    if child_shop_product.is_orderable(supplier=supplier, customer=customer, quantity=child_shop_product.minimum_purchase_quantity, allow_cache=False):
        break
else:
    yield ValidationError(_('Product has no sellable children.'), code='no_sellable_children')","for combo in self.product.get_all_available_combinations():
    res = ProductVariationResult.resolve(self.product, combo['variable_to_value'])
    if not res:
        continue
    try:
        child_shop_product = res.get_shop_instance(self.shop)
    except ShopProduct.DoesNotExist:
        continue
    if child_shop_product.is_orderable(supplier=supplier, customer=customer, quantity=child_shop_product.minimum_purchase_quantity, allow_cache=False):
        break
else:
    yield ValidationError(_('Product has no sellable children.'), code='no_sellable_children')",1
policy_sentry,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/policy_sentry/policy_sentry/shared/awsdocs.py,https://github.com/salesforce/policy_sentry/tree/master/policy_sentry/shared/awsdocs.py,,header_matches$30,"def header_matches(string, table):
    """"""checks if the string is found in the table header""""""
    headers = [chomp(str(x)).lower() for x in table.find_all(""th"")]
    match_found = False
    for header in headers:
        if string in header:
            match_found = True
            break
    if not match_found:
        return False
    return True","for header in headers:
    if string in header:
        match_found = True
        break
if not match_found:
    return False","for header in headers:
    if string in header:
        break
else:
    return False","for header in headers:
    if string in header:
        break
else:
    return False",1
pyradio,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/pyradio/pyradio/browser.py,https://github.com/coderholic/pyradio/tree/master/pyradio/browser.py,RadioBrowserSearchWindow,_focus_next$2650,"def _focus_next(self):
        # logger.error('DE focus next ==========================')
        new_focus = self._focus + 1
        if new_focus == len(self._widgets):
            new_focus = 0
        # logger.error('DE new_focus = {}'.format(new_focus))
        focus_ok = False
        for i in range(new_focus, len(self._widgets)):
            if self._widgets[i].enabled:
                new_focus = i
                focus_ok = True
                # logger.error('DE 1 new_focus = {}'.format(new_focus))
                break
        if not focus_ok:
            for i in range(0, new_focus + 1):
                if self._widgets[i].enabled:
                    new_focus = i
                    focus_ok = True
                    # logger.error('DE 2 new_focus = {}'.format(new_focus))
                    break
        # logger.error('DE new_focus = {}'.format(new_focus))
        # logger.error('DE end focus next ==========================')
        self._apply_new_focus(new_focus)","for i in range(new_focus, len(self._widgets)):
    if self._widgets[i].enabled:
        new_focus = i
        focus_ok = True
        break
if not focus_ok:
    for i in range(0, new_focus + 1):
        if self._widgets[i].enabled:
            new_focus = i
            focus_ok = True
            break","for i in range(new_focus, len(self._widgets)):
    if self._widgets[i].enabled:
        new_focus = i
        focus_ok = True
        break
else:
    for i in range(0, new_focus + 1):
        if self._widgets[i].enabled:
            new_focus = i
            focus_ok = True
            break","for i in range(new_focus, len(self._widgets)):
    if self._widgets[i].enabled:
        new_focus = i
        focus_ok = True
        break
else:
    for i in range(0, new_focus + 1):
        if self._widgets[i].enabled:
            new_focus = i
            focus_ok = True
            break",1
hamster,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/hamster/waflib/Tools/fc_scan.py,https://github.com/projecthamster/hamster/tree/master/waflib/Tools/fc_scan.py,fortran_parser,tryfind_header$103,"def tryfind_header(self, filename):
		""""""
		Adds an include file to the list of nodes to process

		:param filename: file name
		:type filename: string
		""""""
		found = None
		for n in self.incpaths:
			found = n.find_resource(filename)
			if found:
				self.nodes.append(found)
				self.waiting.append(found)
				break
		if not found:
			if not filename in self.names:
				self.names.append(filename)","for n in self.incpaths:
    found = n.find_resource(filename)
    if found:
        self.nodes.append(found)
        self.waiting.append(found)
        break
if not found:
    if not filename in self.names:
        self.names.append(filename)","for n in self.incpaths:
    found = n.find_resource(filename)
    if found:
        self.nodes.append(found)
        self.waiting.append(found)
        break
else:
    if not filename in self.names:
        self.names.append(filename)","for n in self.incpaths:
    found = n.find_resource(filename)
    if found:
        self.nodes.append(found)
        self.waiting.append(found)
        break
else:
    if not filename in self.names:
        self.names.append(filename)",1
prjxray,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/prjxray/prjxray/fasm_disassembler.py,https://github.com/SymbiFlow/prjxray/tree/master/prjxray/fasm_disassembler.py,FasmDisassembler,find_features_in_bitstream$97,"def find_features_in_bitstream(self, bitdata, verbose=False):
        solved_bitdata = {}
        frames = set(bitdata.keys())
        tiles_checked = set()

        emitted_features = set()

        while len(frames) > 0:
            frame = frames.pop()

            # Skip frames that were emptied in a previous iteration.
            if not bitdata[frame]:
                continue

            # Iterate over all tiles that use this frame.
            for bits_info in self.segment_map.segment_info_for_frame(frame):
                # Don't examine a tile twice
                if (bits_info.tile, bits_info.block_type) in tiles_checked:
                    continue

                # Check if this frame has any data for the relevant tile.
                any_column = False
                for word_idx in range(bits_info.bits.words):
                    if word_idx + bits_info.bits.offset in bitdata[frame][0]:
                        any_column = True
                        break

                if not any_column:
                    continue

                tiles_checked.add((bits_info.tile, bits_info.block_type))

                for fasm_line in self.find_features_in_tile(
                        bits_info.tile, bits_info.block_type, bits_info.bits,
                        solved_bitdata, bitdata, verbose=verbose):
                    if fasm_line not in emitted_features:
                        emitted_features.add(fasm_line)
                        yield fasm_line

            remaining_bits = bitdata[frame][1]
            if frame in solved_bitdata:
                remaining_bits -= solved_bitdata[frame]

            if len(remaining_bits) > 0 and verbose:
                # Some bits were not decoded, add warning and annotations to
                # FASM.
                yield fasm.FasmLine(
                    set_feature=None,
                    annotations=None,
                    comment="" In frame 0x{:08x} {} bits were not converted."".
                    format(
                        frame,
                        len(remaining_bits),
                    ))

                for bit in sorted(remaining_bits):
                    frame_offset = frame % bitstream.FRAME_ALIGNMENT
                    aligned_frame = frame - frame_offset
                    wordidx = bit // bitstream.WORD_SIZE_BITS
                    bitidx = bit % bitstream.WORD_SIZE_BITS

                    annotations = []
                    annotations.append(
                        fasm.Annotation(
                            'unknown_bit', '{:08x}_{}_{}'.format(
                                frame, wordidx, bitidx)))
                    annotations.append(
                        fasm.Annotation(
                            'unknown_segment',
                            '0x{:08x}'.format(aligned_frame)))
                    annotations.append(
                        fasm.Annotation(
                            'unknown_segbit', '{:02d}_{:02d}'.format(
                                frame_offset, bit)))
                    yield fasm.FasmLine(
                        set_feature=None,
                        annotations=tuple(annotations),
                        comment=None,
                    )","for word_idx in range(bits_info.bits.words):
    if word_idx + bits_info.bits.offset in bitdata[frame][0]:
        any_column = True
        break
if not any_column:
    continue","for word_idx in range(bits_info.bits.words):
    if word_idx + bits_info.bits.offset in bitdata[frame][0]:
        break
else:
    continue","for word_idx in range(bits_info.bits.words):
    if word_idx + bits_info.bits.offset in bitdata[frame][0]:
        break
else:
    continue",1
toot,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/toot/toot/tui/utils.py,https://github.com/ihabunek/toot/tree/master/toot/tui/utils.py,,show_media$55,"def show_media(paths):
    """"""
    Attempt to open an image viewer to show given media files.

    FIXME: This is not very thought out, but works for me.
    Once settings are implemented, add an option for the user to configure their
    prefered media viewer.
    """"""
    viewer = None
    potential_viewers = [
        ""feh"",
        ""eog"",
        ""display""
    ]
    for v in potential_viewers:
        viewer = shutil.which(v)
        if viewer:
            break

    if not viewer:
        raise Exception(""Cannot find an image viewer"")

    subprocess.run([viewer] + paths)","for v in potential_viewers:
    viewer = shutil.which(v)
    if viewer:
        break
if not viewer:
    raise Exception('Cannot find an image viewer')","for v in potential_viewers:
    viewer = shutil.which(v)
    if viewer:
        break
else:
    raise Exception('Cannot find an image viewer')","for v in potential_viewers:
    viewer = shutil.which(v)
    if viewer:
        break
else:
    raise Exception('Cannot find an image viewer')",1
