repo_name,file_path,file_html,class_name,me_name,me_code,old_code,chatGPT_code,element_str,slice_str,truth_code
gsutil,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/gsutil/gslib/wildcard_iterator.py,https://github.com/GoogleCloudPlatform/gsutil/tree/master/gslib/wildcard_iterator.py,CloudWildcardIterator,_GetToListFields$445,"def _GetToListFields(self, get_fields=None):
    """"""Prepends 'items/' to the input fields and converts it to a set.

    This way field sets requested for GetBucket can be used in ListBucket calls.
    Note that the input set must contain only bucket or object fields; listing
    fields such as prefixes or nextPageToken should be added after calling
    this function.

    Args:
      get_fields: Iterable fields usable in GetBucket/GetObject calls.

    Returns:
      Set of fields usable in ListBuckets/ListObjects calls.
    """"""
    if get_fields:
        list_fields = set()
        for field in get_fields:
            list_fields.add('items/' + field)
        return list_fields","for field in get_fields:
    list_fields.add('items/' + field)",list_fields = {'items/' + field for field in get_fields},"[""list_fields = {'items/' + field for field in get_fields}""]",1
node-gyp,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/node-gyp/gyp/pylib/gyp/generator/cmake.py,https://github.com/nodejs/node-gyp/tree/master/gyp/pylib/gyp/generator/cmake.py,,GenerateOutputForConfig$1143,"def GenerateOutputForConfig(target_list, target_dicts, data, params, config_to_use):
    options = params['options']
    generator_flags = params['generator_flags']
    flavor = gyp.common.GetFlavor(params)
    generator_dir = os.path.relpath(options.generator_output or '.')
    output_dir = generator_flags.get('output_dir', 'out')
    build_dir = os.path.normpath(os.path.join(generator_dir, output_dir, config_to_use))
    toplevel_build = os.path.join(options.toplevel_dir, build_dir)
    output_file = os.path.join(toplevel_build, 'CMakeLists.txt')
    gyp.common.EnsureDirExists(output_file)
    output = open(output_file, 'w')
    output.write('cmake_minimum_required(VERSION 2.8.8 FATAL_ERROR)\n')
    output.write('cmake_policy(VERSION 2.8.8)\n')
    (gyp_file, project_target, _) = gyp.common.ParseQualifiedTarget(target_list[-1])
    output.write('project(')
    output.write(project_target)
    output.write(')\n')
    SetVariable(output, 'configuration', config_to_use)
    ar = None
    cc = None
    cxx = None
    make_global_settings = data[gyp_file].get('make_global_settings', [])
    build_to_top = gyp.common.InvertRelativePath(build_dir, options.toplevel_dir)
    for (key, value) in make_global_settings:
        if key == 'AR':
            ar = os.path.join(build_to_top, value)
        if key == 'CC':
            cc = os.path.join(build_to_top, value)
        if key == 'CXX':
            cxx = os.path.join(build_to_top, value)
    ar = gyp.common.GetEnvironFallback(['AR_target', 'AR'], ar)
    cc = gyp.common.GetEnvironFallback(['CC_target', 'CC'], cc)
    cxx = gyp.common.GetEnvironFallback(['CXX_target', 'CXX'], cxx)
    if ar:
        SetVariable(output, 'CMAKE_AR', ar)
    if cc:
        SetVariable(output, 'CMAKE_C_COMPILER', cc)
    if cxx:
        SetVariable(output, 'CMAKE_CXX_COMPILER', cxx)
    output.write('enable_language(ASM)\n')
    if cc:
        SetVariable(output, 'CMAKE_ASM_COMPILER', cc)
    SetVariable(output, 'builddir', '${CMAKE_CURRENT_BINARY_DIR}')
    SetVariable(output, 'obj', '${builddir}/obj')
    output.write('\n')
    output.write('set(CMAKE_C_OUTPUT_EXTENSION_REPLACE 1)\n')
    output.write('set(CMAKE_CXX_OUTPUT_EXTENSION_REPLACE 1)\n')
    output.write('\n')
    if flavor != 'mac':
        output.write('set(CMAKE_NINJA_FORCE_RESPONSE_FILE 1)\n')
    output.write('\n')
    namer = CMakeNamer(target_list)
    all_qualified_targets = set()
    for build_file in params['build_files']:
        for qualified_target in gyp.common.AllTargets(target_list, target_dicts, os.path.normpath(build_file)):
            all_qualified_targets.add(qualified_target)
    for qualified_target in target_list:
        if flavor == 'mac':
            (gyp_file, _, _) = gyp.common.ParseQualifiedTarget(qualified_target)
            spec = target_dicts[qualified_target]
            gyp.xcode_emulation.MergeGlobalXcodeSettingsToSpec(data[gyp_file], spec)
        WriteTarget(namer, qualified_target, target_dicts, build_dir, config_to_use, options, generator_flags, all_qualified_targets, flavor, output)
    output.close()","for build_file in params['build_files']:
    for qualified_target in gyp.common.AllTargets(target_list, target_dicts, os.path.normpath(build_file)):
        all_qualified_targets.add(qualified_target)","all_qualified_targets = {qualified_target for build_file in params['build_files'] for qualified_target in gyp.common.AllTargets(target_list, target_dicts, os.path.normpath(build_file))}","[""all_qualified_targets = {qualified_target for build_file in params['build_files'] for qualified_target in gyp.common.AllTargets(target_list, target_dicts, os.path.normpath(build_file))}""]",1
opt_einsum,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/opt_einsum/versioneer.py,https://github.com/dgasmith/opt_einsum/tree/master//versioneer.py,,do_setup$1697,"def do_setup():
    """"""Main VCS-independent setup function for installing Versioneer.""""""
    root = get_root()
    try:
        cfg = get_config_from_root(root)
    except (EnvironmentError, configparser.NoSectionError, configparser.NoOptionError) as e:
        if isinstance(e, (EnvironmentError, configparser.NoSectionError)):
            print('Adding sample versioneer config to setup.cfg', file=sys.stderr)
            with open(os.path.join(root, 'setup.cfg'), 'a') as f:
                f.write(SAMPLE_CONFIG)
        print(CONFIG_ERROR, file=sys.stderr)
        return 1
    print(' creating %s' % cfg.versionfile_source)
    with open(cfg.versionfile_source, 'w') as f:
        LONG = LONG_VERSION_PY[cfg.VCS]
        f.write(LONG % {'DOLLAR': '$', 'STYLE': cfg.style, 'TAG_PREFIX': cfg.tag_prefix, 'PARENTDIR_PREFIX': cfg.parentdir_prefix, 'VERSIONFILE_SOURCE': cfg.versionfile_source})
    ipy = os.path.join(os.path.dirname(cfg.versionfile_source), '__init__.py')
    if os.path.exists(ipy):
        try:
            with open(ipy, 'r') as f:
                old = f.read()
        except EnvironmentError:
            old = ''
        if INIT_PY_SNIPPET not in old:
            print(' appending to %s' % ipy)
            with open(ipy, 'a') as f:
                f.write(INIT_PY_SNIPPET)
        else:
            print(' %s unmodified' % ipy)
    else:
        print("" %s doesn't exist, ok"" % ipy)
        ipy = None
    manifest_in = os.path.join(root, 'MANIFEST.in')
    simple_includes = set()
    try:
        with open(manifest_in, 'r') as f:
            for line in f:
                if line.startswith('include '):
                    for include in line.split()[1:]:
                        simple_includes.add(include)
    except EnvironmentError:
        pass
    if 'versioneer.py' not in simple_includes:
        print("" appending 'versioneer.py' to MANIFEST.in"")
        with open(manifest_in, 'a') as f:
            f.write('include versioneer.py\n')
    else:
        print("" 'versioneer.py' already in MANIFEST.in"")
    if cfg.versionfile_source not in simple_includes:
        print("" appending versionfile_source ('%s') to MANIFEST.in"" % cfg.versionfile_source)
        with open(manifest_in, 'a') as f:
            f.write('include %s\n' % cfg.versionfile_source)
    else:
        print(' versionfile_source already in MANIFEST.in')
    do_vcs_install(manifest_in, cfg.versionfile_source, ipy)
    return 0","for line in f:
    if line.startswith('include '):
        for include in line.split()[1:]:
            simple_includes.add(include)",simple_includes = {include for line in f for include in line.split()[1:] if line.startswith('include ')},"[""simple_includes = {include for line in f if line.startswith('include ') for include in line.split()[1:]}""]",0
numpy,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/numpy/numpy/distutils/ccompiler_opt.py,https://github.com/numpy/numpy/tree/master/numpy/distutils/ccompiler_opt.py,_Feature,feature_names$1261,"def feature_names(self, names=None, force_flags=None, macros=[]):
    """"""
        Returns a set of CPU feature names that supported by platform and the **C** compiler.

        Parameters
        ----------
        names : sequence or None, optional
            Specify certain CPU features to test it against the **C** compiler.
            if None(default), it will test all current supported features.
            **Note**: feature names must be in upper-case.

        force_flags : list or None, optional
            If None(default), default compiler flags for every CPU feature will
            be used during the test.

        macros : list of tuples, optional
            A list of C macro definitions.
        """"""
    assert names is None or (not isinstance(names, str) and hasattr(names, '__iter__'))
    assert force_flags is None or isinstance(force_flags, list)
    if names is None:
        names = self.feature_supported.keys()
    supported_names = set()
    for f in names:
        if self.feature_is_supported(f, force_flags=force_flags, macros=macros):
            supported_names.add(f)
    return supported_names","for f in names:
    if self.feature_is_supported(f, force_flags=force_flags, macros=macros):
        supported_names.add(f)","supported_names = {f for f in names if self.feature_is_supported(f, force_flags=force_flags, macros=macros)}","['supported_names = {f for f in names if self.feature_is_supported(f, force_flags=force_flags, macros=macros)}']",1
viztracer,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/viztracer/tests/test_multiprocess.py,https://github.com/gaogaotiantian/viztracer/tree/master/tests/test_multiprocess.py,TestSubprocess,check_func$256,"def check_func(data):
    pids = set()
    for entry in data['traceEvents']:
        pids.add(entry['pid'])
    self.assertEqual(len(pids), 3)","for entry in data['traceEvents']:
    pids.add(entry['pid'])",pids = {entry['pid'] for entry in data['traceEvents']},"[""pids = {entry['pid'] for entry in data['traceEvents']}""]",1
integrations-core,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/integrations-core/couch/tests/test_couchv2.py,https://github.com/DataDog/integrations-core/tree/master/couch/tests/test_couchv2.py,,test_only_max_dbs_are_scanned$260,"def test_only_max_dbs_are_scanned(aggregator, gauges, number_db):
    config = deepcopy(common.NODE1)
    config['max_dbs_per_check'] = number_db
    check = CouchDb(common.CHECK_NAME, {}, [config])
    check.check(config)
    metrics = []
    for metric_list in aggregator._metrics.values():
        metrics.extend(metric_list)
    db_tags = set()
    for m in metrics:
        for tag in m.tags:
            if tag.startswith('db:'):
                db_tags.add(tag)
    assert len(db_tags) == number_db","for m in metrics:
    for tag in m.tags:
        if tag.startswith('db:'):
            db_tags.add(tag)",db_tags = {tag for m in metrics for tag in m.tags if tag.startswith('db:')},"[""db_tags = {tag for m in metrics for tag in m.tags if tag.startswith('db:')}""]",1
text_renderer,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/text_renderer/libs/font_utils.py,https://github.com/Sanster/text_renderer/tree/master/libs/font_utils.py,,check_font_chars$62,"def check_font_chars(ttf, charset):
    """"""
    Get font supported chars and unsupported chars
    :param ttf: TTFont ojbect
    :param charset: chars
    :return: unsupported_chars, supported_chars
    """"""
    chars_int = set()
    for table in ttf['cmap'].tables:
        for (k, v) in table.cmap.items():
            chars_int.add(k)
    unsupported_chars = []
    supported_chars = []
    for c in charset:
        if ord(c) not in chars_int:
            unsupported_chars.append(c)
        else:
            supported_chars.append(c)
    ttf.close()
    return (unsupported_chars, supported_chars)","for table in ttf['cmap'].tables:
    for (k, v) in table.cmap.items():
        chars_int.add(k)","chars_int = {k for table in ttf['cmap'].tables for (k, v) in table.cmap.items()}","[""chars_int = {k for table in ttf['cmap'].tables for (k, v) in table.cmap.items()}""]",1
Mobile-Security-Framework-MobSF,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/Mobile-Security-Framework-MobSF/mobsf/MobSF/utils.py,https://github.com/MobSF/Mobile-Security-Framework-MobSF/tree/master/mobsf/MobSF/utils.py,,find_process_by$315,"def find_process_by(name):
    """"""Return a set of process path matching name.""""""
    proc = set()
    for p in psutil.process_iter(attrs=['name']):
        if name == p.info['name']:
            proc.add(p.exe())
    return proc","for p in psutil.process_iter(attrs=['name']):
    if name == p.info['name']:
        proc.add(p.exe())",proc = {p.exe() for p in psutil.process_iter(attrs=['name']) if name == p.info['name']},"[""proc = {p.exe() for p in psutil.process_iter(attrs=['name']) if name == p.info['name']}""]",1
saleor,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/saleor/saleor/graphql/attribute/utils.py,https://github.com/saleor/saleor/tree/master/saleor/graphql/attribute/utils.py,AttributeAssignmentMixin,_resolve_attribute_nodes$99,"def _resolve_attribute_nodes(cls, qs: 'QuerySet', error_class, *, global_ids: List[str], pks: Iterable[int]):
    """"""Retrieve attributes nodes from given global IDs.""""""
    qs = qs.filter(pk__in=pks)
    nodes: List[attribute_models.Attribute] = list(qs)
    if not nodes:
        raise ValidationError(f'Could not resolve to a node: ids={global_ids}.', code=error_class.NOT_FOUND.value)
    nodes_pk_list = set()
    for node in nodes:
        nodes_pk_list.add(node.pk)
    for (pk, global_id) in zip(pks, global_ids):
        if pk not in nodes_pk_list:
            raise ValidationError(f'Could not resolve {global_id!r} to Attribute', code=error_class.NOT_FOUND.value)
    return nodes","for node in nodes:
    nodes_pk_list.add(node.pk)",nodes_pk_list = {node.pk for node in nodes},['nodes_pk_list = {node.pk for node in nodes}'],1
LangSrcCurise,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/LangSrcCurise/core/Subdomain_Api.py,https://github.com/LangziFun/LangSrcCurise/tree/master/core/Subdomain_Api.py,,Sec_Api$191,"def Sec_Api(domain):
    result = set()
    try:
        url = 'https://api.securitytrails.com/v1/domain/{}/subdomains'.format(domain)
        querystring = {'apikey': seckey}
        response = requests.request('GET', url, params=querystring)
        rest = response.json()
        subdomains = rest['subdomains']
        for s in subdomains:
            result.add(s + '.' + domain)
    except:
        pass
    print('[+ SecurityTrails API] SecTra接口 : {} 捕获子域名总数 : {}'.format(domain, len(result)))
    return list(result)","for s in subdomains:
    result.add(s + '.' + domain)",result = {s + '.' + domain for s in subdomains},"[""result = {s + '.' + domain for s in subdomains}""]",1
textflint,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/textflint/textflint/generation/transformation/ABSA/absa_transformation.py,https://github.com/textflint/textflint/tree/master/textflint/generation/transformation/ABSA/absa_transformation.py,ABSATransformation,reverse_opinion$307,"def reverse_opinion(self, trans_words, trans_opinion_words, opinion_from, opinion_to, has_neg):
    """"""
        Reverse the polarity of original opinion and return the new
        transformed opinion words.

        :param list trans_words: tokenized words of transformed sentence
        :param list trans_opinion_words: transformed opinion words
        :param int opinion_from: start index of opinion
        :param int opinion_to: end index of opinion
        :param bool has_neg: whether exist negation in transformed sentence
        """"""
    opinion_list = trans_words[opinion_from:opinion_to]
    opinion_words = trans_words[opinion_from:opinion_to]
    opi = opinion_list[0]
    trans_opinion_word = None
    from_to = []
    if has_neg and [opinion_from, opinion_to] not in from_to:
        trans_opinion_word = [opinion_from, opinion_to, self.untokenize(opinion_words)]
    elif [opinion_from, opinion_to] not in from_to:
        opi_pos = self.get_postag(trans_words, opinion_from, opinion_to)
        antonyms = self.get_antonyms(opi_pos)[0]
        candidate = set()
        for antonym in antonyms:
            for ant_word in antonym.lemma_names(lang='eng'):
                if ant_word != opi and '_' not in ant_word:
                    candidate.add(ant_word)
        refined_candidate = self.refine_candidate(trans_words, opinion_from, opinion_to, candidate)
        if len(refined_candidate) == 0:
            trans_opinion_word = [opinion_from, opinion_to, self.untokenize(['not', opi])]
        else:
            select = random.randint(0, len(refined_candidate) - 1)
            trans_opinion_word = [opinion_from, opinion_to, self.untokenize([refined_candidate[select]])]
    if trans_opinion_word is not None:
        trans_opinion_words.append(trans_opinion_word)
        from_to.append([opinion_from, opinion_to])
        trans_words[opinion_from:opinion_to] = [trans_opinion_word[2]]
    return (trans_words, trans_opinion_words)","for antonym in antonyms:
    for ant_word in antonym.lemma_names(lang='eng'):
        if ant_word != opi and '_' not in ant_word:
            candidate.add(ant_word)",candidate = {ant_word for antonym in antonyms for ant_word in antonym.lemma_names(lang='eng') if ant_word != opi and '_' not in ant_word},"[""candidate = {ant_word for antonym in antonyms for ant_word in antonym.lemma_names(lang='eng') if ant_word != opi and '_' not in ant_word}""]",1
pywikibot,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/pywikibot/scripts/archivebot.py,https://github.com/wikimedia/pywikibot/tree/master/scripts/archivebot.py,PageArchiver,run$761,"def run(self) -> None:
    """"""Process a single DiscussionPage object.""""""
    if not self.page.botMayEdit():
        return
    whys = self.analyze_page()
    mintoarchive = int(self.get_attr('minthreadstoarchive', 2))
    if self.archived_threads < mintoarchive:
        pywikibot.output('Only {} (< {}) threads are old enough. Skipping'.format(self.archived_threads, mintoarchive))
        return
    if whys:
        rx = re.compile('\\{\\{%s\\s*?\\n.*?\\n\\}\\}' % template_title_regex(self.tpl).pattern, re.DOTALL)
        if not rx.search(self.page.header):
            raise MalformedConfigError(""Couldn't find the template in the header"")
        pywikibot.output('Archiving {} thread(s).'.format(self.archived_threads))
        for (title, archive) in sorted(self.archives.items()):
            count = archive.archived_threads
            if count == 0:
                continue
            self.comment_params['count'] = count
            comment = i18n.twtranslate(self.site.code, 'archivebot-archive-summary', self.comment_params)
            archive.update(comment)
        self.page.header = rx.sub(self.attr2text(), self.page.header)
        self.comment_params['count'] = self.archived_threads
        comma = self.site.mediawiki_message('comma-separator')
        self.comment_params['archives'] = comma.join((a.title(as_link=True) for a in self.archives.values() if a.archived_threads > 0))
        translated_whys = set()
        for (why, arg) in whys:
            if why == 'duration':
                translated_whys.add(i18n.twtranslate(self.site.code, 'archivebot-older-than', {'duration': arg, 'count': self.archived_threads}))
        self.comment_params['why'] = comma.join(translated_whys)
        comment = i18n.twtranslate(self.site.code, 'archivebot-page-summary', self.comment_params)
        self.page.update(comment)","for (why, arg) in whys:
    if why == 'duration':
        translated_whys.add(i18n.twtranslate(self.site.code, 'archivebot-older-than', {'duration': arg, 'count': self.archived_threads}))","translated_whys = {i18n.twtranslate(self.site.code, 'archivebot-older-than', {'duration': arg, 'count': self.archived_threads}) for (why, arg) in whys if why == 'duration'}","[""translated_whys = {i18n.twtranslate(self.site.code, 'archivebot-older-than', {'duration': arg, 'count': self.archived_threads}) for (why, arg) in whys if why == 'duration'}""]",1
networkx,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/networkx/networkx/algorithms/approximation/tests/test_treewidth.py,https://github.com/networkx/networkx/tree/master/networkx/algorithms/approximation/tests/test_treewidth.py,TestTreewidthMinFillIn,test_heuristic_abort$215,"def test_heuristic_abort(self):
    """"""Test if min_fill_in returns None for fully connected graph""""""
    graph = {}
    for u in self.complete:
        graph[u] = set()
        for v in self.complete[u]:
            if u != v:
                graph[u].add(v)
    next_node = min_fill_in_heuristic(graph)
    if next_node is None:
        pass
    else:
        assert False","for u in self.complete:
    graph[u] = set()
    for v in self.complete[u]:
        if u != v:
            graph[u].add(v)",graph = {u: {v for v in self.complete[u] if u != v} for u in self.complete},Cannot refactor,-1
rope,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/rope/rope/refactor/importutils/module_imports.py,https://github.com/python-rope/rope/tree/master/rope/refactor/importutils/module_imports.py,_GlobalUnboundNameFinder,__init__$428,"def __init__(self, pymodule, wanted_pyobject):
    super(_GlobalUnboundNameFinder, self).__init__(pymodule)
    self.unbound = set()
    self.names = set()
    for (name, pyname) in pymodule._get_structural_attributes().items():
        if not isinstance(pyname, (pynames.ImportedName, pynames.ImportedModule)):
            self.names.add(name)
    wanted_scope = wanted_pyobject.get_scope()
    self.start = wanted_scope.get_start()
    self.end = wanted_scope.get_end() + 1","for (name, pyname) in pymodule._get_structural_attributes().items():
    if not isinstance(pyname, (pynames.ImportedName, pynames.ImportedModule)):
        self.names.add(name)","entries = {name for (name, pyname) in pymodule._get_structural_attributes().items() if not isinstance(pyname, (pynames.ImportedName, pynames.ImportedModule))}","['self.names = {name for (name, pyname) in pymodule._get_structural_attributes().items() if not isinstance(pyname, (pynames.ImportedName, pynames.ImportedModule))}']",0
goatools,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/goatools/versioneer.py,https://github.com/tanghaibao/goatools/tree/master//versioneer.py,,do_setup$1697,"def do_setup():
    """"""Main VCS-independent setup function for installing Versioneer.""""""
    root = get_root()
    try:
        cfg = get_config_from_root(root)
    except (EnvironmentError, configparser.NoSectionError, configparser.NoOptionError) as e:
        if isinstance(e, (EnvironmentError, configparser.NoSectionError)):
            print('Adding sample versioneer config to setup.cfg', file=sys.stderr)
            with open(os.path.join(root, 'setup.cfg'), 'a') as f:
                f.write(SAMPLE_CONFIG)
        print(CONFIG_ERROR, file=sys.stderr)
        return 1
    print(' creating %s' % cfg.versionfile_source)
    with open(cfg.versionfile_source, 'w') as f:
        LONG = LONG_VERSION_PY[cfg.VCS]
        f.write(LONG % {'DOLLAR': '$', 'STYLE': cfg.style, 'TAG_PREFIX': cfg.tag_prefix, 'PARENTDIR_PREFIX': cfg.parentdir_prefix, 'VERSIONFILE_SOURCE': cfg.versionfile_source})
    ipy = os.path.join(os.path.dirname(cfg.versionfile_source), '__init__.py')
    if os.path.exists(ipy):
        try:
            with open(ipy, 'r') as f:
                old = f.read()
        except EnvironmentError:
            old = ''
        if INIT_PY_SNIPPET not in old:
            print(' appending to %s' % ipy)
            with open(ipy, 'a') as f:
                f.write(INIT_PY_SNIPPET)
        else:
            print(' %s unmodified' % ipy)
    else:
        print("" %s doesn't exist, ok"" % ipy)
        ipy = None
    manifest_in = os.path.join(root, 'MANIFEST.in')
    simple_includes = set()
    try:
        with open(manifest_in, 'r') as f:
            for line in f:
                if line.startswith('include '):
                    for include in line.split()[1:]:
                        simple_includes.add(include)
    except EnvironmentError:
        pass
    if 'versioneer.py' not in simple_includes:
        print("" appending 'versioneer.py' to MANIFEST.in"")
        with open(manifest_in, 'a') as f:
            f.write('include versioneer.py\n')
    else:
        print("" 'versioneer.py' already in MANIFEST.in"")
    if cfg.versionfile_source not in simple_includes:
        print("" appending versionfile_source ('%s') to MANIFEST.in"" % cfg.versionfile_source)
        with open(manifest_in, 'a') as f:
            f.write('include %s\n' % cfg.versionfile_source)
    else:
        print(' versionfile_source already in MANIFEST.in')
    do_vcs_install(manifest_in, cfg.versionfile_source, ipy)
    return 0","for line in f:
    if line.startswith('include '):
        for include in line.split()[1:]:
            simple_includes.add(include)",simple_includes = {include for line in f for include in line.split()[1:] if line.startswith('include ')},"[""simple_includes = {include for line in f if line.startswith('include ') for include in line.split()[1:]}""]",0
tuna,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/tuna/tuna/_runtime_profile.py,https://github.com/nschloe/tuna/tree/master/tuna/_runtime_profile.py,,read_runtime_profile$4,"def read_runtime_profile(prof_filename):
    stats = pstats.Stats(prof_filename)
    roots = set()
    for (key, value) in stats.stats.items():
        if not value[4] and value[3] > 1e-05:
            roots.add(key)
    default_roots = [('~', 0, '<built-in method builtins.exec>'), ('~', 0, '<built-in method exec>')]
    for default_root in default_roots:
        if default_root in stats.stats:
            roots.add(default_root)
    roots = list(roots)
    children = {key: [] for key in stats.stats.keys()}
    for (key, value) in stats.stats.items():
        (_, _, _, _, parents) = value
        for parent in parents:
            children[parent].append(key)

    def populate(key, parent, all_ancestors):
        if parent is None:
            parent_times = {}
            (_, _, selftime, cumtime, _) = stats.stats[key]
        else:
            (_, _, _, _, parent_times) = stats.stats[key]
            (_, _, selftime, cumtime) = parent_times[parent]
        name = '{}::{}::{}'.format(*key)
        if key in all_ancestors:
            return {}
        if len(parent_times) <= 1:
            c = [populate(child, key, all_ancestors + [key]) for child in children[key]]
            c.append({'text': [name + '::self', f'{selftime:.3} s'], 'color': 0, 'value': selftime})
            return {'text': [name], 'color': 0, 'children': c}
        if children[key]:
            c = [{'text': ['Possible calls of', ', '.join(('{}::{}::{}'.format(*child) for child in children[key]))], 'color': 3, 'value': cumtime}]
            return {'text': [name], 'color': 0, 'children': c}
        return {'text': [name, f'{selftime:.3f}'], 'color': 0, 'value': selftime}
    if len(roots) == 1:
        data = populate(roots[0], None, [])
    else:
        assert len(roots) > 1
        data = {'text': ['root'], 'color': 0, 'children': [populate(root, None, []) for root in roots]}
    return data","for default_root in default_roots:
    if default_root in stats.stats:
        roots.add(default_root)",roots = {default_root for default_root in default_roots if default_root in stats.stats},Cannot refactor,-1
taurus,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/taurus/bzt/modules/blazemeter/blazemeter_reporter.py,https://github.com/Blazemeter/taurus/tree/master/bzt/modules/blazemeter/blazemeter_reporter.py,BlazeMeterUploader,__get_jtls_and_more$177,"def __get_jtls_and_more(self):
    """"""
        Compress all files in artifacts dir to single zipfile
        :rtype: (io.BytesIO,dict)
        """"""
    mfile = BytesIO()
    listing = {}
    logs = set()
    for handler in self.engine.log.parent.handlers:
        if isinstance(handler, logging.FileHandler):
            logs.add(handler.baseFilename)
    max_file_size = self.settings.get('artifact-upload-size-limit', 10) * 1024 * 1024
    with zipfile.ZipFile(mfile, mode='w', compression=zipfile.ZIP_DEFLATED, allowZip64=True) as zfh:
        for (root, _, files) in os.walk(self.engine.artifacts_dir):
            for filename in files:
                full_path = os.path.join(root, filename)
                if full_path in logs:
                    logs.remove(full_path)
                fsize = os.path.getsize(full_path)
                if fsize <= max_file_size:
                    zfh.write(full_path, os.path.join(os.path.relpath(root, self.engine.artifacts_dir), filename))
                    listing[full_path] = fsize
                else:
                    msg = ""File %s exceeds maximum size quota of %s and won't be included into upload""
                    self.log.warning(msg, filename, max_file_size)
        for filename in logs:
            zfh.write(filename, os.path.basename(filename))
            listing[filename] = os.path.getsize(filename)
    return (mfile, listing)","for handler in self.engine.log.parent.handlers:
    if isinstance(handler, logging.FileHandler):
        logs.add(handler.baseFilename)","logs = {handler.baseFilename for handler in self.engine.log.parent.handlers if isinstance(handler, logging.FileHandler)}","['logs = {handler.baseFilename for handler in self.engine.log.parent.handlers if isinstance(handler, logging.FileHandler)}']",1
petastorm,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/petastorm/petastorm/tests/test_predicates.py,https://github.com/uber/petastorm/tree/master/petastorm/tests/test_predicates.py,,test_and_argegarion$86,"def test_and_argegarion(all_values):
    for values1 in [{'guid_0', 'guid_1'}, {'guid_3', 'guid_6', 'guid_20'}, {'guid_2'}]:
        for values2 in [{'guid_2', 'guid_1'}, {'guid_5', 'guid_9'}, {'guid_2'}]:
            test_predicate = in_reduce([in_set(values1, 'volume_guid'), in_set(values2, 'volume_guid')], all)
            included_values = set()
            for val in all_values:
                if test_predicate.do_include({'volume_guid': val}):
                    included_values.add(val)
            assert included_values == values1.intersection(values2)","for values1 in [{'guid_0', 'guid_1'}, {'guid_3', 'guid_6', 'guid_20'}, {'guid_2'}]:
    for values2 in [{'guid_2', 'guid_1'}, {'guid_5', 'guid_9'}, {'guid_2'}]:
        test_predicate = in_reduce([in_set(values1, 'volume_guid'), in_set(values2, 'volume_guid')], all)
        included_values = set()
        for val in all_values:
            if test_predicate.do_include({'volume_guid': val}):
                included_values.add(val)
        assert included_values == values1.intersection(values2)",```,Cannot refactor,-1
mindmeld,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/mindmeld/mindmeld/components/role_classifier.py,https://github.com/cisco/mindmeld/tree/master/mindmeld/components/role_classifier.py,RoleClassifier,fit$79,"def fit(self, queries=None, label_set=None, incremental_timestamp=None, load_cached=True, **kwargs):
    """"""Trains a statistical model for role classification using the provided training examples.

        Args:
            queries (list of ProcessedQuery): The labeled queries to use as training data
            label_set (list, optional): A label set to load. If not specified, the default
                training set will be loaded.
            incremental_timestamp (str, optional): The timestamp folder to cache models in
        """"""
    logger.info('Fitting role classifier: domain=%r, intent=%r, entity_type=%r', self.domain, self.intent, self.entity_type)
    model_config = self._get_model_config(**kwargs)
    label_set = label_set or model_config.train_label_set or DEFAULT_TRAIN_SET_REGEX
    queries = self._resolve_queries(queries, label_set)
    new_hash = self._get_model_hash(model_config, queries)
    cached_model_path = self._resource_loader.hash_to_model_path.get(new_hash)
    if incremental_timestamp and cached_model_path:
        logger.info('No need to fit. Previous model is cached.')
        if load_cached:
            self.load(cached_model_path)
            return True
        return False
    (examples, labels) = self._get_examples_and_labels(queries)
    if examples:
        self.roles = set()
        for label in labels:
            self.roles.add(label)
        model = create_model(model_config)
        model.initialize_resources(self._resource_loader, examples, labels)
        model.fit(examples, labels)
        self._model = model
        self.config = ClassifierConfig.from_model_config(self._model.config)
    self.hash = new_hash
    self.ready = True
    self.dirty = True
    return True","for label in labels:
    self.roles.add(label)",roles = {label for label in labels},['self.roles = {label for label in labels}'],0
