repo_name,file_html,class_name,me_name,me_code,old_code,new_code
aws-data-wrangler,https://github.com/awslabs/aws-data-wrangler/tree/master/awswrangler/quicksight/_create.py,,create_athena_dataset$198,"def create_athena_dataset(
    name: str,
    database: Optional[str] = None,
    table: Optional[str] = None,
    sql: Optional[str] = None,
    sql_name: str = ""CustomSQL"",
    data_source_name: Optional[str] = None,
    data_source_arn: Optional[str] = None,
    import_mode: str = ""DIRECT_QUERY"",
    allowed_to_use: Optional[List[str]] = None,
    allowed_to_manage: Optional[List[str]] = None,
    logical_table_alias: str = ""LogicalTable"",
    rename_columns: Optional[Dict[str, str]] = None,
    cast_columns_types: Optional[Dict[str, str]] = None,
    tag_columns: Optional[Dict[str, List[Dict[str, Any]]]] = None,
    tags: Optional[Dict[str, str]] = None,
    account_id: Optional[str] = None,
    boto3_session: Optional[boto3.Session] = None,
    namespace: str = ""default"",
) -> str:
    """"""Create a QuickSight dataset.

    Note
    ----
    You will not be able to see the the dataset in the console
    if you not pass your username to one of the ``allowed_*`` arguments.

    Note
    ----
    You must pass ``database``/``table`` OR ``sql`` argument.

    Note
    ----
    You must pass ``data_source_name`` OR ``data_source_arn`` argument.

    Parameters
    ----------
    name : str
        Dataset name.
    database : str
        Athena's database name.
    table : str
        Athena's table name.
    sql : str
        Use a SQL query to define your table.
    sql_name : str
        Query name.
    data_source_name : str, optional
        QuickSight data source name.
    data_source_arn : str, optional
        QuickSight data source ARN.
    import_mode : str
        Indicates whether you want to import the data into SPICE.
        'SPICE'|'DIRECT_QUERY'
    tags : Dict[str, str], optional
        Key/Value collection to put on the Cluster.
        e.g. {""foo"": ""boo"", ""bar"": ""xoo""}
    allowed_to_use : optional
        List of usernames that will be allowed to see and use the data source.
        e.g. [""john"", ""Mary""]
    allowed_to_manage : optional
        List of usernames that will be allowed to see, use, update and delete the data source.
        e.g. [""Mary""]
    logical_table_alias : str
        A display name for the logical table.
    rename_columns : Dict[str, str], optional
        Dictionary to map column renames. e.g. {""old_name"": ""new_name"", ""old_name2"": ""new_name2""}
    cast_columns_types : Dict[str, str], optional
        Dictionary to map column casts. e.g. {""col_name"": ""STRING"", ""col_name2"": ""DECIMAL""}
        Valid types: 'STRING'|'INTEGER'|'DECIMAL'|'DATETIME'
    tag_columns : Dict[str, List[Dict[str, Any]]], optional
        Dictionary to map column tags.
        e.g. {""col_name"": [{ ""ColumnGeographicRole"": ""CITY"" }],
              ""col_name2"": [{ ""ColumnDescription"": { ""Text"": ""description"" }}]}
        Valid geospatial roles: 'COUNTRY'|'STATE'|'COUNTY'|'CITY'|'POSTCODE'|'LONGITUDE'|'LATITUDE'
    account_id : str, optional
        If None, the account ID will be inferred from your boto3 session.
    boto3_session : boto3.Session(), optional
        Boto3 Session. The default boto3 session will be used if boto3_session receive None.
    namespace : str
        The namespace. Currently, you should set this to default.

    Returns
    -------
    str
        Dataset ID.

    Examples
    --------
    >>> import awswrangler as wr
    >>> dataset_id = wr.quicksight.create_athena_dataset(
    ...     name=""..."",
    ...     database=""...""
    ...     table=""...""
    ...     data_source_name=""...""
    ...     allowed_to_manage=[""Mary""]
    ... )
    """"""
    if (data_source_name is None) and (data_source_arn is None):
        raise exceptions.InvalidArgument(""You must pass a not None data_source_name or data_source_arn argument."")
    if ((database is None) and (table is None)) and (sql is None):
        raise exceptions.InvalidArgument(""You must pass database/table OR sql argument."")
    if (database is not None) and (sql is not None):
        raise exceptions.InvalidArgument(
            ""If you provide sql argument, please include the database name inside the sql statement.""
            ""Do NOT pass in with database argument.""
        )
    session: boto3.Session = _utils.ensure_session(session=boto3_session)
    client: boto3.client = _utils.client(service_name=""quicksight"", session=session)
    if account_id is None:
        account_id = sts.get_account_id(boto3_session=session)
    if (data_source_arn is None) and (data_source_name is not None):
        data_source_arn = get_data_source_arn(name=data_source_name, account_id=account_id, boto3_session=session)
    if sql is not None:
        physical_table: Dict[str, Dict[str, Any]] = {
            ""CustomSql"": {
                ""DataSourceArn"": data_source_arn,
                ""Name"": sql_name,
                ""SqlQuery"": sql,
                ""Columns"": extract_athena_query_columns(
                    sql=sql,
                    data_source_arn=data_source_arn,  # type: ignore
                    account_id=account_id,
                    boto3_session=session,
                ),
            }
        }
    else:
        physical_table = {
            ""RelationalTable"": {
                ""DataSourceArn"": data_source_arn,
                ""Schema"": database,
                ""Name"": table,
                ""InputColumns"": extract_athena_table_columns(
                    database=database,  # type: ignore
                    table=table,  # type: ignore
                    boto3_session=session,
                ),
            }
        }
    table_uuid: str = uuid.uuid4().hex
    dataset_id: str = uuid.uuid4().hex
    args: Dict[str, Any] = {
        ""AwsAccountId"": account_id,
        ""DataSetId"": dataset_id,
        ""Name"": name,
        ""ImportMode"": import_mode,
        ""PhysicalTableMap"": {table_uuid: physical_table},
        ""LogicalTableMap"": {table_uuid: {""Alias"": logical_table_alias, ""Source"": {""PhysicalTableId"": table_uuid}}},
    }
    trans: List[Dict[str, Dict[str, Any]]] = _generate_transformations(
        rename_columns=rename_columns, cast_columns_types=cast_columns_types, tag_columns=tag_columns
    )
    if trans:
        args[""LogicalTableMap""][table_uuid][""DataTransforms""] = trans
    permissions: List[Dict[str, Union[str, List[str]]]] = _generate_permissions(
        resource=""dataset"",
        account_id=account_id,
        boto3_session=session,
        allowed_to_use=allowed_to_use,
        allowed_to_manage=allowed_to_manage,
        namespace=namespace,
    )
    if permissions:
        args[""Permissions""] = permissions
    if tags is not None:
        _tags: List[Dict[str, str]] = [{""Key"": k, ""Value"": v} for k, v in tags.items()]
        args[""Tags""] = _tags
    client.create_data_set(**args)
    return dataset_id",data_source_arn is None and data_source_name is not None,data_source_arn is None is not data_source_name
aws-data-wrangler,https://github.com/awslabs/aws-data-wrangler/tree/master/awswrangler/quicksight/_create.py,,create_athena_dataset$198,"def create_athena_dataset(
    name: str,
    database: Optional[str] = None,
    table: Optional[str] = None,
    sql: Optional[str] = None,
    sql_name: str = ""CustomSQL"",
    data_source_name: Optional[str] = None,
    data_source_arn: Optional[str] = None,
    import_mode: str = ""DIRECT_QUERY"",
    allowed_to_use: Optional[List[str]] = None,
    allowed_to_manage: Optional[List[str]] = None,
    logical_table_alias: str = ""LogicalTable"",
    rename_columns: Optional[Dict[str, str]] = None,
    cast_columns_types: Optional[Dict[str, str]] = None,
    tag_columns: Optional[Dict[str, List[Dict[str, Any]]]] = None,
    tags: Optional[Dict[str, str]] = None,
    account_id: Optional[str] = None,
    boto3_session: Optional[boto3.Session] = None,
    namespace: str = ""default"",
) -> str:
    """"""Create a QuickSight dataset.

    Note
    ----
    You will not be able to see the the dataset in the console
    if you not pass your username to one of the ``allowed_*`` arguments.

    Note
    ----
    You must pass ``database``/``table`` OR ``sql`` argument.

    Note
    ----
    You must pass ``data_source_name`` OR ``data_source_arn`` argument.

    Parameters
    ----------
    name : str
        Dataset name.
    database : str
        Athena's database name.
    table : str
        Athena's table name.
    sql : str
        Use a SQL query to define your table.
    sql_name : str
        Query name.
    data_source_name : str, optional
        QuickSight data source name.
    data_source_arn : str, optional
        QuickSight data source ARN.
    import_mode : str
        Indicates whether you want to import the data into SPICE.
        'SPICE'|'DIRECT_QUERY'
    tags : Dict[str, str], optional
        Key/Value collection to put on the Cluster.
        e.g. {""foo"": ""boo"", ""bar"": ""xoo""}
    allowed_to_use : optional
        List of usernames that will be allowed to see and use the data source.
        e.g. [""john"", ""Mary""]
    allowed_to_manage : optional
        List of usernames that will be allowed to see, use, update and delete the data source.
        e.g. [""Mary""]
    logical_table_alias : str
        A display name for the logical table.
    rename_columns : Dict[str, str], optional
        Dictionary to map column renames. e.g. {""old_name"": ""new_name"", ""old_name2"": ""new_name2""}
    cast_columns_types : Dict[str, str], optional
        Dictionary to map column casts. e.g. {""col_name"": ""STRING"", ""col_name2"": ""DECIMAL""}
        Valid types: 'STRING'|'INTEGER'|'DECIMAL'|'DATETIME'
    tag_columns : Dict[str, List[Dict[str, Any]]], optional
        Dictionary to map column tags.
        e.g. {""col_name"": [{ ""ColumnGeographicRole"": ""CITY"" }],
              ""col_name2"": [{ ""ColumnDescription"": { ""Text"": ""description"" }}]}
        Valid geospatial roles: 'COUNTRY'|'STATE'|'COUNTY'|'CITY'|'POSTCODE'|'LONGITUDE'|'LATITUDE'
    account_id : str, optional
        If None, the account ID will be inferred from your boto3 session.
    boto3_session : boto3.Session(), optional
        Boto3 Session. The default boto3 session will be used if boto3_session receive None.
    namespace : str
        The namespace. Currently, you should set this to default.

    Returns
    -------
    str
        Dataset ID.

    Examples
    --------
    >>> import awswrangler as wr
    >>> dataset_id = wr.quicksight.create_athena_dataset(
    ...     name=""..."",
    ...     database=""...""
    ...     table=""...""
    ...     data_source_name=""...""
    ...     allowed_to_manage=[""Mary""]
    ... )
    """"""
    if (data_source_name is None) and (data_source_arn is None):
        raise exceptions.InvalidArgument(""You must pass a not None data_source_name or data_source_arn argument."")
    if ((database is None) and (table is None)) and (sql is None):
        raise exceptions.InvalidArgument(""You must pass database/table OR sql argument."")
    if (database is not None) and (sql is not None):
        raise exceptions.InvalidArgument(
            ""If you provide sql argument, please include the database name inside the sql statement.""
            ""Do NOT pass in with database argument.""
        )
    session: boto3.Session = _utils.ensure_session(session=boto3_session)
    client: boto3.client = _utils.client(service_name=""quicksight"", session=session)
    if account_id is None:
        account_id = sts.get_account_id(boto3_session=session)
    if (data_source_arn is None) and (data_source_name is not None):
        data_source_arn = get_data_source_arn(name=data_source_name, account_id=account_id, boto3_session=session)
    if sql is not None:
        physical_table: Dict[str, Dict[str, Any]] = {
            ""CustomSql"": {
                ""DataSourceArn"": data_source_arn,
                ""Name"": sql_name,
                ""SqlQuery"": sql,
                ""Columns"": extract_athena_query_columns(
                    sql=sql,
                    data_source_arn=data_source_arn,  # type: ignore
                    account_id=account_id,
                    boto3_session=session,
                ),
            }
        }
    else:
        physical_table = {
            ""RelationalTable"": {
                ""DataSourceArn"": data_source_arn,
                ""Schema"": database,
                ""Name"": table,
                ""InputColumns"": extract_athena_table_columns(
                    database=database,  # type: ignore
                    table=table,  # type: ignore
                    boto3_session=session,
                ),
            }
        }
    table_uuid: str = uuid.uuid4().hex
    dataset_id: str = uuid.uuid4().hex
    args: Dict[str, Any] = {
        ""AwsAccountId"": account_id,
        ""DataSetId"": dataset_id,
        ""Name"": name,
        ""ImportMode"": import_mode,
        ""PhysicalTableMap"": {table_uuid: physical_table},
        ""LogicalTableMap"": {table_uuid: {""Alias"": logical_table_alias, ""Source"": {""PhysicalTableId"": table_uuid}}},
    }
    trans: List[Dict[str, Dict[str, Any]]] = _generate_transformations(
        rename_columns=rename_columns, cast_columns_types=cast_columns_types, tag_columns=tag_columns
    )
    if trans:
        args[""LogicalTableMap""][table_uuid][""DataTransforms""] = trans
    permissions: List[Dict[str, Union[str, List[str]]]] = _generate_permissions(
        resource=""dataset"",
        account_id=account_id,
        boto3_session=session,
        allowed_to_use=allowed_to_use,
        allowed_to_manage=allowed_to_manage,
        namespace=namespace,
    )
    if permissions:
        args[""Permissions""] = permissions
    if tags is not None:
        _tags: List[Dict[str, str]] = [{""Key"": k, ""Value"": v} for k, v in tags.items()]
        args[""Tags""] = _tags
    client.create_data_set(**args)
    return dataset_id",database is None and table is None,database is None is table
Paddle,https://github.com/PaddlePaddle/Paddle/tree/master/python/paddle/text/datasets/imikolov.py,Imikolov,_load_anno$147,"def _load_anno(self):
        self.data = []
        with tarfile.open(self.data_file) as tf:
            filename = './simple-examples/data/ptb.{}.txt'.format(self.mode)
            f = tf.extractfile(filename)

            UNK = self.word_idx['<unk>']
            for l in f:
                if self.data_type == 'NGRAM':
                    assert self.window_size > -1, 'Invalid gram length'
                    l = ['<s>'] + l.strip().split() + ['<e>']
                    if len(l) >= self.window_size:
                        l = [self.word_idx.get(w, UNK) for w in l]
                        for i in range(self.window_size, len(l) + 1):
                            self.data.append(tuple(l[i - self.window_size : i]))
                elif self.data_type == 'SEQ':
                    l = l.strip().split()
                    l = [self.word_idx.get(w, UNK) for w in l]
                    src_seq = [self.word_idx['<s>']] + l
                    trg_seq = l + [self.word_idx['<e>']]
                    if self.window_size > 0 and len(src_seq) > self.window_size:
                        continue
                    self.data.append((src_seq, trg_seq))
                else:
                    assert False, 'Unknow data type'",self.window_size > 0 and len(src_seq) > self.window_size,len(src_seq) > self.window_size > 0
pvlib-python,https://github.com/pvlib/pvlib-python/tree/master/pvlib/solarposition.py,,get_solarposition$34,"def get_solarposition(time, latitude, longitude,
                      altitude=None, pressure=None,
                      method='nrel_numpy',
                      temperature=12, **kwargs):
    """"""
    A convenience wrapper for the solar position calculators.

    Parameters
    ----------
    time : pandas.DatetimeIndex
        Must be localized or UTC will be assumed.

    latitude : float
        Latitude in decimal degrees. Positive north of equator, negative
        to south.

    longitude : float
        Longitude in decimal degrees. Positive east of prime meridian,
        negative to west.

    altitude : None or float, default None
        If None, computed from pressure. Assumed to be 0 m
        if pressure is also None.

    pressure : None or float, default None
        If None, computed from altitude. Assumed to be 101325 Pa
        if altitude is also None.

    method : string, default 'nrel_numpy'
        'nrel_numpy' uses an implementation of the NREL SPA algorithm
        described in [1] (default, recommended): :py:func:`spa_python`

        'nrel_numba' uses an implementation of the NREL SPA algorithm
        described in [1], but also compiles the code first:
        :py:func:`spa_python`

        'pyephem' uses the PyEphem package: :py:func:`pyephem`

        'ephemeris' uses the pvlib ephemeris code: :py:func:`ephemeris`

        'nrel_c' uses the NREL SPA C code [3]: :py:func:`spa_c`

    temperature : float, default 12
        Degrees C.

    kwargs
        Other keywords are passed to the solar position function
        specified by the ``method`` argument.

    References
    ----------
    .. [1] I. Reda and A. Andreas, Solar position algorithm for solar radiation
       applications. Solar Energy, vol. 76, no. 5, pp. 577-589, 2004.

    .. [2] I. Reda and A. Andreas, Corrigendum to Solar position algorithm for
       solar radiation applications. Solar Energy, vol. 81, no. 6, p. 838,
       2007.

    .. [3] NREL SPA code: http://rredc.nrel.gov/solar/codesandalgorithms/spa/
    """"""

    if altitude is None and pressure is None:
        altitude = 0.
        pressure = 101325.
    elif altitude is None:
        altitude = atmosphere.pres2alt(pressure)
    elif pressure is None:
        pressure = atmosphere.alt2pres(altitude)

    method = method.lower()
    if isinstance(time, dt.datetime):
        time = pd.DatetimeIndex([time, ])

    if method == 'nrel_c':
        ephem_df = spa_c(time, latitude, longitude, pressure, temperature,
                         **kwargs)
    elif method == 'nrel_numba':
        ephem_df = spa_python(time, latitude, longitude, altitude,
                              pressure, temperature,
                              how='numba', **kwargs)
    elif method == 'nrel_numpy':
        ephem_df = spa_python(time, latitude, longitude, altitude,
                              pressure, temperature,
                              how='numpy', **kwargs)
    elif method == 'pyephem':
        ephem_df = pyephem(time, latitude, longitude,
                           altitude=altitude,
                           pressure=pressure,
                           temperature=temperature, **kwargs)
    elif method == 'ephemeris':
        ephem_df = ephemeris(time, latitude, longitude, pressure, temperature,
                             **kwargs)
    else:
        raise ValueError('Invalid solar position method')

    return ephem_df",altitude is None and pressure is None,altitude is None is pressure
second.pytorch,https://github.com/traveller59/second.pytorch/tree/master/second/utils/check.py,,shape_mergeable$6,"def shape_mergeable(x, expected_shape):
    mergeable = True
    if is_array_like(x) and is_array_like(expected_shape):
        x = np.array(x)
        if len(x.shape) == len(expected_shape):
            for s, s_ex in zip(x.shape, expected_shape):
                if s_ex is not None and s != s_ex:
                    mergeable = False
                    break
    return mergeable",s_ex is not None and s != s_ex,None is not s_ex != s
vega,https://github.com/huawei-noah/vega/tree/master/vega/modules/arch/double_channels_arch.py,Conv2dDoubleChannelArchitecture,fit_weights$38,"def fit_weights(module, x):
        """"""Fit weight.""""""
        inputs = x[0] if isinstance(x, tuple) else x
        for name, weight in module.get_weights().items():
            if weight is None:
                continue
            in_channels_axis = 1 if is_torch_backend() else 2
            out_channels_axis = 0 if is_torch_backend() else 3
            if 'BatchNorm' in name:
                out_channels_diff = int(module.out_channels) - int(weight.shape[0])
                if out_channels_diff == 0:
                    continue
                padding = [0, out_channels_diff]
            else:
                groups = module.groups
                if groups == module.in_channels and module.out_channels < groups:
                    module.out_channels = groups
                in_channels_diff = int(inputs.shape[1]) - int(weight.shape[in_channels_axis] * module.groups)
                out_channels_diff = int(module.out_channels) - int(weight.shape[out_channels_axis])
                if in_channels_diff == 0 and out_channels_diff == 0:
                    continue
                padding = [0, 0, 0, 0, 0, 0, 0, 0]
                if groups == 1:
                    if in_channels_diff != 0:
                        padding[5] = in_channels_diff
                        module.in_channels += in_channels_diff
                else:
                    if in_channels_diff > 0:
                        in_channels_group_diff = int(in_channels_diff / groups)
                        padding[5] = in_channels_group_diff
                    elif in_channels_diff < 0:
                        module.groups = int(abs(in_channels_diff) / weight.shape[in_channels_axis])
                    module.in_channels += in_channels_diff
                if out_channels_diff != 0:
                    padding[-1] = out_channels_diff
            module.set_weights(name, ops.pad(weight, padding))
        return None",groups == module.in_channels and module.out_channels < groups,module.out_channels < groups == module.in_channels
vega,https://github.com/huawei-noah/vega/tree/master/vega/modules/arch/double_channels_arch.py,Conv2dDoubleChannelArchitecture,fit_weights$38,"def fit_weights(module, x):
        """"""Fit weight.""""""
        inputs = x[0] if isinstance(x, tuple) else x
        for name, weight in module.get_weights().items():
            if weight is None:
                continue
            in_channels_axis = 1 if is_torch_backend() else 2
            out_channels_axis = 0 if is_torch_backend() else 3
            if 'BatchNorm' in name:
                out_channels_diff = int(module.out_channels) - int(weight.shape[0])
                if out_channels_diff == 0:
                    continue
                padding = [0, out_channels_diff]
            else:
                groups = module.groups
                if groups == module.in_channels and module.out_channels < groups:
                    module.out_channels = groups
                in_channels_diff = int(inputs.shape[1]) - int(weight.shape[in_channels_axis] * module.groups)
                out_channels_diff = int(module.out_channels) - int(weight.shape[out_channels_axis])
                if in_channels_diff == 0 and out_channels_diff == 0:
                    continue
                padding = [0, 0, 0, 0, 0, 0, 0, 0]
                if groups == 1:
                    if in_channels_diff != 0:
                        padding[5] = in_channels_diff
                        module.in_channels += in_channels_diff
                else:
                    if in_channels_diff > 0:
                        in_channels_group_diff = int(in_channels_diff / groups)
                        padding[5] = in_channels_group_diff
                    elif in_channels_diff < 0:
                        module.groups = int(abs(in_channels_diff) / weight.shape[in_channels_axis])
                    module.in_channels += in_channels_diff
                if out_channels_diff != 0:
                    padding[-1] = out_channels_diff
            module.set_weights(name, ops.pad(weight, padding))
        return None",in_channels_diff == 0 and out_channels_diff == 0,in_channels_diff == 0 == out_channels_diff
borb,https://github.com/jorisschellekens/borb/tree/master/borb/pdf/canvas/layout/text/chunks_of_text.py,Span,__init__$34,"def __init__(
        self,
        chunks_of_text: typing.List[ChunkOfText] = [],
        vertical_alignment: Alignment = Alignment.TOP,
        horizontal_alignment: Alignment = Alignment.LEFT,
        border_top: bool = False,
        border_right: bool = False,
        border_bottom: bool = False,
        border_left: bool = False,
        border_color: Color = HexColor(""000000""),
        border_width: Decimal = Decimal(1),
        padding_top: Decimal = Decimal(0),
        padding_right: Decimal = Decimal(0),
        padding_bottom: Decimal = Decimal(0),
        padding_left: Decimal = Decimal(0),
        margin_top: typing.Optional[Decimal] = None,
        margin_right: typing.Optional[Decimal] = None,
        margin_bottom: typing.Optional[Decimal] = None,
        margin_left: typing.Optional[Decimal] = None,
        fixed_leading: typing.Optional[Decimal] = None,
        multiplied_leading: typing.Optional[Decimal] = None,
        background_color: typing.Optional[Color] = None,
        parent: typing.Optional[""LayoutElement""] = None,  # type: ignore [name-defined]
    ):

        # background color
        self._background_color: typing.Optional[Color] = background_color

        # borders
        self._border_color: Color = border_color
        self._border_width: Decimal = border_width
        self._border_top: bool = border_top
        self._border_right: bool = border_right
        self._border_bottom: bool = border_bottom
        self._border_left: bool = border_left

        # alignment
        self._horizontal_alignment = horizontal_alignment
        self._vertical_alignment = vertical_alignment

        # padding
        self._padding_top: Decimal = padding_top
        self._padding_right: Decimal = padding_right
        self._padding_bottom: Decimal = padding_bottom
        self._padding_left: Decimal = padding_left

        # margin
        self._margin_top: typing.Optional[Decimal] = margin_top
        self._margin_right: typing.Optional[Decimal] = margin_right
        self._margin_bottom: typing.Optional[Decimal] = margin_bottom
        self._margin_left: typing.Optional[Decimal] = margin_left

        # leading
        self._font_size: typing.Optional[Decimal] = None
        if fixed_leading is None and multiplied_leading is None:
            multiplied_leading = Decimal(1.2)
        self._fixed_leading: typing.Optional[Decimal] = fixed_leading
        self._multiplied_leading: typing.Optional[Decimal] = multiplied_leading

        # store chunks
        self._chunks_of_text: typing.List[ChunkOfText] = []
        for c in chunks_of_text:
            self.add(c)",fixed_leading is None and multiplied_leading is None,fixed_leading is None is multiplied_leading
IntelOwl,https://github.com/intelowlproject/IntelOwl/tree/master/api_app/analyzers_manager/observable_analyzers/honeydb.py,HoneyDB,set_params$18,"def set_params(self, params):
        self.analysis_type = params.get(""honeydb_analysis"", ""all"")
        self.endpoints = [
            ""scan_twitter"",
            ""ip_query"",
            ""ip_history"",
            ""internet_scanner"",
            ""ip_info"",
        ]
        if self.analysis_type not in self.endpoints and self.analysis_type != ""all"":
            raise AnalyzerConfigurationException(
                f""analysis_type is not valid: {self.analysis_type}""
            )

        # set secrets
        self.__api_key = self._secrets[""api_key_name""]
        self.__api_id = self._secrets[""api_id_name""]
        self.headers = {
            ""X-HoneyDb-ApiKey"": self.__api_key,
            ""X-HoneyDb-ApiId"": self.__api_id,
        }
        self.result = {}",self.analysis_type not in self.endpoints and self.analysis_type != 'all','all' != self.analysis_type not in self.endpoints
fastMRI,https://github.com/facebookresearch/fastMRI/tree/master/fastmri/data/transforms.py,,center_crop$138,"def center_crop(data: torch.Tensor, shape: Tuple[int, int]) -> torch.Tensor:
    """"""
    Apply a center crop to the input real image or batch of real images.

    Args:
        data: The input tensor to be center cropped. It should
            have at least 2 dimensions and the cropping is applied along the
            last two dimensions.
        shape: The output shape. The shape should be smaller
            than the corresponding dimensions of data.

    Returns:
        The center cropped image.
    """"""
    if not (0 < shape[0] <= data.shape[-2] and 0 < shape[1] <= data.shape[-1]):
        raise ValueError(""Invalid shapes."")

    w_from = (data.shape[-2] - shape[0]) // 2
    h_from = (data.shape[-1] - shape[1]) // 2
    w_to = w_from + shape[0]
    h_to = h_from + shape[1]

    return data[..., w_from:w_to, h_from:h_to]",0 < shape[0] <= data.shape[-2] and 0 < shape[1] <= data.shape[-1],data.shape[-2] >= shape[0] > 0 < shape[1] <= data.shape[-1]
angr,https://github.com/angr/angr/tree/master/angr/analyses/reaching_definitions/engine_ail.py,SimEngineRDAIL,_ail_handle_Return$243,"def _ail_handle_Return(self, stmt: ailment.Stmt.Return):  # pylint:disable=unused-argument

        codeloc = self._codeloc()
        size = self.project.arch.bits // 8

        cc = None
        if self.state.analysis.subject.type == SubjectType.Function:
            cc = self.state.analysis.subject.content.calling_convention
            # import ipdb; ipdb.set_trace()

        if cc is None:
            # fall back to the default calling convention
            cc_cls = DEFAULT_CC.get(self.project.arch.name, None)
            if cc_cls is None:
                l.warning(""Unknown default calling convention for architecture %s."", self.project.arch.name)
                cc = None
            else:
                cc = cc_cls(self.project.arch)

        if cc is not None:
            # callee-saved args
            for reg in self.arch.register_list:
                if (reg.general_purpose
                        and reg.name not in cc.CALLER_SAVED_REGS
                        and reg.name not in cc.ARG_REGS
                        and reg.vex_offset not in {self.arch.sp_offset, self.arch.bp_offset, self.arch.ip_offset, }
                        and (isinstance(cc.RETURN_VAL, SimRegArg) and reg.name != cc.RETURN_VAL.reg_name)
                ):
                    self.state.add_use(Register(reg.vex_offset, reg.size), codeloc)

        if stmt.ret_exprs:
            # Handle return expressions
            for ret_expr in stmt.ret_exprs:
                self._expr(ret_expr)
            return

        # No return expressions are available.
        # consume registers that are potentially useful

        # return value
        if cc is not None and cc.ret_val is not None:
            if isinstance(cc.ret_val, SimRegArg):
                offset = cc.ret_val._fix_offset(None, size, arch=self.project.arch)
                self.state.add_use(Register(offset, size), codeloc)
            else:
                l.error(""Cannot handle CC with non-register return value location"")

        # base pointer
        # TODO: Check if the stack base pointer is used as a stack base pointer in this function or not
        self.state.add_use(Register(self.project.arch.bp_offset, self.project.arch.bits // 8), codeloc)",cc is not None and cc.ret_val is not None,cc is not None is not cc.ret_val
pychess,https://github.com/pychess/pychess/tree/master/lib/pychess/Utils/Board.py,Board,simulateUnmove$222,"def simulateUnmove(self, board1, move):
        moved = []
        new = []
        dead = []

        cord0, cord1 = move.cords
        flag = FLAG(move.move)

        # null move or SITTUYINCHESS in place promotion
        if cord0 == cord1 and flag != DROP and flag != QUEEN_PROMOTION:
            return moved, new, dead

        if self.variant == ATOMICCHESS and (board1[cord1] or
                                            flag == ENPASSANT):
            piece = board1[cord0].piece
            cord = self.getHoldingCord(self.color, piece)
            moved.append((self[cord], cord))
            self[cord].opacity = 1
            dead.append(self[cord])
        elif not (self.variant == FISCHERRANDOMCHESS and flag in
                  (QUEEN_CASTLE, KING_CASTLE)):
            moved.append((self[cord1], cord1))

        kcastle = flag == KING_CASTLE or (
            self.variant == SCHESS and (
                (self[move.cord1] is not None and self[move.cord1].piece == KING and cord0.x - cord1.x == -2) or
                (flag in (HAWK_GATE_AT_ROOK, ELEPHANT_GATE_AT_ROOK) and cord0.x - cord1.x > 0)))
        qcastle = flag == QUEEN_CASTLE or (
            self.variant == SCHESS and (
                (self[move.cord1] is not None and self[move.cord1].piece == KING and cord0.x - cord1.x == 2) or
                (flag in (HAWK_GATE_AT_ROOK, ELEPHANT_GATE_AT_ROOK) and cord0.x - cord1.x < 0)))

        # capture
        if board1[cord1] and not (flag in (QUEEN_CASTLE, KING_CASTLE, HAWK_GATE_AT_ROOK, ELEPHANT_GATE_AT_ROOK)):
            piece = PAWN if self.variant == CRAZYHOUSECHESS and board1[
                cord1].promoted else board1[cord1].piece
            cord = self.getHoldingCord(1 - self.color, piece)
            moved.append((self[cord], cord))
            self[cord].opacity = 1
            # add all captured pieces to ""new"" list to enforce repainting them after a possible reordering
            new = self.getHoldingPieces(self.color)
            dead.append(self[cord])

            if self.variant == ATOMICCHESS:
                from pychess.Variants.atomic import cordsAround
                for acord in cordsAround(cord1):
                    piece = board1[acord]
                    if piece and piece.piece != PAWN and acord != cord0:
                        piece.opacity = 0
                        cord = self.getHoldingCord(1 - piece.color,
                                                   piece.piece)
                        moved.append((self[cord], cord))
                        self[cord].opacity = 1
                        dead.append(self[cord])

        if kcastle or qcastle:
            side = 0 if qcastle else 1
            if FILE(cord0.x) == 3 and self.board.variant in (
                    WILDCASTLECHESS, WILDCASTLESHUFFLECHESS):
                side = 0 if side == 1 else 1
            rook = self.board.fin_rooks[board1.color][side]
            moved.append((self[Cord(rook)], Cord(rook)))

        elif flag in PROMOTIONS:
            newPiece = board1[cord0]
            moved.append((newPiece, cord1))
            new.append(newPiece)

        elif flag == ENPASSANT:
            cord = self.getHoldingCord(1 - self.color, PAWN)
            moved.append((self[cord], cord))
            self[cord].opacity = 1
            # add all captured pieces to ""new"" list to enforce repainting them after a possible reordering
            new = self.getHoldingPieces(self.color)
            dead.append(self[cord])

        elif flag in GATINGS:
            # add all gated pieces to ""new"" list to enforce repainting them after a possible reordering
            new = self.getHoldingPieces(1 - self.color)

        return moved, new, dead",cord0 == cord1 and flag != DROP and (flag != QUEEN_PROMOTION),cord0 == cord1 and DROP != flag != QUEEN_PROMOTION
