repo_name,file_path,file_html,class_name,me_name,me_code,old_code,chatGPT_code,abstract_code,ground_code,truth_code,,,,
habu,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/habu/habu/cli/cmd_arp_sniff.py,https://github.com/fportantier/habu/tree/master/habu/cli/cmd_arp_sniff.py,,procpkt$17,"def procpkt(pkt):

    now = time()
    output = '{seconds}\t{ip}\t{hwaddr}\t{vendor}'

    if conf.manufdb:
        manufdb_available = True
    else:
        manufdb_available = False

    if 'ARP' in pkt:
        hosts[pkt[ARP].psrc] = {}
        hosts[pkt[ARP].psrc]['hwaddr'] = pkt[ARP].hwsrc
        hosts[pkt[ARP].psrc]['time'] = time()

        if manufdb_available:
            hosts[pkt[ARP].psrc]['vendor'] = conf.manufdb._get_manuf(pkt[ARP].hwsrc)
        else:
            hosts[pkt[ARP].psrc]['vendor'] = 'unknown'

        click.clear()

        if not manufdb_available:
            click.echo('WARNING: manufdb is not available. Can\'t get vendor.')

        for ip in sorted(hosts):
            print(output.format(
                seconds = int(now - hosts[ip]['time']),
                ip = ip,
                hwaddr = hosts[ip]['hwaddr'],
                vendor = hosts[ip]['vendor']
            ))","hosts[pkt[ARP].psrc] = {}
hosts[pkt[ARP].psrc]['hwaddr'] = pkt[ARP].hwsrc
hosts[pkt[ARP].psrc]['time'] = time()","hosts[pkt[ARP].psrc] = {'hwaddr': pkt[ARP].hwsrc, 'time': time()}","hosts[zejun1] = {}
hosts[zejun1]['hwaddr'] = zejun2
hosts[zejun1]['time'] = zejun3",Cannot refactor,-1,1,,,
OWOD,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/OWOD/projects/DensePose/densepose/modeling/hrnet.py,https://github.com/JosephKJ/OWOD/tree/master/projects/DensePose/densepose/modeling/hrnet.py,PoseHigherResolutionNet,__init__$281,"def __init__(self, cfg, **kwargs):
        self.inplanes = cfg.MODEL.HRNET.STEM_INPLANES
        super(PoseHigherResolutionNet, self).__init__()

        # stem net
        self.conv1 = nn.Conv2d(3, 64, kernel_size=3, stride=2, padding=1, bias=False)
        self.bn1 = nn.BatchNorm2d(64, momentum=BN_MOMENTUM)
        self.conv2 = nn.Conv2d(64, 64, kernel_size=3, stride=2, padding=1, bias=False)
        self.bn2 = nn.BatchNorm2d(64, momentum=BN_MOMENTUM)
        self.relu = nn.ReLU(inplace=True)
        self.layer1 = self._make_layer(Bottleneck, 64, 4)

        self.stage2_cfg = cfg.MODEL.HRNET.STAGE2
        num_channels = self.stage2_cfg.NUM_CHANNELS
        block = blocks_dict[self.stage2_cfg.BLOCK]
        num_channels = [num_channels[i] * block.expansion for i in range(len(num_channels))]
        self.transition1 = self._make_transition_layer([256], num_channels)
        self.stage2, pre_stage_channels = self._make_stage(self.stage2_cfg, num_channels)

        self.stage3_cfg = cfg.MODEL.HRNET.STAGE3
        num_channels = self.stage3_cfg.NUM_CHANNELS
        block = blocks_dict[self.stage3_cfg.BLOCK]
        num_channels = [num_channels[i] * block.expansion for i in range(len(num_channels))]
        self.transition2 = self._make_transition_layer(pre_stage_channels, num_channels)
        self.stage3, pre_stage_channels = self._make_stage(self.stage3_cfg, num_channels)

        self.stage4_cfg = cfg.MODEL.HRNET.STAGE4
        num_channels = self.stage4_cfg.NUM_CHANNELS
        block = blocks_dict[self.stage4_cfg.BLOCK]
        num_channels = [num_channels[i] * block.expansion for i in range(len(num_channels))]
        self.transition3 = self._make_transition_layer(pre_stage_channels, num_channels)
        self.stage4, pre_stage_channels = self._make_stage(
            self.stage4_cfg, num_channels, multi_scale_output=True
        )

        self._out_features = []
        self._out_feature_channels = {}
        self._out_feature_strides = {}

        for i in range(cfg.MODEL.HRNET.STAGE4.NUM_BRANCHES):
            self._out_features.append(""p%d"" % (i + 1))
            self._out_feature_channels.update(
                {self._out_features[-1]: cfg.MODEL.HRNET.STAGE4.NUM_CHANNELS[i]}
            )
            self._out_feature_strides.update({self._out_features[-1]: 1})","(self.stage4, pre_stage_channels) = self._make_stage(self.stage4_cfg, num_channels, multi_scale_output=True)
self._out_features = []
self._out_feature_channels = {}
self._out_feature_strides = {}","(self.stage4, pre_stage_channels), self._out_features, self._out_feature_channels, self._out_feature_strides = self._make_stage(self.stage4_cfg, num_channels, multi_scale_output=True), [], {}, {}","(self.stage4, pre_stage_channels) = zejun1
self._out_features = zejun2
self._out_feature_channels = zejun3
self._out_feature_strides = zejun4",Cannot refactor,-1,1,,,
OWOD,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/OWOD/projects/DensePose/densepose/modeling/hrnet.py,https://github.com/JosephKJ/OWOD/tree/master/projects/DensePose/densepose/modeling/hrnet.py,PoseHigherResolutionNet,__init__$281,"def __init__(self, cfg, **kwargs):
        self.inplanes = cfg.MODEL.HRNET.STEM_INPLANES
        super(PoseHigherResolutionNet, self).__init__()

        # stem net
        self.conv1 = nn.Conv2d(3, 64, kernel_size=3, stride=2, padding=1, bias=False)
        self.bn1 = nn.BatchNorm2d(64, momentum=BN_MOMENTUM)
        self.conv2 = nn.Conv2d(64, 64, kernel_size=3, stride=2, padding=1, bias=False)
        self.bn2 = nn.BatchNorm2d(64, momentum=BN_MOMENTUM)
        self.relu = nn.ReLU(inplace=True)
        self.layer1 = self._make_layer(Bottleneck, 64, 4)

        self.stage2_cfg = cfg.MODEL.HRNET.STAGE2
        num_channels = self.stage2_cfg.NUM_CHANNELS
        block = blocks_dict[self.stage2_cfg.BLOCK]
        num_channels = [num_channels[i] * block.expansion for i in range(len(num_channels))]
        self.transition1 = self._make_transition_layer([256], num_channels)
        self.stage2, pre_stage_channels = self._make_stage(self.stage2_cfg, num_channels)

        self.stage3_cfg = cfg.MODEL.HRNET.STAGE3
        num_channels = self.stage3_cfg.NUM_CHANNELS
        block = blocks_dict[self.stage3_cfg.BLOCK]
        num_channels = [num_channels[i] * block.expansion for i in range(len(num_channels))]
        self.transition2 = self._make_transition_layer(pre_stage_channels, num_channels)
        self.stage3, pre_stage_channels = self._make_stage(self.stage3_cfg, num_channels)

        self.stage4_cfg = cfg.MODEL.HRNET.STAGE4
        num_channels = self.stage4_cfg.NUM_CHANNELS
        block = blocks_dict[self.stage4_cfg.BLOCK]
        num_channels = [num_channels[i] * block.expansion for i in range(len(num_channels))]
        self.transition3 = self._make_transition_layer(pre_stage_channels, num_channels)
        self.stage4, pre_stage_channels = self._make_stage(
            self.stage4_cfg, num_channels, multi_scale_output=True
        )

        self._out_features = []
        self._out_feature_channels = {}
        self._out_feature_strides = {}

        for i in range(cfg.MODEL.HRNET.STAGE4.NUM_BRANCHES):
            self._out_features.append(""p%d"" % (i + 1))
            self._out_feature_channels.update(
                {self._out_features[-1]: cfg.MODEL.HRNET.STAGE4.NUM_CHANNELS[i]}
            )
            self._out_feature_strides.update({self._out_features[-1]: 1})","num_channels = self.stage3_cfg.NUM_CHANNELS
block = blocks_dict[self.stage3_cfg.BLOCK]","num_channels, block = self.stage3_cfg.NUM_CHANNELS, blocks_dict[self.stage3_cfg.BLOCK]","num_channels = zejun1
block = zejun2",Cannot refactor,-1,1,,,
OWOD,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/OWOD/projects/DensePose/densepose/modeling/hrnet.py,https://github.com/JosephKJ/OWOD/tree/master/projects/DensePose/densepose/modeling/hrnet.py,PoseHigherResolutionNet,__init__$281,"def __init__(self, cfg, **kwargs):
        self.inplanes = cfg.MODEL.HRNET.STEM_INPLANES
        super(PoseHigherResolutionNet, self).__init__()

        # stem net
        self.conv1 = nn.Conv2d(3, 64, kernel_size=3, stride=2, padding=1, bias=False)
        self.bn1 = nn.BatchNorm2d(64, momentum=BN_MOMENTUM)
        self.conv2 = nn.Conv2d(64, 64, kernel_size=3, stride=2, padding=1, bias=False)
        self.bn2 = nn.BatchNorm2d(64, momentum=BN_MOMENTUM)
        self.relu = nn.ReLU(inplace=True)
        self.layer1 = self._make_layer(Bottleneck, 64, 4)

        self.stage2_cfg = cfg.MODEL.HRNET.STAGE2
        num_channels = self.stage2_cfg.NUM_CHANNELS
        block = blocks_dict[self.stage2_cfg.BLOCK]
        num_channels = [num_channels[i] * block.expansion for i in range(len(num_channels))]
        self.transition1 = self._make_transition_layer([256], num_channels)
        self.stage2, pre_stage_channels = self._make_stage(self.stage2_cfg, num_channels)

        self.stage3_cfg = cfg.MODEL.HRNET.STAGE3
        num_channels = self.stage3_cfg.NUM_CHANNELS
        block = blocks_dict[self.stage3_cfg.BLOCK]
        num_channels = [num_channels[i] * block.expansion for i in range(len(num_channels))]
        self.transition2 = self._make_transition_layer(pre_stage_channels, num_channels)
        self.stage3, pre_stage_channels = self._make_stage(self.stage3_cfg, num_channels)

        self.stage4_cfg = cfg.MODEL.HRNET.STAGE4
        num_channels = self.stage4_cfg.NUM_CHANNELS
        block = blocks_dict[self.stage4_cfg.BLOCK]
        num_channels = [num_channels[i] * block.expansion for i in range(len(num_channels))]
        self.transition3 = self._make_transition_layer(pre_stage_channels, num_channels)
        self.stage4, pre_stage_channels = self._make_stage(
            self.stage4_cfg, num_channels, multi_scale_output=True
        )

        self._out_features = []
        self._out_feature_channels = {}
        self._out_feature_strides = {}

        for i in range(cfg.MODEL.HRNET.STAGE4.NUM_BRANCHES):
            self._out_features.append(""p%d"" % (i + 1))
            self._out_feature_channels.update(
                {self._out_features[-1]: cfg.MODEL.HRNET.STAGE4.NUM_CHANNELS[i]}
            )
            self._out_feature_strides.update({self._out_features[-1]: 1})","num_channels = self.stage4_cfg.NUM_CHANNELS
block = blocks_dict[self.stage4_cfg.BLOCK]","num_channels, block = self.stage4_cfg.NUM_CHANNELS, blocks_dict[self.stage4_cfg.BLOCK]","num_channels = zejun1
block = zejun2",Cannot refactor,-1,1,,,
OWOD,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/OWOD/projects/DensePose/densepose/modeling/hrnet.py,https://github.com/JosephKJ/OWOD/tree/master/projects/DensePose/densepose/modeling/hrnet.py,PoseHigherResolutionNet,__init__$281,"def __init__(self, cfg, **kwargs):
        self.inplanes = cfg.MODEL.HRNET.STEM_INPLANES
        super(PoseHigherResolutionNet, self).__init__()

        # stem net
        self.conv1 = nn.Conv2d(3, 64, kernel_size=3, stride=2, padding=1, bias=False)
        self.bn1 = nn.BatchNorm2d(64, momentum=BN_MOMENTUM)
        self.conv2 = nn.Conv2d(64, 64, kernel_size=3, stride=2, padding=1, bias=False)
        self.bn2 = nn.BatchNorm2d(64, momentum=BN_MOMENTUM)
        self.relu = nn.ReLU(inplace=True)
        self.layer1 = self._make_layer(Bottleneck, 64, 4)

        self.stage2_cfg = cfg.MODEL.HRNET.STAGE2
        num_channels = self.stage2_cfg.NUM_CHANNELS
        block = blocks_dict[self.stage2_cfg.BLOCK]
        num_channels = [num_channels[i] * block.expansion for i in range(len(num_channels))]
        self.transition1 = self._make_transition_layer([256], num_channels)
        self.stage2, pre_stage_channels = self._make_stage(self.stage2_cfg, num_channels)

        self.stage3_cfg = cfg.MODEL.HRNET.STAGE3
        num_channels = self.stage3_cfg.NUM_CHANNELS
        block = blocks_dict[self.stage3_cfg.BLOCK]
        num_channels = [num_channels[i] * block.expansion for i in range(len(num_channels))]
        self.transition2 = self._make_transition_layer(pre_stage_channels, num_channels)
        self.stage3, pre_stage_channels = self._make_stage(self.stage3_cfg, num_channels)

        self.stage4_cfg = cfg.MODEL.HRNET.STAGE4
        num_channels = self.stage4_cfg.NUM_CHANNELS
        block = blocks_dict[self.stage4_cfg.BLOCK]
        num_channels = [num_channels[i] * block.expansion for i in range(len(num_channels))]
        self.transition3 = self._make_transition_layer(pre_stage_channels, num_channels)
        self.stage4, pre_stage_channels = self._make_stage(
            self.stage4_cfg, num_channels, multi_scale_output=True
        )

        self._out_features = []
        self._out_feature_channels = {}
        self._out_feature_strides = {}

        for i in range(cfg.MODEL.HRNET.STAGE4.NUM_BRANCHES):
            self._out_features.append(""p%d"" % (i + 1))
            self._out_feature_channels.update(
                {self._out_features[-1]: cfg.MODEL.HRNET.STAGE4.NUM_CHANNELS[i]}
            )
            self._out_feature_strides.update({self._out_features[-1]: 1})","num_channels = self.stage2_cfg.NUM_CHANNELS
block = blocks_dict[self.stage2_cfg.BLOCK]","num_channels, block = self.stage2_cfg.NUM_CHANNELS, blocks_dict[self.stage2_cfg.BLOCK]","num_channels = zejun1
block = zejun2",Cannot refactor,-1,1,,,
OWOD,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/OWOD/projects/DensePose/densepose/modeling/hrnet.py,https://github.com/JosephKJ/OWOD/tree/master/projects/DensePose/densepose/modeling/hrnet.py,PoseHigherResolutionNet,__init__$281,"def __init__(self, cfg, **kwargs):
        self.inplanes = cfg.MODEL.HRNET.STEM_INPLANES
        super(PoseHigherResolutionNet, self).__init__()

        # stem net
        self.conv1 = nn.Conv2d(3, 64, kernel_size=3, stride=2, padding=1, bias=False)
        self.bn1 = nn.BatchNorm2d(64, momentum=BN_MOMENTUM)
        self.conv2 = nn.Conv2d(64, 64, kernel_size=3, stride=2, padding=1, bias=False)
        self.bn2 = nn.BatchNorm2d(64, momentum=BN_MOMENTUM)
        self.relu = nn.ReLU(inplace=True)
        self.layer1 = self._make_layer(Bottleneck, 64, 4)

        self.stage2_cfg = cfg.MODEL.HRNET.STAGE2
        num_channels = self.stage2_cfg.NUM_CHANNELS
        block = blocks_dict[self.stage2_cfg.BLOCK]
        num_channels = [num_channels[i] * block.expansion for i in range(len(num_channels))]
        self.transition1 = self._make_transition_layer([256], num_channels)
        self.stage2, pre_stage_channels = self._make_stage(self.stage2_cfg, num_channels)

        self.stage3_cfg = cfg.MODEL.HRNET.STAGE3
        num_channels = self.stage3_cfg.NUM_CHANNELS
        block = blocks_dict[self.stage3_cfg.BLOCK]
        num_channels = [num_channels[i] * block.expansion for i in range(len(num_channels))]
        self.transition2 = self._make_transition_layer(pre_stage_channels, num_channels)
        self.stage3, pre_stage_channels = self._make_stage(self.stage3_cfg, num_channels)

        self.stage4_cfg = cfg.MODEL.HRNET.STAGE4
        num_channels = self.stage4_cfg.NUM_CHANNELS
        block = blocks_dict[self.stage4_cfg.BLOCK]
        num_channels = [num_channels[i] * block.expansion for i in range(len(num_channels))]
        self.transition3 = self._make_transition_layer(pre_stage_channels, num_channels)
        self.stage4, pre_stage_channels = self._make_stage(
            self.stage4_cfg, num_channels, multi_scale_output=True
        )

        self._out_features = []
        self._out_feature_channels = {}
        self._out_feature_strides = {}

        for i in range(cfg.MODEL.HRNET.STAGE4.NUM_BRANCHES):
            self._out_features.append(""p%d"" % (i + 1))
            self._out_feature_channels.update(
                {self._out_features[-1]: cfg.MODEL.HRNET.STAGE4.NUM_CHANNELS[i]}
            )
            self._out_feature_strides.update({self._out_features[-1]: 1})","(self.stage3, pre_stage_channels) = self._make_stage(self.stage3_cfg, num_channels)
self.stage4_cfg = cfg.MODEL.HRNET.STAGE4","(self.stage3, pre_stage_channels), self.stage4_cfg = self._make_stage(self.stage3_cfg, num_channels), cfg.MODEL.HRNET.STAGE4","(self.stage3, pre_stage_channels) = zejun1
self.stage4_cfg = zejun2",Cannot refactor,-1,1,,,
OWOD,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/OWOD/projects/DensePose/densepose/modeling/hrnet.py,https://github.com/JosephKJ/OWOD/tree/master/projects/DensePose/densepose/modeling/hrnet.py,PoseHigherResolutionNet,__init__$281,"def __init__(self, cfg, **kwargs):
        self.inplanes = cfg.MODEL.HRNET.STEM_INPLANES
        super(PoseHigherResolutionNet, self).__init__()

        # stem net
        self.conv1 = nn.Conv2d(3, 64, kernel_size=3, stride=2, padding=1, bias=False)
        self.bn1 = nn.BatchNorm2d(64, momentum=BN_MOMENTUM)
        self.conv2 = nn.Conv2d(64, 64, kernel_size=3, stride=2, padding=1, bias=False)
        self.bn2 = nn.BatchNorm2d(64, momentum=BN_MOMENTUM)
        self.relu = nn.ReLU(inplace=True)
        self.layer1 = self._make_layer(Bottleneck, 64, 4)

        self.stage2_cfg = cfg.MODEL.HRNET.STAGE2
        num_channels = self.stage2_cfg.NUM_CHANNELS
        block = blocks_dict[self.stage2_cfg.BLOCK]
        num_channels = [num_channels[i] * block.expansion for i in range(len(num_channels))]
        self.transition1 = self._make_transition_layer([256], num_channels)
        self.stage2, pre_stage_channels = self._make_stage(self.stage2_cfg, num_channels)

        self.stage3_cfg = cfg.MODEL.HRNET.STAGE3
        num_channels = self.stage3_cfg.NUM_CHANNELS
        block = blocks_dict[self.stage3_cfg.BLOCK]
        num_channels = [num_channels[i] * block.expansion for i in range(len(num_channels))]
        self.transition2 = self._make_transition_layer(pre_stage_channels, num_channels)
        self.stage3, pre_stage_channels = self._make_stage(self.stage3_cfg, num_channels)

        self.stage4_cfg = cfg.MODEL.HRNET.STAGE4
        num_channels = self.stage4_cfg.NUM_CHANNELS
        block = blocks_dict[self.stage4_cfg.BLOCK]
        num_channels = [num_channels[i] * block.expansion for i in range(len(num_channels))]
        self.transition3 = self._make_transition_layer(pre_stage_channels, num_channels)
        self.stage4, pre_stage_channels = self._make_stage(
            self.stage4_cfg, num_channels, multi_scale_output=True
        )

        self._out_features = []
        self._out_feature_channels = {}
        self._out_feature_strides = {}

        for i in range(cfg.MODEL.HRNET.STAGE4.NUM_BRANCHES):
            self._out_features.append(""p%d"" % (i + 1))
            self._out_feature_channels.update(
                {self._out_features[-1]: cfg.MODEL.HRNET.STAGE4.NUM_CHANNELS[i]}
            )
            self._out_feature_strides.update({self._out_features[-1]: 1})","(self.stage2, pre_stage_channels) = self._make_stage(self.stage2_cfg, num_channels)
self.stage3_cfg = cfg.MODEL.HRNET.STAGE3","(self.stage2, pre_stage_channels), self.stage3_cfg = self._make_stage(self.stage2_cfg, num_channels), cfg.MODEL.HRNET.STAGE3","(self.stage2, pre_stage_channels) = zejun1
self.stage3_cfg = zejun2",Cannot refactor,-1,1,,,
freemocap,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/freemocap/freemocap/fmc_anipose.py,https://github.com/jonmatthis/freemocap/tree/master/freemocap/fmc_anipose.py,CameraGroup,_initialize_params_triangulation_possible$1456,"def _initialize_params_triangulation_possible(self, p3ds, p2ds, **kwargs):
        # initialize params using above function
        # initialize alphas to 1 for first one and 0 for other possible

        n_cams, n_frames, n_joints, n_possible, _ = p2ds.shape
        good = ~np.isnan(p2ds[:, :, :, :, 0])

        alphas = np.zeros((n_cams, n_frames, n_joints, n_possible), dtype=""float64"")
        alphas[:, :, :, 0] = 0

        params = self._initialize_params_triangulation(p3ds, **kwargs)
        params_full = np.hstack([params, alphas[good]])

        return params_full","(n_cams, n_frames, n_joints, n_possible, _) = p2ds.shape
good = ~np.isnan(p2ds[:, :, :, :, 0])","(n_cams, n_frames, n_joints, n_possible, _), good = p2ds.shape, ~np.isnan(p2ds[:, :, :, :, 0])","(n_cams, n_frames, n_joints, n_possible, _) = zejun1
good = zejun2",Cannot refactor,-1,1,,,
DeepGBM,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/DeepGBM/models/deepgbm.py,https://github.com/motefly/DeepGBM/tree/master/models/deepgbm.py,DeepGBM,forward$55,"def forward(self, Xg, Xd):
        Xd = Xd.long()
        if self.num_model == 'gbdt2nn':
            gbdt2nn_out, gbdt2nn_pred = self.gbdt2nn(Xg)
        elif self.num_model == 'gbdt':
            gbdt2nn_out = Xg.float()
            gbdt2nn_pred = None
        else:
            gbdt2nn_out = self.gbdt2nn(Xg)
            gbdt2nn_pred = None
        deepfm_out = self.deepfm(Xd)

        if self.num_model != 'gbdt2nn':
            alpha = self.alpha+0.5
            beta = self.beta+0.5
        else:
            alpha = self.alpha+1
            beta = self.beta
        out = alpha * gbdt2nn_out.view(-1) + beta * deepfm_out.view(-1)
        if self.task != 'regression':
            return nn.Sigmoid()(out), gbdt2nn_pred
        return out, gbdt2nn_pred","alpha = self.alpha + 1
beta = self.beta","alpha, beta= self.alpha + 1, self.beta","alpha = zejun1
beta = zejun2",Cannot refactor,-1,1,,,
DeepGBM,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/DeepGBM/models/deepgbm.py,https://github.com/motefly/DeepGBM/tree/master/models/deepgbm.py,DeepGBM,forward$55,"def forward(self, Xg, Xd):
        Xd = Xd.long()
        if self.num_model == 'gbdt2nn':
            gbdt2nn_out, gbdt2nn_pred = self.gbdt2nn(Xg)
        elif self.num_model == 'gbdt':
            gbdt2nn_out = Xg.float()
            gbdt2nn_pred = None
        else:
            gbdt2nn_out = self.gbdt2nn(Xg)
            gbdt2nn_pred = None
        deepfm_out = self.deepfm(Xd)

        if self.num_model != 'gbdt2nn':
            alpha = self.alpha+0.5
            beta = self.beta+0.5
        else:
            alpha = self.alpha+1
            beta = self.beta
        out = alpha * gbdt2nn_out.view(-1) + beta * deepfm_out.view(-1)
        if self.task != 'regression':
            return nn.Sigmoid()(out), gbdt2nn_pred
        return out, gbdt2nn_pred","gbdt2nn_out = self.gbdt2nn(Xg)
gbdt2nn_pred = None","gbdt2nn_out, gbdt2nn_pred= self.gbdt2nn(Xg), None","gbdt2nn_out = zejun1
gbdt2nn_pred = zejun2",Cannot refactor,-1,1,,,
Paddle,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/Paddle/python/paddle/distributed/fleet/meta_optimizers/pipeline_optimizer.py,https://github.com/PaddlePaddle/Paddle/tree/master/python/paddle/distributed/fleet/meta_optimizers/pipeline_optimizer.py,PipelineOptimizer,minimize_impl$200,"def minimize_impl(
        self, loss, startup_program=None, parameter_list=None, no_grad_set=None
    ):
        self.endpoints = self.role_maker._get_trainer_endpoints()
        self.current_endpoint = self.endpoints[self.role_maker._worker_index()]
        self.rank = self.role_maker._worker_index()
        self.nranks = self.role_maker._worker_num()

        self.wrapped_opt = PO(
            self.inner_opt, num_microbatches=self.num_microbatches
        )
        orig_startup_program = (
            startup_program
            if startup_program
            else paddle.static.default_startup_program()
        )
        block = loss.block
        program = block.program

        program._pipeline_opt = dict()
        program._pipeline_opt['local_rank'] = self.rank
        program._pipeline_opt['global_ring_id'] = self.global_ring_id
        program._pipeline_opt['ring_id'] = self.start_pipeline_ring_id
        program._pipeline_opt['micro_batch_size'] = self.micro_batch_size
        program._pipeline_opt['schedule_mode'] = self.schedule_mode
        program._pipeline_opt['use_sharding'] = False
        program._pipeline_opt['mp_degree'] = 1
        program._pipeline_opt['mp_rank'] = 0
        (
            optimize_ops,
            params_grads,
            prog_list,
            pp_pair,
            ring_map,
        ) = self.wrapped_opt.minimize(
            loss, startup_program, parameter_list, no_grad_set
        )
        self.startup_program = orig_startup_program._pipeline_opt[
            'startup_program'
        ]
        self.inner_parallelism = program._pipeline_opt['inner_parallelism']
        assert self.nranks % self.inner_parallelism == 0
        assert prog_list
        self.pipeline_num = len(self.endpoints) // self.inner_parallelism

        self._init_process_group(pp_pair, ring_map)

        self.main_program_list = prog_list
        self.main_program = program
        if self.pipeline_num > 1:
            self._transpile_main_program(loss)
        return optimize_ops, params_grads","(optimize_ops, params_grads, prog_list, pp_pair, ring_map) = self.wrapped_opt.minimize(loss, startup_program, parameter_list, no_grad_set)
self.startup_program = orig_startup_program._pipeline_opt['startup_program']
self.inner_parallelism = program._pipeline_opt['inner_parallelism']","(optimize_ops, params_grads, prog_list, pp_pair, ring_map), self.startup_program, self.inner_parallelism = self.wrapped_opt.minimize(loss, startup_program, parameter_list, no_grad_set), orig_startup_program._pipeline_opt['startup_program'], program._pipeline_opt['inner_parallelism']","(optimize_ops, params_grads, prog_list, pp_pair, ring_map) = zejun1
self.startup_program = zejun2
self.inner_parallelism = zejun3",Cannot refactor,-1,1,,,
