repo_name,file_path,file_html,class_name,me_name,me_code,old_code,new_code,gd_truth_code,acc,baseline,ours,real
flasgger,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/flasgger/flasgger/marshmallow_apispec.py,https://github.com/flasgger/flasgger/tree/master/flasgger/marshmallow_apispec.py,SwaggerView,dispatch_request$90,"def dispatch_request(self, *args, **kwargs):
    """"""
        If validation=True perform validation
        """"""
    if self.validation:
        specs = {}
        attrs = flasgger.constants.OPTIONAL_FIELDS + ['parameters', 'definitions', 'responses', 'summary', 'description']
        for attr in attrs:
            specs[attr] = getattr(self, attr)
        definitions = {}
        specs.update(convert_schemas(specs, definitions))
        specs['definitions'] = definitions
        flasgger.utils.validate(specs=specs, validation_function=self.validation_function, validation_error_handler=self.validation_error_handler)
    return super(SwaggerView, self).dispatch_request(*args, **kwargs)","attrs = flasgger.constants.OPTIONAL_FIELDS + ['parameters', 'definitions', 'responses', 'summary', 'description']
for attr in attrs:
    specs[attr] = getattr(self, attr)","specs = {attr: getattr(self, attr) for attr in flasgger.constants.OPTIONAL_FIELDS + ['parameters', 'definitions', 'responses', 'summary', 'description']}",find_wrong,1,,,
galaxy,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/galaxy/lib/galaxy/tool_util/cwl/util.py,https://github.com/ansible/galaxy/tree/master/lib/galaxy/tool_util/cwl/util.py,,output_to_cwl_json$437,"def output_to_cwl_json(galaxy_output, get_metadata, get_dataset, get_extra_files, pseduo_location=False):
    """"""Convert objects in a Galaxy history into a CWL object.

    Useful in running conformance tests and implementing the cwl-runner
    interface via Galaxy.
    """"""

    def element_to_cwl_json(element):
        object = element['object']
        content_type = object.get('history_content_type')
        metadata = None
        if content_type is None:
            content_type = 'dataset_collection'
            metadata = element['object']
            metadata['history_content_type'] = content_type
        element_output = GalaxyOutput(galaxy_output.history_id, content_type, object['id'], metadata)
        return output_to_cwl_json(element_output, get_metadata, get_dataset, get_extra_files, pseduo_location=pseduo_location)
    output_metadata = galaxy_output.metadata
    if output_metadata is None:
        output_metadata = get_metadata(galaxy_output.history_content_type, galaxy_output.history_content_id)

    def dataset_dict_to_json_content(dataset_dict):
        if 'content' in dataset_dict:
            return json.loads(dataset_dict['content'])
        else:
            with open(dataset_dict['path']) as f:
                return json.load(f)
    if galaxy_output.history_content_type == 'raw_value':
        return galaxy_output.history_content_id
    elif output_metadata['history_content_type'] == 'dataset':
        ext = output_metadata['file_ext']
        if ext == 'expression.json':
            dataset_dict = get_dataset(output_metadata)
            return dataset_dict_to_json_content(dataset_dict)
        else:
            file_or_directory = 'Directory' if ext == 'directory' else 'File'
            secondary_files = []
            if file_or_directory == 'File':
                dataset_dict = get_dataset(output_metadata)
                properties = output_properties(pseduo_location=pseduo_location, **dataset_dict)
                basename = properties['basename']
                extra_files = get_extra_files(output_metadata)
                found_index = False
                for extra_file in extra_files:
                    if extra_file['class'] == 'File':
                        path = extra_file['path']
                        if path == SECONDARY_FILES_INDEX_PATH:
                            found_index = True
                if found_index:
                    ec = get_dataset(output_metadata, filename=SECONDARY_FILES_INDEX_PATH)
                    index = dataset_dict_to_json_content(ec)

                    def dir_listing(dir_path):
                        listing = []
                        for extra_file in extra_files:
                            path = extra_file['path']
                            extra_file_class = extra_file['class']
                            extra_file_basename = os.path.basename(path)
                            if os.path.join(dir_path, extra_file_basename) != path:
                                continue
                            if extra_file_class == 'File':
                                ec = get_dataset(output_metadata, filename=path)
                                ec['basename'] = extra_file_basename
                                ec_properties = output_properties(pseduo_location=pseduo_location, **ec)
                            elif extra_file_class == 'Directory':
                                ec_properties = {}
                                ec_properties['class'] = 'Directory'
                                ec_properties['location'] = ec_basename
                                ec_properties['listing'] = dir_listing(path)
                            else:
                                raise Exception('Unknown output type encountered....')
                            listing.append(ec_properties)
                        return listing
                    for basename in index['order']:
                        for extra_file in extra_files:
                            path = extra_file['path']
                            if path != os.path.join(SECONDARY_FILES_EXTRA_PREFIX, basename or ''):
                                continue
                            extra_file_class = extra_file['class']
                            if not STORE_SECONDARY_FILES_WITH_BASENAME:
                                ec_basename = basename + os.path.basename(path)
                            else:
                                ec_basename = os.path.basename(path)
                            if extra_file_class == 'File':
                                ec = get_dataset(output_metadata, filename=path)
                                ec['basename'] = ec_basename
                                ec_properties = output_properties(pseduo_location=pseduo_location, **ec)
                            elif extra_file_class == 'Directory':
                                ec_properties = {}
                                ec_properties['class'] = 'Directory'
                                ec_properties['location'] = ec_basename
                                ec_properties['listing'] = dir_listing(path)
                            else:
                                raise Exception('Unknown output type encountered....')
                            secondary_files.append(ec_properties)
            else:
                basename = output_metadata.get('created_from_basename')
                if not basename:
                    basename = output_metadata.get('name')
                listing: List[OutputPropertiesType] = []
                properties = {'class': 'Directory', 'basename': basename, 'listing': listing}
                extra_files = get_extra_files(output_metadata)
                for extra_file in extra_files:
                    if extra_file['class'] == 'File':
                        path = extra_file['path']
                        ec = get_dataset(output_metadata, filename=path)
                        ec['basename'] = os.path.basename(path)
                        ec_properties = output_properties(pseduo_location=pseduo_location, **ec)
                        listing.append(ec_properties)
            if secondary_files:
                properties['secondaryFiles'] = secondary_files
            return properties
    elif output_metadata['history_content_type'] == 'dataset_collection':
        collection_type = output_metadata['collection_type'].split(':', 1)[0]
        if collection_type in ['list', 'paired']:
            rval_l = []
            for element in output_metadata['elements']:
                rval_l.append(element_to_cwl_json(element))
            return rval_l
        elif collection_type == 'record':
            rval_d = {}
            for element in output_metadata['elements']:
                rval_d[element['element_identifier']] = element_to_cwl_json(element)
            return rval_d
        return None
    else:
        raise NotImplementedError('Unknown history content type encountered')","for element in output_metadata['elements']:
    rval_l.append(element_to_cwl_json(element))",rval_l = [element_to_cwl_json(element) for element in output_metadata['elements']],find_wrong,2,,,
PyRetri,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/PyRetri/search/reid_search_index.py,https://github.com/PyRetri/PyRetri/tree/master/search/reid_search_index.py,,main$44,"def main():
    args = parse_args()
    assert args.fea_dir is not None, 'the feature directory must be provided!'
    assert args.search_modules is not None, 'the search modules must be provided!'
    assert args.save_path is not None, 'the save path must be provided!'
    cfg = get_defaults_cfg()
    datasets = load_datasets()
    indexes = importlib.import_module('{}.index_dict'.format(args.search_modules)).indexes
    evaluates = importlib.import_module('{}.index_dict'.format(args.search_modules)).evaluates
    if os.path.exists(args.save_path):
        with open(args.save_path, 'r') as f:
            results = json.load(f)
    else:
        results = list()
    for dir in os.listdir(args.fea_dir):
        for (data_name, data_args) in datasets.items():
            for (index_name, index_args) in indexes.items():
                if data_name in dir:
                    print(dir)
                    (gallery_fea_dir, query_fea_dir, train_fea_dir) = get_dir(args.fea_dir, dir, data_args)
                    evaluate_args = evaluates['reid_overall']
                    for dim_proc in index_args.dim_processors.names:
                        if dim_proc in ['PartPCA', 'PartSVD', 'PCA', 'SVD']:
                            index_args.dim_processors[dim_proc].train_fea_dir = train_fea_dir
                    for fea_name in fea_names:
                        result_dict = get_default_result_dict(dir, data_name, index_name, fea_name)
                        if check_result_exist(result_dict, results):
                            print('[Search Query]: config exists...')
                            continue
                        index_args.feature_names = [fea_name]
                        cfg.index.merge_from_other_cfg(index_args)
                        cfg.evaluate.merge_from_other_cfg(evaluate_args)
                        (query_fea, query_info, _) = feature_loader.load(query_fea_dir, [fea_name])
                        (gallery_fea, gallery_info, _) = feature_loader.load(gallery_fea_dir, [fea_name])
                        index_helper = build_index_helper(cfg.index)
                        (index_result_info, _, _) = index_helper.do_index(query_fea, query_info, gallery_fea)
                        evaluate_helper = build_evaluate_helper(cfg.evaluate)
                        (mAP, recall_at_k) = evaluate_helper.do_eval(index_result_info, gallery_info)
                        to_save_recall = dict()
                        for k in recall_at_k:
                            to_save_recall[str(k)] = recall_at_k[k]
                        result_dict['mAP'] = float(mAP)
                        result_dict['recall_at_k'] = to_save_recall
                        results.append(result_dict)
                        with open(args.save_path, 'w') as f:
                            json.dump(results, f)","for dir in os.listdir(args.fea_dir):
    for (data_name, data_args) in datasets.items():
        for (index_name, index_args) in indexes.items():
            if data_name in dir:
                print(dir)
                (gallery_fea_dir, query_fea_dir, train_fea_dir) = get_dir(args.fea_dir, dir, data_args)
                evaluate_args = evaluates['reid_overall']
                for dim_proc in index_args.dim_processors.names:
                    if dim_proc in ['PartPCA', 'PartSVD', 'PCA', 'SVD']:
                        index_args.dim_processors[dim_proc].train_fea_dir = train_fea_dir
                for fea_name in fea_names:
                    result_dict = get_default_result_dict(dir, data_name, index_name, fea_name)
                    if check_result_exist(result_dict, results):
                        print('[Search Query]: config exists...')
                        continue
                    index_args.feature_names = [fea_name]
                    cfg.index.merge_from_other_cfg(index_args)
                    cfg.evaluate.merge_from_other_cfg(evaluate_args)
                    (query_fea, query_info, _) = feature_loader.load(query_fea_dir, [fea_name])
                    (gallery_fea, gallery_info, _) = feature_loader.load(gallery_fea_dir, [fea_name])
                    index_helper = build_index_helper(cfg.index)
                    (index_result_info, _, _) = index_helper.do_index(query_fea, query_info, gallery_fea)
                    evaluate_helper = build_evaluate_helper(cfg.evaluate)
                    (mAP, recall_at_k) = evaluate_helper.do_eval(index_result_info, gallery_info)
                    to_save_recall = dict()
                    for k in recall_at_k:
                        to_save_recall[str(k)] = recall_at_k[k]
                    result_dict['mAP'] = float(mAP)
                    result_dict['recall_at_k'] = to_save_recall
                    results.append(result_dict)
                    with open(args.save_path, 'w') as f:
                        json.dump(results, f)","results = []
for dir in os.listdir(args.fea_dir):
    for (data_name, data_args) in datasets.items():
        for (index_name, index_args) in indexes.items():
            if data_name in dir:
                print(dir)
                (gallery_fea_dir, query_fea_dir, train_fea_dir) = get_dir(args.fea_dir, dir, data_args)
                evaluate_args = evaluates['reid_overall']
                [index_args.dim_processors.__setitem__(dim_proc, train_fea_dir) for dim_proc in index_args.dim_processors.names if dim_proc in ['PartPCA', 'PartSVD', 'PCA', 'SVD']]
                for fea_name in fea_names:
                    result_dict = get_default_result_dict(dir, data_name, index_name, fea_name)
                    if check_result_exist(result_dict, results):
                        print('[Search Query]: config exists...')
                        continue
                    index_args.feature_names = [fea_name]
                    cfg.index.merge_from_other_cfg(index_args)
                    cfg.evaluate.merge_from_other_cfg(evaluate_args)
                    (query_fea, query_info, _) = feature_loader.load(query_fea_dir, [fea_name])
                    (gallery_fea, gallery_info, _) = feature_loader.load(gallery_fea_dir, [fea_name])
                    index_helper = build_index_helper(cfg.index)
                    (index_result_info, _, _) = index_helper.do_index(query_fea, query_info, gallery_fea)
                    evaluate_helper = build_evaluate_helper(cfg.evaluate)
                    (mAP, recall_at_k) = evaluate_helper.do_eval(index_result_info, gallery_info)
                    to_save_recall = {str(k): recall_at_k[k] for k in recall_at_k}
                    result_dict['mAP'] = float(mAP)
                    result_dict['recall_at_k'] = to_save_recall
                    results.append(result_dict)
                    with open(args.save_path, 'w') as f:
                        json.dump(results, f)",find_wrong,2,,,
nyaa,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/nyaa/nyaa/utils.py,https://github.com/nyaadevs/nyaa/tree/master/nyaa/utils.py,,flatten_dict$47,"def flatten_dict(d, result=None):
    if result is None:
        result = {}
    for key in d:
        value = d[key]
        if isinstance(value, dict):
            value1 = {}
            for keyIn in value:
                value1['/'.join([key, keyIn])] = value[keyIn]
            flatten_dict(value1, result)
        elif isinstance(value, (list, tuple)):
            for (indexB, element) in enumerate(value):
                if isinstance(element, dict):
                    value1 = {}
                    index = 0
                    for keyIn in element:
                        newkey = '/'.join([key, keyIn])
                        value1[newkey] = value[indexB][keyIn]
                        index += 1
                    for keyA in value1:
                        flatten_dict(value1, result)
        else:
            result[key] = value
    return result","for keyIn in value:
    value1['/'.join([key, keyIn])] = value[keyIn]
flatten_dict(value1, result)","value1 = {'/'.join([key, keyIn]): value[keyIn] for keyIn in value}
flatten_dict(value1, result)",find_wrong,1,,,
animation_nodes,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/animation_nodes/animation_nodes/auto_load.py,https://github.com/JacquesLucke/animation_nodes/tree/master/animation_nodes/auto_load.py,,get_register_deps_dict$73,"def get_register_deps_dict(modules):
    my_classes = set(iter_my_classes(modules))
    my_classes_by_idname = {cls.bl_idname: cls for cls in my_classes if hasattr(cls, 'bl_idname')}
    deps_dict = {}
    for cls in my_classes:
        deps_dict[cls] = set(iter_my_register_deps(cls, my_classes, my_classes_by_idname))
    return deps_dict","for cls in my_classes:
    if hasattr(cls, 'bl_idname'):
        my_classes_by_idname[cls.bl_idname] = cls","my_classes_by_idname = {cls.bl_idname: cls for cls in my_classes if hasattr(cls, 'bl_idname')}",find_wrong,2,,,
pgmpy,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/pgmpy/pgmpy/readwrite/UAI.py,https://github.com/pgmpy/pgmpy/tree/master/pgmpy/readwrite/UAI.py,UAIWriter,get_domain$349,"def get_domain(self):
    """"""
        Adds domain of each variable to the network.

        Examples
        --------
        >>> from pgmpy.readwrite import UAIWriter
        >>> writer = UAIWriter(model)
        >>> writer.get_domain()
        """"""
    if isinstance(self.model, BayesianNetwork):
        cpds = self.model.get_cpds()
        cpds.sort(key=lambda x: x.variable)
        domain = {}
        for cpd in cpds:
            domain[cpd.variable] = str(cpd.variable_card)
        return domain
    elif isinstance(self.model, MarkovNetwork):
        factors = self.model.get_factors()
        domain = {}
        for factor in factors:
            variables = factor.variables
            for var in variables:
                if var not in domain:
                    domain[var] = str(factor.get_cardinality([var])[var])
        return domain
    else:
        raise TypeError('Model must be an instance of Markov or Bayesian model.')","cpds = self.model.get_cpds()
    cpds.sort(key=lambda x: x.variable)
    domain = {}
    for cpd in cpds:
        domain[cpd.variable] = str(cpd.variable_card)
    return domain
elif isinstance(self.model, MarkovNetwork):
    factors = self.model.get_factors()
    domain = {}
    for factor in factors:
        variables = factor.variables
        for var in variables:
            if var not in domain:
                domain[var] = str(factor.get_cardinality([var])[var])
    return domain","if isinstance(self.model, BayesianNetwork):
    cpds = self.model.get_cpds()
    cpds.sort(key=lambda x: x.variable)
    return {cpd.variable: str(cpd.variable_card) for cpd in cpds}
elif isinstance(self.model, MarkovNetwork):
    factors = self.model.get_factors()
    return {var: str(factor.get_cardinality([var])[var]) for factor in factors for var in factor.variables if var not in domain}
else:
    raise TypeError('Model must be an instance of Markov or Bayesian model.')",find_wrong,1,,,
tvm,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/tvm/python/tvm/autotvm/graph_tuner/utils/traverse_graph.py,https://github.com/apache/tvm/tree/master/python/tvm/autotvm/graph_tuner/utils/traverse_graph.py,,get_out_nodes$312,"def get_out_nodes(in_node_dict):
    """"""Create output dictionary from input dictionary.

    Parameters
    ----------
    in_node_dict : dict of int to list of int
        Dictionary maps node index to closest input ancestors.
        It can be created with get_in_nodes.

    Returns
    -------
    out : dict of int to list of int
        Dictionary maps node index to closest output nodes.
    """"""
    out_node_dict = {}
    for key in in_node_dict:
        out_node_dict[key] = []
    for (key, val) in in_node_dict.items():
        for item in val:
            if item in out_node_dict:
                out_node_dict[item].append(key)
            else:
                out_node_dict[item] = [key]
    return out_node_dict","for key in in_node_dict:
    out_node_dict[key] = []
for (key, val) in in_node_dict.items():
    for item in val:
        if item in out_node_dict:
            out_node_dict[item].append(key)
        else:
            out_node_dict[item] = [key]","out_node_dict = {key: [] for key in in_node_dict}
[out_node_dict[item].append(key) if item in out_node_dict else out_node_dict.update({item: [key]}) for (key, val) in in_node_dict.items() for item in val]",find_wrong,1,,,
lxmert,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/lxmert/src/lxrt/entry.py,https://github.com/airsplay/lxmert/tree/master/src/lxrt/entry.py,LXRTEncoder,load$126,"def load(self, path):
    print('Load LXMERT pre-trained model from %s' % path)
    state_dict = torch.load('%s_LXRT.pth' % path)
    new_state_dict = {}
    for (key, value) in state_dict.items():
        if key.startswith('module.'):
            new_state_dict[key[len('module.'):]] = value
        else:
            new_state_dict[key] = value
    state_dict = new_state_dict
    load_keys = set(state_dict.keys())
    model_keys = set(self.model.state_dict().keys())
    print()
    print('Weights in loaded but not in model:')
    for key in sorted(load_keys.difference(model_keys)):
        print(key)
    print()
    print('Weights in model but not in loaded:')
    for key in sorted(model_keys.difference(load_keys)):
        print(key)
    print()
    self.model.load_state_dict(state_dict, strict=False)","for (key, value) in state_dict.items():
    if key.startswith('module.'):
        new_state_dict[key[len('module.'):]] = value
    else:
        new_state_dict[key] = value
state_dict = new_state_dict","state_dict = {key[len('module.'):] if key.startswith('module.') else key: value for (key, value) in state_dict.items()}",find_wrong,-1,,,
ByteTrack,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/ByteTrack/tutorials/cstrack/tracker.py,https://github.com/ifzhang/ByteTrack/tree/master/tutorials/cstrack/tracker.py,,sub_stracks$396,"def sub_stracks(tlista, tlistb):
    stracks = {}
    for t in tlista:
        stracks[t.track_id] = t
    for t in tlistb:
        tid = t.track_id
        if stracks.get(tid, 0):
            del stracks[tid]
    return list(stracks.values())","for t in tlista:
    stracks[t.track_id] = t
for t in tlistb:
    tid = t.track_id
    if stracks.get(tid, 0):
        del stracks[tid]
return list(stracks.values())","stracks = {t.track_id: t for t in tlista}
[stracks.pop(t.track_id, None) for t in tlistb]
return list(stracks.values())",find_wrong,-1,,,
salt,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/salt/salt/modules/solarispkg.py,https://github.com/saltstack/salt/tree/master/salt/modules/solarispkg.py,,latest_version$142,"def latest_version(*names, **kwargs):
    """"""
    Return the latest version of the named package available for upgrade or
    installation. If more than one package name is specified, a dict of
    name/version pairs is returned.

    If the latest version of a given package is already installed, an empty
    string will be returned for that package.

    CLI Example:

    .. code-block:: bash

        salt '*' pkg.latest_version <package name>
        salt '*' pkg.latest_version <package1> <package2> <package3> ...

    NOTE: As package repositories are not presently supported for Solaris
    pkgadd, this function will always return an empty string for a given
    package.
    """"""
    kwargs.pop('refresh', True)
    ret = {}
    if not names:
        return ''
    for name in names:
        ret[name] = ''
    if len(names) == 1:
        return ret[names[0]]
    return ret","if not names:
    return ''
for name in names:
    ret[name] = ''
if len(names) == 1:
    return ret[names[0]]
return ret","ret = {name: '' for name in names}
return ret[names[0]] if len(names) == 1 else ret",find_wrong,-1,,,
pass-import,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/pass-import/pass_import/managers/lastpass.py,https://github.com/roddhjav/pass-import/tree/master/pass_import/managers/lastpass.py,LastpassCLI,show$91,"def show(self, uid):
    """"""Decrypt a lastpass entry and read the credentials.

        lpass do not show the same data with the --json option and without.
        To retrieve the full entry, both --json and --format option need to
        be used.

        :param str uid: UniqueID to the password entry to decrypt.
        :return dict: Return a dictionary with of the password entry.

        """"""
    entry = {}
    ignores = {'fullname'}
    keys = self.invkeys()
    jsons = self._command(['show', '--json', uid])
    item = json.loads(jsons).pop()
    for (key, value) in item.items():
        if key not in ignores:
            entry[keys.get(key, key)] = value
    entry['group'] = self._path(item['group'])
    ignores = {'Username', 'Password', 'URL'}
    arg = ['show', '--color=never', '--format=%fn|%fv', '--color=never', uid]
    data = self._command(arg).split('\n')
    data.pop()
    data.pop(0)
    for line in data:
        if '|' in line:
            (key, value) = line.split('|', 1)
            if key not in ignores:
                entry[key] = value
    if entry.get('url', '') == 'http://':
        entry['url'] = ''
    return entry","ignores = {'fullname'}
keys = self.invkeys()
jsons = self._command(['show', '--json', uid])
item = json.loads(jsons).pop()
for (key, value) in item.items():
    if key not in ignores:
        entry[keys.get(key, key)] = value
entry['group'] = self._path(item['group'])","ignores = {'fullname'}
keys = self.invkeys()
item = json.loads(self._command(['show', '--json', uid])).pop()
entry = {keys.get(key, key): value for (key, value) in item.items() if key not in ignores}
entry['group'] = self._path(item['group'])",find_wrong,1,,,
