repo_name,file_path,file_html,class_name,me_name,me_code,old_code,new_code,gd_truth_code,acc
PaddleX,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/PaddleX/static/paddlex_restful/restful/utils.py,https://github.com/PaddlePaddle/PaddleX/tree/master/static/paddlex_restful/restful/utils.py,PrintableStructure,__str__$715,"def __str__(self):
    result = []
    for x in self._fields_:
        key = x[0]
        value = getattr(self, key)
        fmt = '%s'
        if key in self._fmt_:
            fmt = self._fmt_[key]
        elif '<default>' in self._fmt_:
            fmt = self._fmt_['<default>']
        result.append(('%s: ' + fmt) % (key, value))
    return self.__class__.__name__ + '(' + string.join(result, ', ') + ')'","for x in self._fields_:
    key = x[0]
    value = getattr(self, key)
    fmt = '%s'
    if key in self._fmt_:
        fmt = self._fmt_[key]
    elif '<default>' in self._fmt_:
        fmt = self._fmt_['<default>']
    result.append(('%s: ' + fmt) % (key, value))","for (key, value) in self._asdict().items():
    fmt = self._fmt_.get(key, '%s')
    result.append(f'{key}: {fmt % value}')","[""for x in self._fields_:\n    (x_0, *x_rxmaining) = x\n    key = x_0\n    value = getattr(self, key)\n    fmt = '%s'\n    if key in self._fmt_:\n        fmt = self._fmt_[key]\n    elif '<default>' in self._fmt_:\n        fmt = self._fmt_['<default>']\n    result.append(('%s: ' + fmt) % (key, value))"", ""for (x_0, *x_len) in self._fields_:\n    key = \n    x_0\n    value = getattr(self, key)\n    fmt = '%s'\n    if key in self._fmt_:\n        fmt = self._fmt_[key]\n    elif '<default>' in self._fmt_:\n        fmt = self._fmt_['<default>']\n    result.append(('%s: ' + fmt) % (key, value))""]",-1
tmuxomatic,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/tmuxomatic/windowgram/windowgram_test.py,https://github.com/oxidane/tmuxomatic/tree/master/windowgram/windowgram_test.py,SenseTestCase,runTest$123,"def runTest(self):
    try:
        methods = inspect.getmembers(self.__class__(), predicate=inspect.ismethod)
        methods = [method for method in methods if method[0].startswith('test_')]
        methods = [(method[1], inspect.getsourcelines(method[1])[1]) for method in methods]
        methods = sorted(methods, key=lambda tup: tup[1])
        for method in methods:
            method[0]()
    except AssertionError as e:
        raise e
    except Exception as e:
        error = 'An error occurred during testing: ' + repr(e)
        raise AssertionError(e)","for method in methods:
    method[0]()","for (method, _) in methods:
    method()","['for method in methods:\n    (method_0, *method_rmethodmaining) = method\n    method_0()', 'for (method_0, *method_len) in methods:\n    method_0()']",-1
frappe,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/frappe/frappe/database/database.py,https://github.com/frappe/frappe/tree/master/frappe/database/database.py,Database,commit$915,"def commit(self):
    """"""Commit current transaction. Calls SQL `COMMIT`.""""""
    for method in frappe.local.before_commit:
        frappe.call(method[0], *(method[1] or []), **method[2] or {})
    self.sql('commit')
    self.begin()
    frappe.local.rollback_observers = []
    self.flush_realtime_log()
    enqueue_jobs_after_commit()
    flush_local_link_count()","for method in frappe.local.before_commit:
    frappe.call(method[0], *(method[1] or []), **method[2] or {})","for (method, args, kwargs) in frappe.local.before_commit:
    frappe.call(method, *args, **kwargs)","['for method in frappe.local.before_commit:\n    (method_0, method_1, method_2, *_) = method\n    frappe.call(method_0, *(method_1 or []), **method_2 or {})', 'for (method_0, method_1, method_2, *method_len) in frappe.local.before_commit:\n    frappe.call(method_0, *(method_1 or []), **method_2 or {})']",-1
detectron2,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/detectron2/tests/data/test_sampler.py,https://github.com/facebookresearch/detectron2/tree/master/tests/data/test_sampler.py,TestGroupedBatchSampler,test_groups$30,"def test_groups(self):
    sampler = SequentialSampler(list(range(100)))
    group_ids = [1, 0] * 50
    samples = GroupedBatchSampler(sampler, group_ids, 2)
    for mini_batch in samples:
        self.assertEqual((mini_batch[0] + mini_batch[1]) % 2, 0)","for mini_batch in samples:
    self.assertEqual((mini_batch[0] + mini_batch[1]) % 2, 0)","for (mini_batch_0, mini_batch_1) in samples:
    self.assertEqual((mini_batch_0 + mini_batch_1) % 2, 0)","['for mini_batch in samples:\n    (mini_batch_0, mini_batch_1, *_) = mini_batch\n    self.assertEqual((mini_batch_0 + mini_batch_1) % 2, 0)', 'for (mini_batch_0, mini_batch_1, *mini_batch_len) in samples:\n    self.assertEqual((mini_batch_0 + mini_batch_1) % 2, 0)']",-1
AlgorithmsByPython,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/AlgorithmsByPython/Target Offer/multiSparse.py,https://github.com/Jack-Lee-Hiter/AlgorithmsByPython/tree/master/Target Offer/multiSparse.py,,tripleToSparse$25,"def tripleToSparse(triple, m, n):
    outMatrix = zeros([m, n])
    for pointTuple in triple:
        mLocation = pointTuple[0]
        nLocation = pointTuple[1]
        value = pointTuple[2]
        outMatrix[mLocation][nLocation] = value
    return outMatrix","for pointTuple in triple:
    mLocation = pointTuple[0]
    nLocation = pointTuple[1]
    value = pointTuple[2]
    outMatrix[mLocation][nLocation] = value","for (mLocation, nLocation, value) in triple:
    outMatrix[mLocation][nLocation] = value","['for pointTuple in triple:\n    (pointTuple_0, pointTuple_1, pointTuple_2, *_) = pointTuple\n    mLocation = pointTuple_0\n    nLocation = pointTuple_1\n    value = pointTuple_2\n    outMatrix[mLocation][nLocation] = value', 'for (pointTuple_0, pointTuple_1, pointTuple_2, *pointTuple_len) in triple:\n    mLocation = \n    pointTuple_0\n    nLocation = \n    pointTuple_1\n    value = \n    pointTuple_2\n    outMatrix[mLocation][nLocation] = value']",-1
spot-sdk,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/spot-sdk/docs/python/fetch_tutorial/files/network_compute_server.py,https://github.com/boston-dynamics/spot-sdk/tree/master/docs/python/fetch_tutorial/files/network_compute_server.py,,main$256,"def main(argv):
    default_port = '50051'
    parser = argparse.ArgumentParser()
    parser.add_argument('-m', '--model', help=""[MODEL_DIR] [LABELS_FILE.pbtxt]: Path to a model's directory and path to its labels .pbtxt file"", action='append', nargs=2, required=True)
    parser.add_argument('-p', '--port', help=""Server's port number, default: "" + default_port, default=default_port)
    parser.add_argument('-d', '--no-debug', help='Disable writing debug images.', action='store_true')
    parser.add_argument('-n', '--name', help='Service name', default='fetch-server')
    bosdyn.client.util.add_base_arguments(parser)
    options = parser.parse_args(argv)
    print(options.model)
    for model in options.model:
        if not os.path.isdir(model[0]):
            print('Error: model directory (' + model[0] + ') not found or is not a directory.')
            sys.exit(1)
    register_with_robot(options)
    request_queue = queue.Queue()
    response_queue = queue.Queue()
    thread = threading.Thread(target=process_thread, args=[options, request_queue, response_queue])
    thread.start()
    server = grpc.server(futures.ThreadPoolExecutor(max_workers=10))
    network_compute_bridge_service_pb2_grpc.add_NetworkComputeBridgeWorkerServicer_to_server(NetworkComputeBridgeWorkerServicer(request_queue, response_queue), server)
    server.add_insecure_port('[::]:' + options.port)
    server.start()
    print('Running...')
    thread.join()
    return True","for model in options.model:
    if not os.path.isdir(model[0]):
        print('Error: model directory (' + model[0] + ') not found or is not a directory.')
        sys.exit(1)","for (model_dir, labels_file) in options.model:
    if not os.path.isdir(model_dir):
        print(f'Error: model directory ({model_dir}) not found or is not a directory.')
        sys.exit(1)","[""for model in options.model:\n    (model_0, *model_rmodelmaining) = model\n    if not os.path.isdir(model_0):\n        print('Error: model directory (' + model_0 + ') not found or is not a directory.')\n        sys.exit(1)"", ""for (model_0, *model_len) in options.model:\n    if not os.path.isdir(model_0):\n        print('Error: model directory (' + model_0 + ') not found or is not a directory.')\n        sys.exit(1)""]",-1
Grokking-the-Coding-Interview-Patterns-for-Coding-Questions,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/Grokking-the-Coding-Interview-Patterns-for-Coding-Questions/16. Pattern Topological Sort (Graph)/Problem Challenge 2 - Minimum Height Trees (hard).py,https://github.com/cl2333/Grokking-the-Coding-Interview-Patterns-for-Coding-Questions/tree/master/16. Pattern Topological Sort (Graph)/Problem Challenge 2 - Minimum Height Trees (hard).py,,find_trees$67,"def find_trees(nodes, edges):
    if nodes <= 0:
        return []
    if nodes == 1:
        return [0]
    inDegree = {i: 0 for i in range(nodes)}
    graph = {i: [] for i in range(nodes)}
    for edge in edges:
        (n1, n2) = (edge[0], edge[1])
        graph[n1].append(n2)
        graph[n2].append(n1)
        inDegree[n1] += 1
        inDegree[n2] += 1
    leaves = deque()
    for key in inDegree:
        if inDegree[key] == 1:
            leaves.append(key)
    totalNodes = nodes
    while totalNodes > 2:
        leavesSize = len(leaves)
        totalNodes -= leavesSize
        for i in range(0, leavesSize):
            vertex = leaves.popleft()
            for child in graph[vertex]:
                inDegree[child] -= 1
                if inDegree[child] == 1:
                    leaves.append(child)
    return list(leaves)","for edge in edges:
    (n1, n2) = (edge[0], edge[1])
    graph[n1].append(n2)
    graph[n2].append(n1)
    inDegree[n1] += 1
    inDegree[n2] += 1","for (n1, n2) in edges:
    graph[n1].append(n2)
    graph[n2].append(n1)
    inDegree[n1] += 1
    inDegree[n2] += 1","['for edge in edges:\n    (edge_0, edge_1, *_) = edge\n    (n1, n2) = (edge_0, edge_1)\n    graph[n1].append(n2)\n    graph[n2].append(n1)\n    inDegree[n1] += 1\n    inDegree[n2] += 1', 'for (edge_0, edge_1, *edge_len) in edges:\n    (n1, n2) = (edge_0, edge_1)\n    graph[n1].append(n2)\n    graph[n2].append(n1)\n    inDegree[n1] += 1\n    inDegree[n2] += 1']",1
rotki,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/rotki/rotkehlchen/db/dbhandler.py,https://github.com/rotki/rotki/tree/master/rotkehlchen/db/dbhandler.py,DBHandler,get_tags$2597,"def get_tags(self, cursor: 'DBCursor') -> Dict[str, Tag]:
    tags_mapping: Dict[str, Tag] = {}
    cursor.execute('SELECT name, description, background_color, foreground_color FROM tags;')
    for result in cursor:
        name = result[0]
        description = result[1]
        if description is not None and (not isinstance(description, str)):
            self.msg_aggregator.add_warning(f'Tag {name} with invalid description found in the DB. Skipping tag')
            continue
        try:
            background_color = deserialize_hex_color_code(result[2])
            foreground_color = deserialize_hex_color_code(result[3])
        except DeserializationError as e:
            self.msg_aggregator.add_warning(f'Tag {name} with invalid color code found in the DB. {str(e)}. Skipping tag')
            continue
        tags_mapping[name] = Tag(name=name, description=description, background_color=background_color, foreground_color=foreground_color)
    return tags_mapping","for result in cursor:
    name = result[0]
    description = result[1]
    if description is not None and (not isinstance(description, str)):
        self.msg_aggregator.add_warning(f'Tag {name} with invalid description found in the DB. Skipping tag')
        continue
    try:
        background_color = deserialize_hex_color_code(result[2])
        foreground_color = deserialize_hex_color_code(result[3])
    except DeserializationError as e:
        self.msg_aggregator.add_warning(f'Tag {name} with invalid color code found in the DB. {str(e)}. Skipping tag')
        continue
    tags_mapping[name] = Tag(name=name, description=description, background_color=background_color, foreground_color=foreground_color)","for (name, description, bg_color, fg_color, *_) in cursor:
    if description is not None and (not isinstance(description, str)):
        self.msg_aggregator.add_warning(f'Tag {name} with invalid description found in the DB. Skipping tag')
        continue
    try:
        background_color = deserialize_hex_color_code(bg_color)
        foreground_color = deserialize_hex_color_code(fg_color)
    except DeserializationError as e:
        self.msg_aggregator.add_warning(f'Tag {name} with invalid color code found in the DB. {str(e)}. Skipping tag')
        continue
    tags_mapping[name] = Tag(name=name, description=description, background_color=background_color, foreground_color=foreground_color)","[""for result in cursor:\n    (result_0, result_1, result_2, result_3, *_) = result\n    name = result_0\n    description = result_1\n    if description is not None and (not isinstance(description, str)):\n        self.msg_aggregator.add_warning(f'Tag {name} with invalid description found in the DB. Skipping tag')\n        continue\n    try:\n        background_color = deserialize_hex_color_code(result_2)\n        foreground_color = deserialize_hex_color_code(result_3)\n    except DeserializationError as e:\n        self.msg_aggregator.add_warning(f'Tag {name} with invalid color code found in the DB. {str(e)}. Skipping tag')\n        continue\n    tags_mapping[name] = Tag(name=name, description=description, background_color=background_color, foreground_color=foreground_color)"", ""for (result_0, result_1, result_2, result_3, *result_len) in cursor:\n    name = \n    result_0\n    description = \n    result_1\n    if description is not None and (not isinstance(description, str)):\n        self.msg_aggregator.add_warning(f'Tag {name} with invalid description found in the DB. Skipping tag')\n        continue\n    try:\n        background_color = deserialize_hex_color_code(\n        result_2)\n        foreground_color = deserialize_hex_color_code(\n        result_3)\n    except DeserializationError as e:\n        self.msg_aggregator.add_warning(f'Tag {name} with invalid color code found in the DB. {str(e)}. Skipping tag')\n        continue\n    tags_mapping[name] = Tag(name=name, description=description, background_color=background_color, foreground_color=foreground_color)""]",1
FASPell,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/FASPell/bert_modified/modeling.py,https://github.com/iqiyi/FASPell/tree/master/bert_modified/modeling.py,,get_assignment_map_from_checkpoint$318,"def get_assignment_map_from_checkpoint(tvars, init_checkpoint):
    """"""Compute the union of the current variables and checkpoint variables.""""""
    assignment_map = {}
    initialized_variable_names = {}
    name_to_variable = collections.OrderedDict()
    for var in tvars:
        name = var.name
        m = re.match('^(.*):\\d+$', name)
        if m is not None:
            name = m.group(1)
        name_to_variable[name] = var
    init_vars = tf.train.list_variables(init_checkpoint)
    assignment_map = collections.OrderedDict()
    for x in init_vars:
        (name, var) = (x[0], x[1])
        if name not in name_to_variable:
            continue
        assignment_map[name] = name
        initialized_variable_names[name] = 1
        initialized_variable_names[name + ':0'] = 1
    return (assignment_map, initialized_variable_names)","for x in init_vars:
    (name, var) = (x[0], x[1])
    if name not in name_to_variable:
        continue
    assignment_map[name] = name
    initialized_variable_names[name] = 1
    initialized_variable_names[name + ':0'] = 1","for (name, var) in init_vars:
    if name not in name_to_variable:
        continue
    assignment_map[name] = name
    initialized_variable_names[name] = 1
    initialized_variable_names[name + ':0'] = 1","[""for x in init_vars:\n    (x_0, x_1, *_) = x\n    (name, var) = (x_0, x_1)\n    if name not in name_to_variable:\n        continue\n    assignment_map[name] = name\n    initialized_variable_names[name] = 1\n    initialized_variable_names[name + ':0'] = 1"", ""for (x_0, x_1, *x_len) in init_vars:\n    (name, var) = (x_0, x_1)\n    if name not in name_to_variable:\n        continue\n    assignment_map[name] = name\n    initialized_variable_names[name] = 1\n    initialized_variable_names[name + ':0'] = 1""]",-1
num2words,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/num2words/tests/test_fr.py,https://github.com/savoirfairelinux/num2words/tree/master/tests/test_fr.py,Num2WordsENTest,test_number$168,"def test_number(self):
    for test in TEST_CASES_CARDINAL:
        self.assertEqual(num2words(test[0], lang='fr'), test[1])","for test in TEST_CASES_CARDINAL:
    self.assertEqual(num2words(test[0], lang='fr'), test[1])","for (num, expected_word) in TEST_CASES_CARDINAL:
    self.assertEqual(num2words(num, lang='fr'), expected_word)","[""for test in TEST_CASES_CARDINAL:\n    (test_0, test_1, *_) = test\n    self.assertEqual(num2words(test_0, lang='fr'), test_1)"", ""for (test_0, test_1, *test_len) in TEST_CASES_CARDINAL:\n    self.assertEqual(num2words(test_0, lang='fr'), test_1)""]",-1
num2words,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/num2words/tests/test_fr.py,https://github.com/savoirfairelinux/num2words/tree/master/tests/test_fr.py,Num2WordsENTest,test_ordinal$172,"def test_ordinal(self):
    for test in TEST_CASES_ORDINAL:
        self.assertEqual(num2words(test[0], lang='fr', ordinal=True), test[1])","for test in TEST_CASES_ORDINAL:
    self.assertEqual(num2words(test[0], lang='fr', ordinal=True), test[1])","for (num, expected_word) in TEST_CASES_ORDINAL:
    self.assertEqual(num2words(num, lang='fr', ordinal=True), expected_word)","[""for test in TEST_CASES_ORDINAL:\n    (test_0, test_1, *_) = test\n    self.assertEqual(num2words(test_0, lang='fr', ordinal=True), test_1)"", ""for (test_0, test_1, *test_len) in TEST_CASES_ORDINAL:\n    self.assertEqual(num2words(test_0, lang='fr', ordinal=True), test_1)""]",-1
num2words,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/num2words/tests/test_fr_dz.py,https://github.com/savoirfairelinux/num2words/tree/master/tests/test_fr_dz.py,Num2WordsPLTest,test_ordinal_num$60,"def test_ordinal_num(self):
    for test in test_fr.TEST_CASES_ORDINAL_NUM:
        self.assertEqual(num2words(test[0], lang='fr_DZ', to='ordinal_num'), test[1])","for test in test_fr.TEST_CASES_ORDINAL_NUM:
    self.assertEqual(num2words(test[0], lang='fr_DZ', to='ordinal_num'), test[1])","for (num, expected_word) in test_fr.TEST_CASES_ORDINAL_NUM:
    self.assertEqual(num2words(num, lang='fr_DZ', to='ordinal_num'), expected_word)","[""for test in test_fr.TEST_CASES_ORDINAL_NUM:\n    (test_0, test_1, *_) = test\n    self.assertEqual(num2words(test_0, lang='fr_DZ', to='ordinal_num'), test_1)"", ""for (test_0, test_1, *test_len) in test_fr.TEST_CASES_ORDINAL_NUM:\n    self.assertEqual(num2words(test_0, lang='fr_DZ', to='ordinal_num'), test_1)""]",-1
pyglossary,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/pyglossary/pyglossary/text_utils.py,https://github.com/ilius/pyglossary/tree/master/pyglossary/text_utils.py,,replace$56,"def replace(st: str) -> str:
    for rpl in rplList:
        st = st.replace(rpl[0], rpl[1])
    return st","for rpl in rplList:
    st = st.replace(rpl[0], rpl[1])","for (old, new) in rplList:
    st = st.replace(old, new)","['for rpl in rplList:\n    (rpl_0, rpl_1, *_) = rpl\n    st = st.replace(rpl_0, rpl_1)', 'for (rpl_0, rpl_1, *rpl_len) in rplList:\n    st = st.replace(rpl_0, rpl_1)']",-1
integrations-core,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/integrations-core/datadog_checks_dev/tests/tooling/config_validator/test_validator.py,https://github.com/DataDog/integrations-core/tree/master/datadog_checks_dev/tests/tooling/config_validator/test_validator.py,,test_validate_type$69,"def test_validate_type():
    test_cases = [(create('name', 'boolean'), True), (create('name', 'string'), True), (create('name', 'integer'), True), (create('name', 'double'), True), (create('name', 'float'), True), (create('name', 'object'), True), (create('name', 'list of anything_really'), True), (create('name', 'list of something'), True), (create('name', 'dictionary'), True), (create('name', 'custom object'), False)]
    for c in test_cases:
        errors = []
        c[0]._validate_type(errors)
        if c[1]:
            assert len(errors) == 0
        else:
            type_name = c[0].param_prop.type_name
            assert len(errors) == 1
            assert errors[0].error_str == 'Type {} is not accepted'.format(type_name)","for c in test_cases:
    errors = []
    c[0]._validate_type(errors)
    if c[1]:
        assert len(errors) == 0
    else:
        type_name = c[0].param_prop.type_name
        assert len(errors) == 1
        assert errors[0].error_str == 'Type {} is not accepted'.format(type_name)","for (param, expected_result) in test_cases:
    errors = []
    param._validate_type(errors)
    if expected_result:
        assert len(errors) == 0
    else:
        type_name = param.param_prop.type_name
        assert len(errors) == 1
        assert errors[0].error_str == f'Type {type_name} is not accepted'","[""for c in test_cases:\n    (c_0, c_1, *_) = c\n    errors = []\n    c_0._validate_type(errors)\n    if c_1:\n        assert len(errors) == 0\n    else:\n        type_name = c_0.param_prop.type_name\n        assert len(errors) == 1\n        assert errors[0].error_str == 'Type {} is not accepted'.format(type_name)"", ""for (c_0, c_1, *c_len) in test_cases:\n    errors = []\n    \n    c_0._validate_type(errors)\n    if \n    c_1:\n        assert len(errors) == 0\n    else:\n        type_name = \n        c_0.param_prop.type_name\n        assert len(errors) == 1\n        assert errors[0].error_str == 'Type {} is not accepted'.format(type_name)""]",-1
GitGutter,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/GitGutter/tests/test_json.py,https://github.com/jisaacks/GitGutter/tree/master/tests/test_json.py,CheckJsonFormat,get_line$111,"def get_line(self, pt):
    """"""Get the line from char index.""""""
    line = None
    for r in self.line_range:
        if pt >= r[0] and pt <= r[1]:
            line = r[2]
            break
    return line","for r in self.line_range:
    if pt >= r[0] and pt <= r[1]:
        line = r[2]
        break","for (r_0, r_1, line) in self.line_range:
    if pt >= r_0 and pt <= r_1:
        break
return line","['for r in self.line_range:\n    (r_0, r_1, r_2, *_) = r\n    if pt >= r_0 and pt <= r_1:\n        line = r_2\n        break', 'for (r_0, r_1, r_2, *r_len) in self.line_range:\n    if pt >= \n    r_0 and pt <= \n    r_1:\n        line = \n        r_2\n        break']",-1
BracketHighlighter,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/BracketHighlighter/tests/validate_json_format.py,https://github.com/facelessuser/BracketHighlighter/tree/master/tests/validate_json_format.py,CheckJsonFormat,get_line$106,"def get_line(self, pt):
    """"""Get the line from char index.""""""
    line = None
    for r in self.line_range:
        if pt >= r[0] and pt <= r[1]:
            line = r[2]
            break
    return line","for r in self.line_range:
    if pt >= r[0] and pt <= r[1]:
        line = r[2]
        break","for (r_0, r_1, r_2) in self.line_range:
    if pt >= r_0 and pt <= r_1:
        line = r_2
        break","['for r in self.line_range:\n    (r_0, r_1, r_2, *_) = r\n    if pt >= r_0 and pt <= r_1:\n        line = r_2\n        break', 'for (r_0, r_1, r_2, *r_len) in self.line_range:\n    if pt >= \n    r_0 and pt <= \n    r_1:\n        line = \n        r_2\n        break']",-1
Scout2,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/Scout2/AWSScout2/output/console.py,https://github.com/nccgroup/Scout2/tree/master/AWSScout2/output/console.py,,format_listall_output$16,"def format_listall_output(format_file, format_item_dir, format, rule, option_prefix=None, template=None, skip_options=False):
    """"""
    Prepare listall output template

    :param format_file:
    :param format_item_dir:
    :param format:
    :param config:
    :param option_prefix:
    :param template:
    :param skip_options:
    :return:
    """"""
    if format_file and os.path.isfile(format_file):
        if not template:
            with open(format_file, 'rt') as f:
                template = f.read()
        if not skip_options:
            re_option = re.compile('(%_OPTION_\\((.*?)\\)_NOITPO_)')
            optional_files = re_option.findall(template)
            for optional_file in optional_files:
                if optional_file[1].startswith(option_prefix + '-'):
                    with open(os.path.join(format_item_dir, optional_file[1].strip()), 'rt') as f:
                        template = template.replace(optional_file[0].strip(), f.read())
        re_file = re.compile('(_FILE_\\((.*?)\\)_ELIF_)')
        while True:
            requested_files = re_file.findall(template)
            available_files = os.listdir(format_item_dir) if format_item_dir else []
            for requested_file in requested_files:
                if requested_file[1].strip() in available_files:
                    with open(os.path.join(format_item_dir, requested_file[1].strip()), 'rt') as f:
                        template = template.replace(requested_file[0].strip(), f.read())
            re_line = re.compile('(_ITEM_\\((.*?)\\)_METI_)')
            re_key = re.compile('_KEY_\\(*(.*?)\\)', re.DOTALL | re.MULTILINE)
            lines = re_line.findall(template)
            for (i, line) in enumerate(lines):
                lines[i] = line + (re_key.findall(line[1]),)
            requested_files = re_file.findall(template)
            if len(requested_files) == 0:
                break
    elif format and format[0] == 'csv':
        keys = rule.keys
        line = ', '.join(('_KEY_(%s)' % k for k in keys))
        lines = [(line, line, keys)]
        template = line
    return (lines, template)","for requested_file in requested_files:
    if requested_file[1].strip() in available_files:
        with open(os.path.join(format_item_dir, requested_file[1].strip()), 'rt') as f:
            template = template.replace(requested_file[0].strip(), f.read())","for (requested_file_0, requested_file_1, *_) in requested_files:
    if requested_file_1.strip() in available_files:
        with open(os.path.join(format_item_dir, requested_file_1.strip()), 'rt') as f:
            template = template.replace(requested_file_0.strip(), f.read())","[""for requested_file in requested_files:\n    (requested_file_0, requested_file_1, *_) = requested_file\n    if requested_file_1.strip() in available_files:\n        with open(os.path.join(format_item_dir, requested_file_1.strip()), 'rt') as f:\n            template = template.replace(requested_file_0.strip(), f.read())"", ""for (requested_file_0, requested_file_1, *requested_file_len) in requested_files:\n    if \n    requested_file_1.strip() in available_files:\n        with open(os.path.join(format_item_dir, \n        requested_file_1.strip()), 'rt') as f:\n            template = template.replace(\n            requested_file_0.strip(), f.read())""]",1
few-shot-vid2vid,/data1/zhangzejun/mnt/zejun/smp/data/python_star_2000repo/few-shot-vid2vid/data/image_folder.py,https://github.com/NVlabs/few-shot-vid2vid/tree/master/data/image_folder.py,,make_grouped_dataset$63,"def make_grouped_dataset(dir):
    images = []
    assert os.path.isdir(dir), '%s is not a valid directory' % dir
    fnames = sorted(os.walk(dir))
    for fname in sorted(fnames):
        paths = []
        root = fname[0]
        for f in sorted(fname[2]):
            if is_image_file(f):
                paths.append(os.path.join(root, f))
        if len(paths) > 0:
            images.append(paths)
    return images","for fname in sorted(fnames):
    paths = []
    root = fname[0]
    for f in sorted(fname[2]):
        if is_image_file(f):
            paths.append(os.path.join(root, f))
    if len(paths) > 0:
        images.append(paths)","for (root, _, files) in sorted(os.walk(dir)):
    paths = []
    for f in sorted(files):
        if is_image_file(f):
            paths.append(os.path.join(root, f))
    if len(paths) > 0:
        images.append(paths)","['for fname in sorted(fnames):\n    (fname_0, _, fname_2, *fname_rfnamemaining) = fname\n    paths = []\n    root = fname_0\n    for f in sorted(fname_2):\n        if is_image_file(f):\n            paths.append(os.path.join(root, f))\n    if len(paths) > 0:\n        images.append(paths)', 'for (fname_0, fname_1, fname_2, *fname_len) in sorted(fnames):\n    paths = []\n    root = \n    fname_0\n    for f in sorted(\n    fname_2):\n        if is_image_file(f):\n            paths.append(os.path.join(root, f))\n    if len(paths) > 0:\n        images.append(paths)']",1
